Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Brenda Ariesty Kusumasari,2021-08-21 11:58:37,4,0,"This bridge is quite famous and has a wonderful view during clear day. Unfortunately we went during rainy and extremely cloudy day so not much view was feasible. But the mist on the surrounding hills was somehow majestic. Lots of people take photos with this bridge as background. There are some gentleman offering rickshaw tour. The bridge itself is pretty crowded with vehicles so just be aware your safety during walking.

",yes,,view review
Tomoki Yoshida,2021-09-05 06:53:36,5,0,Very nice view!!  I recommend it to everyone!!,no,,view review
Kyoto Dream Trips,2021-09-26 09:51:39,5,13,"Watching the Harvest Moon rising over the Togetsukyō Bridge in Arashiyama.
The almost full Harvest Moon (Waxing Gibbous 98.8%) coming over the Mountains surrounding Arashiyama. A few people were waiting for the moonrise, and when it became visible, there were some shrieks of excitement. Some shivers went down my spine, and it's always thrilling to experience it. Hundreds of years ago, the Kyoto aristocracy came here to watch the Harvest Moon and recite poetry. I wonder what else they did. No wonder the Togetsukyō bridge is fittingly called the ""Moon Crossing Bridge"".


",yes,,view review
Puja Pandey,2021-12-04 23:51:47,3,0,Its a popular bridge but did not get a good view of fall as seen on other sites.,no,,view review
Owasiul Islam,2021-12-12 12:58:30,5,0,"Very crowed during this lighting time of autumn!

",yes,,view review
Tsuyoshi Ookura,2021-12-19 12:06:30,5,0,"Great place to have walking!!

",yes,,view review
Saurabh,2021-12-24 02:55:58,5,5,"One of the oldest bridges in Japan, first constructed around 900 AD (during Nara period). The whole bridge is illuminated with vibrant purple lighting during training the 2nd and 3rd week of December, locally called the Hanatoro event. Be mindful that if you take the JR line or Randen, you will arrive at the Saga Arashiyama station which is already on the right side of bridge and towards Arashiyama bamboo forest. To start from the beginning of the bridge, you would need to take the Hankyu line to arrive at Hankyu Arashiyama station, different from Saga Arashiyama station.









",yes,,view review
Mark Lentz,2022-01-11 15:37:22,5,0,"I mean, it is a cool bridge.
",yes,,view review
Amari Rae Pulido,2022-02-06 16:31:33,5,1,"I walk for two hours to cross Togetsu-kyo and sit by the Oigawa River! During the day, small boats are available for rent. 🚣 The bridge connects the Bamboo and Kimono Forest area to the Monkey Park. Many attractions near the bridge, including Arabica Coffee, restaurants, the main shopping street, and numerous shrines.",no,,view review
Santosh Shrestha,2022-02-10 22:04:19,4,1,"One of the oldest bridge in japan.
Was built about 900AD.
Watched many times in TV and finally able to watch live.
Takes about 10min to cross the bridge.
It really has a historical value.
However I would say its just a normal bridge.




",yes,,view review
