Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Étienne Pot,2015-11-24 09:30:55,4,1,"Not the most impressive temple in Kyoto but still nice. It is more isolated so less crowded.
If you go there, make sure you go through the bamboo forest see the Buddha fountain.",no,,view review
shirni ong,2016-03-03 05:40:49,5,4,"This place is absolutely beautiful in Autumn.
Love it!
Entrance fee: ¥500

Tips: Arashiyama is very crowded. At the back of the temple, there is a bamboo grove where you can snap photos all you want and there is not a single tourist there.",no,,view review
Katy Kirby,2016-04-18 01:31:37,3,1,I think we were a little templed-out when we visited and it was drizzling which didn't make for the best experience. After visiting a few other temple the day this was a little of a let down.,no,,view review
JONNY OWATARI,2016-06-08 15:40:03,5,1,Beautiful bamboo grove,no,,view review
뿡핑룡아빠,2016-09-05 21:24:53,3,3,"You can see many small statues at here. It makes you very unique feeling.
It is a little far from the center of Arashiyama. If you have enough time to look around this area, I hope you to catch this unusual scene.",no,,view review
Efrat Atun,2016-10-04 03:08:13,5,1,300 yen per person.,no,,view review
Gonzalo Gossweiler,2016-10-05 06:29:07,4,1,"Thousand statues, tribute to the dead. Nice walk.",no,,view review
Jose M. Cruz,2016-10-08 23:50:52,5,1,"I only come here during Autumn, its an amazing place to have a calm walk.  When u pay the entrance fee they will offer you an English version of the Japanese one, which includes a history of place.
",yes,,view review
Bruce Salamon,2016-10-19 13:56:34,5,3,"Absolutely stunning. It will be a sad day when this is truly discovered and the crowds descend (realise I'm helping this issue). Purely stunning. The real place to take bamboo pics, and much more to see than the close more famous spots. However it is much newer.",no,,view review
sze felix,2016-12-01 00:28:16,5,1,Remote from other temples. serene and breathtaking,no,,view review
leo crisologo,2016-12-27 13:06:19,4,1,It has its own bamboo grove.,no,,view review
zung florence,2017-01-11 12:03:04,4,1,a nice little temple garden. not a lot of people. worth a good. it has a very beautiful little bamboo garden.,no,,view review
Randiah Green,2017-03-30 11:37:41,3,1,"It took a nice walk to get to this place. The thousands of statues are really interesting. The bamboo walk is nice but it's not very big. This place is definitely less touristy which is a place and the little shopping street beside it is cool too. Great if you like cemeteries.




",yes,,view review
酒井久幸,2017-04-20 06:15:34,5,1,"Adashino-Nennbutsu Buddha Temple is a temple where autumn leaves are very beautiful.

",yes,,view review
Ale C,2017-05-05 03:20:01,3,2,500¥ is far too expansive to visit this little cemetery which is nice but not worth the price tickets compared to other temples in the area.,no,,view review
Michael Greenberger,2017-07-24 07:39:37,5,1,"This is a great temple to go to. It's free of crowds and a lot of tourists. There was maybe two other couples there when I visited. Very serene and many shops on the way up the mountain to stop inside. It gets very hot up there though, so be cautious of that.

To get there, you can take the Kyoto city bus number 28 or 91 to Saga Shakadomae. You can transfer to an outside city bus or do what I did, which was just walk up which took less then 20 minutes.",no,,view review
Mark Almond,2017-08-03 15:34:08,5,1,I will forever remember this place as it was the only place on earth that made me burst into tears from this overwhelming sensation of tranquility and peace.,no,,view review
Jaemin Lim,2017-08-30 04:41:02,5,0,"stunningly beautiful, very moving",no,,view review
Camille Cotter,2017-12-28 05:28:55,4,0,"A peaceful and less touristy stop in Arashiyama. The hundreds of statues were an amazing sight and we were there just as Autumn was hinting red on the surrounding trees. The adjacent bamboo forest waa a nice walk and much more intimate (though smaller) than the area's we'll known grove. The cemetery at the end of the bamboo path was set against a gorgeous hillside backdrop, and a visitor was praying as we approached - it was an appropriate moment that seemed to set just the right tone. Well worth a visit on the way to Otagi Nembutsuji.",no,,view review
Cyrille,2018-03-11 03:50:13,4,0,Very quiet and nice walk from the bamboo forest to the site. The statues are worth seeing and so is the small templea,no,,view review
kimi o,2018-05-16 13:22:03,3,0,Cool,no,,view review
Ross Perry,2018-05-24 13:57:10,4,1,"As a North American I found this one interesting but slightly creepy.  It has a small temple where a monk was leading a bunch of folks in chants/prays. Again, I was a little uncomfortable ease dropping.  We took a cab up the hill from the bamboo forest and walked down the hill to the Okochi Sandoval Villa.  I definitely recommend doing this way, lots of interesting shops on the way down. You have to see and meet the sweet hearts that run the Store of the Cocoon.",no,,view review
Martin Hampton,2018-07-17 09:48:58,5,0,"Well worth the bus ride. Walk back down the hill on the Kyoto Trail through the historic district to complete the experience. Escape tour group crowds with this temple.



",yes,,view review
Sergi Barroso,2018-09-23 02:10:57,2,0,"Very small temple, quite but too expensive (500Y)",no,,view review
Carnivore HK,2018-09-24 07:49:02,3,1,"I suggest this place for those highly interested in Buddhism and history. It is a small park inside but very peaceful. Located inside is also a graveyard with headstones. You can see locals coming to pay respect. The stone statues inside each represents a soul without kin to see them off to afterlife.
There’s an entrance fee 500yen.




",yes,,view review
Alice Shen,2018-11-25 10:32:43,4,0,"Foliage in the background of this temple was beautiful.


",yes,,view review
Miki Matsubara,2018-12-05 23:55:33,3,0,"Lovely grave stones.
Bamboo grove was under construction and not accessible.
I think it must be great if I could enter the bamboo grove as well as its photo is very nice.



",yes,,view review
वारकरी,2019-01-02 03:42:10,5,1,"I went here in autumn and it was beautiful. Very quiet and serene. Go early to get the entire place to yourself.


",yes,,view review
Danielle Allum,2019-03-04 22:55:57,4,0,"It was beautiful. But part of it was closed, so couldn't see all of it. Compared to the other shrines in the area it isn't worth the ¥500 entrance fee.
",yes,,view review
Noémie Bassinet,2019-03-08 12:55:22,4,0,"Maybe a bit expensive because the garden isn't very big (and the bamboo forest was under construction). But it look like no other temple !
",yes,,view review
Dorotea Đurić,2019-04-01 10:17:14,4,0,"The temple itself is quite peaceful, it has a nice story, and, most importantly, there are almost no people there at all. It is a bit further away from the ""mainstream"" temples, so maybe that's why. I'm giving it 4 stars because the bamboo path is currently closed for renovation, yet it didn't affect the price (Y500).",no,,view review
Alex Kalderimis,2019-04-24 00:50:11,5,0,"Stunning peaceful shrine, well worth the 20min walk up through the village streets
",yes,,view review
Caroline Soesbergen,2019-04-29 07:21:46,4,0,"Hidden gem.
",yes,,view review
Sachin Shah,2019-04-30 12:20:56,4,1,A great view and many markers. 500 yen for entry per person which is reasonable. They also have a bamboo first but had been closed for renovations for the past several months sincevin believe the 1200 anniversary of the temple is coming up,no,,view review
Kevin Cheung,2019-05-06 12:37:14,5,0,"A very peaceful temple offering a unique experience. Do try to find a bench to sit on and just soak this place in.


",yes,,view review
justine,2019-05-13 11:00:10,3,0,Was under renovation when I went and also packed,no,,view review
kernius norkunas,2019-05-14 05:15:57,4,0,Bamboo forest (back yard of Adashino) is closed due to refurbishment. Otherwise the small steets to reach this place was peaceful and cozy to walk through,no,,view review
Kenhoong Yiem,2019-05-15 10:50:17,4,0,Not a bad place to get away from the crowds.,no,,view review
Lakshmi J Narayanan,2019-05-16 03:25:11,5,0,"Really peaceful and beautiful place.
",yes,,view review
Claudio Vergari,2019-06-08 07:47:31,2,0,"Just as expensive as much larger and more beautiful temples. The collection of stones has a nice backstory, but it is not that impressive. The bamboo forest has apparently been closed for months; maybe that would add to the value. The walk to get there.from the tram/train stations is beautiful. In my opinion, it is better to walk 15 more minutes uphill for a nicer temple.",no,,view review
Karel Buizer,2019-07-16 12:52:35,4,0,"Very tranquil experience. The 8000 statues are in a rather small area, but it is very well maintained and you really get a sense of history. The small bamboo path is also nice.",no,,view review
anerem sliti,2019-07-17 02:15:51,4,0,"There is a small bamboo forest and that was just gorgeous.



",yes,,view review
Thomas Wernisch,2019-08-11 01:43:28,3,0,Nothing special ...,no,,view review
Péter K.,2019-09-05 17:35:30,5,1,A bamboo forest without human traffic jam. Serenity and peace in a unique temlpe ground. The grave in the middle was one of its kind during my trip in Japan. The girls at the entrance were charming and helpfull. Real hospitality and kind people.,no,,view review
Yuri Okada,2019-09-24 23:41:48,5,0,Lovely little temple with a smaller but also less crowded bamboo grove and lots to see and discover!,no,,view review
Оля Богданова,2019-10-09 10:01:07,5,0,"Amazing place, you have to walk a bit to get there, but it's worth it.
Also very quiet and not a lot of people.",no,,view review
rafael h,2019-10-13 19:51:29,5,0,good temple,no,,view review
Kukku Channel,2019-10-27 10:39:34,5,0,"Very old places , have a good story
",yes,,view review
Aloha nui mau loa,2019-10-29 08:03:47,4,0,"This place is splendid. Peaceful, moss filled gardens, both Japanese and Indian influences. Wonderful tribute to unknown dead as well. The bamboo path is awesome.",no,,view review
Rachel,2019-10-30 08:57:05,5,2,"A beautifully pathed, quiet and unique place to walk around. There's an admission fee of ¥500 for adults, and ¥400 for children.

Do take note not to take any pictures of the Buddhas, and be respectful and mindful of the place as it is a very sacred temple, where souls lay to rest.

Aside from that, it has a mini bamboo forest that's really great too - avoiding the crowd at the actual Arashiyama Bamboo Forest, this Bamboo walk is even better since there's little to nobody there. Result? Beautiful pictures without tourists!




",yes,,view review
KL Property Listings,2019-11-06 10:14:17,5,0,Good old story been told by our Trisaw Man. A sacred place which is a must to visit for those who seek spiritual peace,no,,view review
David Mason,2019-11-06 23:13:18,5,0,"This temple stands out among many as being a truly moving experience. It's a long way out, requiring quite a walk to reach, but it is worth it to walk amongst the statues and know that those who have passed away young or without family are still remembered.




",yes,,view review
Clarine Chai,2019-11-08 06:00:56,5,0,Lovely temple with bamboo groove at the back . Stones are interesting .,no,,view review
Masayo Sakurai,2019-11-12 21:01:38,4,0,"Less people than Arashiyama area, bamboo path is short but beautiful

",yes,,view review
Salem Al-Waqdani,2019-11-18 05:53:45,5,0,Awesome place,no,,view review
Luc,2019-11-30 10:45:10,3,0,"Worth a visit if you are close by but maybe not if you're in the city center (a bit far away, only one bus to go there).",no,,view review
Jordi M,2019-12-01 07:00:41,1,0,"Not worth it for 500 yen! Just stones and a mini bamboo zone.
",yes,,view review
Natalie “Naty” Baron,2019-12-20 03:25:19,5,1,"This place is amazing because is not full with tourists (at least not yet and because it is a long walk) we visited in fall and the trees are gorgeous. There are many little statues dedicated to the souls of the dead. It is really peaceful and beautiful place, also there is a bamboo grove with spectacular views. It is worth visiting, around the area there are artisan shops where you can find unique things.",no,,view review
Shaun S,2019-12-30 01:29:30,5,0,"Worth the visit, has a bamboo grove without the crowds of tourists










",yes,,view review
Kai Nagayama,2020-02-08 04:51:35,5,0,"Very peaceful place, with a beautiful little bamboo forest. The admission fee is 500 JPY per person. If you come in August, they have an event called Sentokuyou where thousands of the Jizo statues will be lit up with candles. I am for sure coming back here again for it!
",yes,,view review
Jessica Campos,2020-02-08 23:42:02,5,0,Awesome place. It was an incredible experience.,no,,view review
Dani,2020-02-20 10:01:05,5,0,"Beautiful, different and far from the crowds. I highly recommend it.


",yes,,view review
Jon Chamberlain,2020-02-21 03:33:19,5,1,"Beautiful, secluded, surreal.















",yes,,view review
Anne Non,2020-03-06 10:56:22,5,0,Absolutely amazing.,no,,view review
Hermann Cieur,2020-03-10 22:34:56,4,0,"A hidden gem! If you're looking for an alternative for tourist (traps) of the bamboo grove, come here.

Although much smaller, this very beautiful path of bamboos is not crowded. It will leave you with a much greater sense of intimacy... Something that is pure gold when traveling right? It lies just before a cemetery which could also interest more than one. Definitely worth the detour if you have the energy and the time!
",yes,,view review
C. Whagen,2020-03-16 00:38:51,2,2,This place is far apart from the other shrines and not worth it to walk this way. Sorry,no,,view review
Rémy LEROY,2020-04-02 06:12:36,4,0,Great place,no,,view review
Andrea Cosimo,2020-08-10 04:44:13,4,0,Silent atmosphere with so many Stone Budda.,no,,view review
Nippon Bōken,2020-09-24 01:23:15,4,0,"As you all know about this location I believe , this is were 100hundreds of people were buried and left with so many statues, one among the famous location and this location has a good view being a graveyard

















",yes,,view review
Kristin P,2020-10-14 06:02:48,5,0,"This temple is a bit off the main path, but is well worth the visit to be able to get alone time and pictures of the bamboo forest. If arriving right at 9:00, you will have the entire temple to yourself. While small, it makes up for it with its history and scenic views.",no,,view review
Jon Salz,2020-11-19 05:49:22,5,0,"incredibly beautiful in autumn, and mercifully away from the crowds",no,,view review
Hiroki Kobayashi,2020-11-22 13:35:33,5,0,"Well preserved atmosphere, tranquil place. You’ll feel what has been delivered from ancient India. Highly recommend!


















",yes,,view review
Gatelyn Kiffe,2021-01-09 21:53:06,3,0,"Great for pictures. Not much to see unless you are familiar with the history of stone graves. At the top of the bamboo walk, there is another graveyard that is not accessible to the public. Just saying... Be respectful. There is also a fountain that if you walk around it clockwise it will absorb your bad energy.",no,,view review
Richard E,2021-01-27 14:51:20,5,3,"Beautiful smaller Temple with a smaller version of the bamboo Forest. It's not as famous as other temples close by, but it has a lot of historical value, if history is of interest in your exploration of Kyoto. A lot of these stacked stones actually are ancient burial stones. In ancient times people who had no families or money, the temple grounds would be used to leave dead family and people in the forest to become one with nature.  As Japan became more organized the shogun's basically asked the temples to not just leave people laying around decintagrating and to do something with the bodies. Not knowing who many were. Symbolic stones to honour the dead were made, which is what all these stacked stones symbolize. There is more to it then that, I recommend finding a guide and exploring this small temple with a large history. When I was there....there was only one other person walking around, and some monks.
",yes,,view review
Annie Sobol,2021-04-05 11:31:02,5,3,"Beautiful temple to visit away from the hustle and bustle of the city. Parking is available for ¥500 right next to the location. If you didn’t get to see the bamboo forest in Kyoto - this is an excellent option and no crowds.


",yes,,view review
NA-GO channel,2021-12-07 13:09:23,4,1," Kyoto autumn leaves tour🍁
I was surprised that the autumn leaves were more beautiful than I thought! ️
The contrast of red, green and yellow in a unique space is wonderful✨
I'm fascinated 🎵
The precincts are not large, but the scenery changes variously depending on the viewing angle and is full of highlights.
Why don't you visit when you take a walk in Arashiyama?

",yes,Japanese,view review
