Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Peder Van Loewe,2017-07-09 07:19:43,5,1,"Has a Stupa type structure within the complex.



",yes,,view review
Louise K,2017-10-07 03:49:46,4,0,"If you visit Mibu-dera at the right time of year you can see the ancient Kyōgen theatre form. The actors perform silently, wearing masks, and accompanied by flute an  drum. Tickets are currently ¥800 for an adult.",no,,view review
サント船長,2018-01-04 19:32:00,3,10," ""Let's walk through the Restoration at the end of the Tokugawa period, 150 years after the restoration of Imperial rule""

It's my hometown! my HN
It's Santo Serizawa Kamo ^_^
A famous temple in this area,
If the Shinsengumi doesn't come here,
It's a sad temple,
There is Mibu Kyogen, but this is a once-a-year performance.
Mibu-dera Temple is famous, but the chief priest here is a businessman, and he is involved in various things, such as apartments, nursery schools, nursing homes, and parking lots on the premises? Are you also running
As soon as the NHK historical drama Shinsengumi started, Mibuzuka became charged.

",yes,Japanese,view review
Hsi Hua Huang,2018-02-04 10:55:38,5,1," A place famous for ""Shinsengumi"", a temple rich in history. This is also one of the popular places for the Kyoto Setsubun Festival. The 2/2~4 event lasts for 3 days and is very lively. If you come to Kyoto in February, you must arrange a time to participate.

",yes,Chinese,view review
kinta 914,2018-05-06 22:05:50,4,1," It's a very thankful place as a temple. However, since there is a connection with the Shinsengumi, is it a recent trend? I can't deny the feeling that I'm pandering to...

",yes,Japanese,view review
raina&jelly,2018-05-27 04:57:53,3,0,"The Hundred-Buddha-Tower looked awesome. Other than that, nothing special.
",yes,,view review
Mikko Sinisalo,2018-07-24 02:49:21,5,0,A silent but still very interesting temple not so far feom city center.,no,,view review
"K, takekawa",2019-01-02 06:02:16,5,5," The location is easy to find from the bus stop! ️ The world of Shinsengumi spreads out from the place where you cross the railroad crossing from the bus stop! ️ If you like Shinsengumi, you will be satisfied! ️ The precincts of the temple are also quite wide! ️ You can also get a red stamp.

",yes,Japanese,view review
610 nami,2019-01-24 00:24:29,4,2," It is a temple associated with the Shinsengumi.
It is also famous for the grave towers of the Shinsengumi members enshrined in the Mibuzuka mound on the grounds.
The precincts are very beautiful and there are many photo points. There are also many souvenirs related to the Shinsengumi.
Once a year, a commemorative red stamp book is released, and there are many items that are irresistible for Shinsengumi fans, such as those with a sword design.

",yes,Japanese,view review
Camry 2104,2019-02-03 10:19:07,5,2," Be sure to visit Mibu-dera Temple on Setsubun. First of all, you will be overwhelmed by the amount of roasting sold on the approach and everywhere in the precincts. The hoboku, which is dedicated with the wishes of good men and women, is broken at Mibu Kyogen's 'hobokuwari' in April and October. Mibu Kyogen is an important intangible folk cultural asset, and ""Setsubun"" is performed on Setsubun. I stood in line for an hour to watch it, but the person sitting next to me had come from Tokyo to watch this.
Yamabushi kneading memorial service is also worth seeing. After the dialogue between Benkei and Togashi in the kabuki kanjincho, the yamabushi actually shoots an arrow. It's quite thrilling to jump over a large crowd and fly an arrow to the roof. After that, the Ogoma prayer is held, and the precincts are enveloped in smoke and ash. Ashes will fall on your clothes, so it is better not to wear important clothes.
Of course, you can also see the historic sites of the Shinsengumi, so you can spend quite a long time.

",yes,Japanese,view review
