Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
charle ti2c,2016-12-18 15:09:31,3,0,"Snapshot of short traditional shows depending on the season.
Good for the value though.
The building is beautiful but not the stage and lights.
You can take free pictures at the end of the 50 min presentation with some maikos.



",yes,,view review
Luke Phang,2017-04-10 12:22:22,3,0,"We wanted to go to Gion Corner specifically to catch their geisha shows. While we did spot a few geisha on the streets, the performance was not what we had in mind. Cultural, yes, but value wise, not really. The tickets cost around 25 USD and featured different performances that is supposed to capture the Japanese culture. It's informative and eye-opening, but it was something that I cannot appreciate, sadly. There was one segment where the people were purposely singing off tune and because the show is in Japanese, we didn't understand the dialogue either. But if you want to see how Japanese traditional performances are like, you should check this out.


",yes,,view review
Damian Zapart,2017-04-14 12:44:20,5,0,"Very old and traditional architecture of streets and okiyas. On the evening you have a chance to see a true geisha!


",yes,,view review
Shweta Shanbhag,2017-06-20 13:32:42,3,0,"Good place to get a peek into Japanese culture.. However the show was a bit boring


",yes,,view review
Andreea C,2017-07-13 02:09:55,5,2,"This easy introduction into Japanese artistic expression was the perfect pre dinner entertainment. For a reasonable price ( 2500 yen) you get one hour of dancing, music and theatre with added bonus of seeing a tea ceremony and some live ikebana. The wait for tickets is not long, but being there early ( the ticket booth opens  at 17.30 for same day shows) gives you a better seat as it's first come, first serve.
",yes,,view review
Faye Guidry,2017-07-19 12:06:39,4,1,"Great performances. A good intro to various Japanese arts. It goes fast at times so pay attention! Also, it seems it is very popular with foreign tourists, so if you're looking for a quiet and respectful audience to watch a show with you, you'd better find a more exclusive performance. The row behind us laughed inappropriately, and talked during nearly all of the performances. I felt bad for the performers and musicians who obviously put a lot of time into practicing for their shows.

If you don't mind noisy tourists, come see this show!",no,,view review
Russell Miln,2017-07-20 12:32:19,2,1,"Reminds me why cultural rarely means entertaining.  Lack of tiers makes it hard to see. Tea ceremony, harps, flower arranging, orchestral performance, comedy show, geisha dance and puppet show all in one hour. Not bad performances(they were evidently highly skilled) but not my cup of tea.",no,,view review
Andrew L,2017-07-22 11:39:49,5,1,"There is two 1 hr shows, one at 6pm and the other at 7:30pm. Ticket booth will open at 5:30pm. Ticket price at 3150 yen.

A fantastic opportunity to learn about Japanese traditional art form: tea ceremony, flow arrangement, zither, court music, comedy play, geisha dance & puppet show.





",yes,,view review
catrina caira,2017-07-31 02:48:44,4,0,Great show. Only challenge is that the tea ceremony is difficult to watch h if you want to see the ikebana demonstration. You have to pick one you can't see both. Great English support. Great selection of Japanese culture.  Amazing dancing and performances. Good location.,no,,view review
Dan Marlow,2017-09-05 13:16:25,4,0,"Really great performance but hard to see. Either the stage needs raising or tiered seats need installing.



",yes,,view review
Samuel Goldstein,2017-09-24 05:07:36,2,1,"How much you will enjoy this attraction, certainly depends how much you have seen of Japan. Besides from architecture, the Geishas mighr be the only reason to come here,and they are rare and a bit unfortunate to have so many tourists coming running after them to take photos... Maybe going there at night will be the best. You might not see a Geisha, but the lights are beautiful",no,,view review
Chandni Patel,2017-11-01 06:35:50,2,2,"Not my “cup” of tea, pun intended!
The show is simple and felt more like a “tourist trap” for the price and quality of entertainment.  We were curious to learn about Japanese performance art so we thought to check it out.  The geisha segment is short and super simple. The harpists in the beginning was unique to see. The acts are short so you can observe different art forms quickly. My husband rates the whole show one star.",no,,view review
Aaron,2017-11-08 10:01:09,3,0,"An interesting snapshot and summary of the Japanese culture! Definitely not something for everyone as it's slow at times but you'd love it if you're into Japan.
",yes,,view review
Stephanie C,2017-11-22 21:30:14,3,0,"All in all, it’s not so bad for someone who’s not very familiar with Japanese culture outside of anime. But if you are, you might want to find something elsewhere.

Positives: This affordable show is great for those wanting a taste of Japanese entertainment without prior knowledge. It’s welcoming to foreigners and doesn’t feel exclusive or snooty, and it’s in a digestible serving of only 50 minutes.

Negatives: Unfortunately the price you pay for that is a bit steep for anyone who doesn’t normally do tourist traps. They sell too many tickets so people have to stand in the back. There are about 5 different art forms presented during this time with English narration that provides the history of the art, but not the story of the performance (you have to read in the pamphlet for that—when you’re tired from a long day of exploring Kyoto you don’t want to read).

",yes,,view review
Travel Matters,2017-12-13 11:15:16,4,0,"Gives you the old Kyoto feels.  There are fancy restaurants around and if you are early,  you can see Geisha passing by on their way to the show.


",yes,,view review
Hien Ngo,2018-03-04 08:32:52,3,0,"Not easy to get a maiko dance ticket as the show happens only few times per week. Besides the area will be closed after 6pm.





",yes,,view review
Juliano de Oliveira Silveira,2018-03-11 12:15:45,5,0,"Great experience to walk on the traditional looking streets. Lots of tourists and locals dressed in traditional clothes add to the atmosphere. There are lots of restaurants and cafes around. Take a chance at a random alley and you may be surprised - in a good way. Lots of shops around too. Very good for every type of traveler, from the lonely to the family.",no,,view review
Anne Richardson,2018-03-15 15:29:45,5,3,"A great way to experience a number of traditional Japanese arts in one event. The program isn't too long and it's best to arrive early to get the best seating. Especially enjoyed seeing the geisha dance, without an exorbitant fee. Very much worth a visit when travelling to Kyoto!




",yes,,view review
alyssa dueck,2018-03-16 11:13:42,5,2,"Beautiful area full of history and stunning buildings. The area was absolutely packed with tourists but we were still very happy that we chose to visit. Several tourists dressed in Kimonos and a few genuine Geisha's in the area which was fun and interesting to see. Several small restaurants however the prices are somewhat higher due to the location! Would recommend if you're looking for an interesting stroll.



",yes,,view review
Ham Crystal,2018-03-29 15:51:15,5,0,"We come here to see geisha! We did actually paid to watch an hour show which began with teaceromy and various traditional Japanese theatre art and geisha dance! A place to understand more about Japanese cultural performance art in Kyoto







",yes,,view review
Martine Svendsen-Gangmark,2018-04-01 11:29:30,2,0,"Nice place to go if you want to experience a cultural Japanese show with geishas. The show was however not very entertaining or engaging. I do not recommend bringing children.
The sound was not so good and the venue was not the best. Recommend to use the restroom in advance as they where not clean.

The show was sold out so be early if you don’t want to stand.",no,,view review
Estelle NEVO,2018-04-09 10:36:45,5,0,"This performance is great to get an introduction to various traditional Japanese arts (no matter whether you like it or not): tea ceremony, flower  arrangement, music,  geisha or maiko dance, kiogen theatre and puppet show. It is very short, so even if some parts may be a bit difficult to follow for children, they should be fine.",no,,view review
Ahmed Ali,2018-04-11 15:37:34,3,0,"Walked there 40 minutes feom kyoto station to see the traditional Geisha's and have only seen one and it was inside of a cab. Some nice shops there many english speaks and maaaaannyy foreigners.



",yes,,view review
Bruno Schwizer,2018-04-15 01:28:03,4,1,"Went here for the 10 minutes show for about $15/person.  Was a nice performance.  Don't have much basis for comparison.  2 Geisha dance in front of a room full of people.  Its kind of nice if you happen to catch it since it's relatively quick performance in case your not sure if you want to see a longer show.

",yes,,view review
DrumMachine Tanim,2018-04-15 06:01:59,5,0,"Lots of restaurants and shops. The center has exhibition and performances. There is cafe Inside and a very beautiful garden inside as well



",yes,,view review
Leigh Strong,2018-04-17 21:30:10,5,0,"Beautiful and traditional area that gives you a real sense of historical Japan, especially when seeing geisha on their way to various engagements. The area is extremely well kept and clean. Very popular amongst tourists but absolutely worth the visit for the performances, tea rooms and multitude of merchants.






",yes,,view review
Imani,2018-05-07 08:33:06,5,1,"Ive lived in Japan for 2 years now and I can say this was one of my favorite experiences here so far. It is a great quick taste of many different types of traditional Japanese arts. I wish the show was longer because many parts felt rushed. But the highlight was definitely the Maiko dance, something that can not be seen very often. Her grace took my breath away. The entire area is beautiful and we saw 2 other make walking down the streets being followed by a hoard of tourists. Just be sure to always be polite and let them work
",yes,,view review
Lauren O'Hare,2018-05-31 15:02:43,4,0,Walked by jusr before the last evening show and it was great; getting to see a range of Japanese culture in just over an hour (plus some souvenir shopping) was amazing. Although stepped seating would make it a lot easier to see the stage over the people sitting in front.,no,,view review
S W,2018-06-29 11:44:01,4,0,"Very nice to see so much Japanese culture in an hour show!   It was a great experience.  There was a small tea ceremony, flower arrangement, songs, dancing, plays and puppets!  Good overview of all of the different shows Japan has to offer.
",yes,,view review
