Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Thiago Campagnol,2015-03-31 07:37:32,5,0,The most beautiful Cherry Blossom's spot I've seem in Kyoto up to now. I strong recommend this fabulous place,no,,view review
Bingshiun Huang,2016-04-02 06:35:59,5,0,One of the best choices for cherry blossom season,no,,view review
Shan M Queenie L,2016-04-07 09:13:17,5,0,An excellent place for cherry blossom trees!,no,,view review
Blue Effect,2016-04-24 13:37:24,5,1,Quiet place with Natural Garden. Cherry trees lilies and orange tree. Nice,no,,view review
まきまき,2016-05-03 07:04:38,3,0,BP,no,,view review
Trans-word plus TGM,2016-07-17 15:30:06,2,0,The shrine itself is nice to visit with nice structure made of Kasuga style. Best to vist early in the morning for cherry blossom viewing. It was too crowded and noisy in cherry blossom season and a man who works here was nasty and very rude. if you try to stick aroundafter closing time he gets very angry so be careful not to ruin your day.,no,,view review
Jamie Matthews,2017-04-06 15:21:49,4,1,"Pretty shrine we stumbled upon when we roamed the streets during the cherry blossom festival. It was a very peaceful spot to chill and snap some photos










",yes,,view review
Masaki,2018-01-19 01:57:12,5,0,This is a great shrine!,no,,view review
Hien Ngo,2018-03-04 09:09:56,4,0,"Within walking distance from Kinkakuji but its surprisingly peaceful.





",yes,,view review
Phoebe,2018-03-27 09:05:27,5,1,"Here in late March 2018... completely enveloped in white & pink blossoms !!! Absolutely magical !




",yes,,view review
Yu-Jung Hsiao,2018-03-28 15:02:34,5,0,"Overwhelmed by cherry blossom! (2018.03.28)





",yes,,view review
Mukti Rijal,2018-03-31 00:45:18,5,0,"One of my favorite place for sakura viewing in Kyoto!!

",yes,,view review
kazumi miyazaki,2018-03-31 23:00:19,5,0,It is beautiful Sakura place,no,,view review
Ahmed Hamade,2018-04-01 04:27:17,5,0,Beautiful place to see the locals enjoying the cherry blossoms,no,,view review
Adrian J. Lee,2018-04-01 06:31:28,3,0,Lot of Sakura but a bit messy.,no,,view review
Owasiul Islam,2018-04-09 09:42:37,3,0,"For BBQ you can only get the cooker but not good!
",yes,,view review
Jack Mizrakli,2018-04-09 11:46:42,4,0,Beautiful cherry blossom.,no,,view review
Quendi Cala,2018-04-11 08:04:04,3,0,2018/4/11 Sakura had withered.,no,,view review
Matthew Chan,2018-04-13 17:59:17,5,0,"Excellent place to watch sakura in Kyoto, many oldest sakura tree

",yes,,view review
Lucinda Lee,2018-04-21 14:44:47,5,1,"The Sakura here is spectacular!!! A must-go spot in the Sakura season. Recommend to everyone who wants to enjoy nice view of Sakura and tgt with diverse choices of food;)




",yes,,view review
Svenja Abel,2018-06-05 15:38:19,4,0,"It's a smaller area then Kitano Tenman-gu for example and actually I found it by accident. Still a pretty place. If you're around you should take a look. I was there in May so there were no cherry blossoms anymore but the many trees make it look pretty in summer too




",yes,,view review
Petry Purenia,2018-07-02 14:52:41,4,0,Clean and good place to vist and pray,no,,view review
M,2018-09-17 08:44:25,3,0,"Unfortunately this neighbourhood shrine has been badly damaged by cyclone Jebi,a pity

",yes,,view review
Ian Gore,2019-02-21 06:46:03,3,0,"It was a pretty, but out of cherry blossom season it is pretty dead looking. The is also damage that is still being repaired as of writing.




",yes,,view review
Jasper van Laanen,2019-04-04 01:27:12,5,1,Chance discovery on the way back from Kikaku-ji. It's a 10 min weekly and is the best place to view cherry blossoms that I've come across in Kyoto. The Cherry garden is full of great trees. Beautiful old shrine too.,no,,view review
Yueh-Chiao Yeh,2019-04-06 05:02:00,5,0,"Wonderful place with cherry blossom
























",yes,,view review
Abhishek Bhattacharya,2019-04-12 23:59:27,3,0,"Very friendly temple staff. Very english-friendly too! They have a nice Flower Oracle machine in English as well. In the evenings, there are small food shops all over the park.





",yes,,view review
Prashanth Athreya,2019-04-14 07:31:46,4,1,Lovely area for seeing cherry blossoms. The only issue was that the area was converted into a food / restaurant market and that made it too crowded. There were food stands or dining areas everywhere. The shrine itself is nice.,no,,view review
Lazuardi Lie,2019-04-15 11:08:47,4,0,Nice cherry blossom,no,,view review
Adam,2019-04-19 08:16:26,3,0,"Interesting place in Kyoto. Be sure to send a prayer to the tree god for a blessing! 😉 Also, if you lost a tooth while you were there, I found it on the ground. It's still there where you left it!

",yes,,view review
Grigori Grigoryan,2019-04-25 06:59:20,5,0,Very beautiful place,no,,view review
Chee Kwan Poh,2019-05-03 02:23:39,4,0,"full of tourists due to sakura season.
",yes,,view review
Alessandro de Bellegarde,2019-05-15 00:34:14,5,1,"Beautiful during cherry blossom viewing
",yes,,view review
J. D,2019-05-17 13:20:32,5,0,"Cool





",yes,,view review
Optimus Prime,2019-05-21 13:07:28,5,0,Amazing place to visit. Suggest to come,no,,view review
Yuri Fernandes,2019-06-18 00:13:25,5,0,"Beautiful shrine - off “traditional” circuit but deserves a visit.






",yes,,view review
Shackie Caccam,2019-07-22 05:44:15,5,0,"We were supposed to go to the Fushimi inari shrine and mistook this place for it since there is a torii gate outside. It was a serendipitous mistake though, because this place in itself is also very beautiful. It has 500 cherry trees with 40 species. Try going from March to April (there's  a festival then) for the cherry flowers to be in full bloom.


",yes,,view review
Mark Aidan,2019-07-22 20:51:02,5,1,"Great viewing at cherry blossom time and not too crowded.  An interesting place to wander about.







",yes,,view review
Luigi Dorigatti,2019-07-28 11:14:21,4,0,"Great place to spend half an hour and take a couple of pictures. My friends say there is good lightening at night.


",yes,,view review
Hung-Chang Lin,2019-08-14 10:37:28,5,1,nice place to see cherry  blossoms,no,,view review
Daz Serebriany,2019-09-02 09:46:00,4,0,"Lovely gem, found it by accident but really like it.",no,,view review
Godwin Kpor,2019-09-07 13:53:05,5,1,Very nice,no,,view review
Lukasz K,2019-09-09 14:49:43,5,1,Nice temple.,no,,view review
