Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Jasmine B.,2016-05-17 23:47:42,5,0,"Great area for people watching and away from the madding crowd, yet see the bustling action across the river. Enjoy a matcha ice-cream or a Japanese snack from the little food stalls here lining the back of this area.",no,,view review
Rio Rinaldo,2016-10-27 04:39:30,3,0,"This park is a nice place to sit and enjoy the view of the river on the way to the main attractions at Arashiyama, the bamboo forest and Tenryu-ji.
",yes,,view review
Radhiyatam Mardhiyah,2016-11-12 23:59:59,5,1,"Perfect place to start your journey in Arashiyama! I can sit an hour in the bench doing nothing but admiring the beauty of nature. Be there as early as you can for a more peaceful morning experience. There's a toilet in the park but only japanese style one



",yes,,view review
Ashraf Shaikh,2016-11-23 23:52:54,5,0,"Very beautiful area, full of souvenir shops, beautiful views, and good food. Can go to the monkey park easily from here (as easily as you can climb several hundred meters up), and can get to the boat rides if you want. The bamboo path is also a short walk away.",no,,view review
Nick Kingston,2017-01-03 08:12:20,4,0,"Very nice area but can get crazy busy around holidays. The walk up to the monkeys is quite a hike but great views, and of course monkeys, once you get there.

",yes,,view review
JK,2017-01-17 12:16:41,4,0,"Great spot to view the river where you can also take a rest, grab a snack, or check out some souvenir  shops. Good choice for grabbing lunch between the monkey part and heading to the temples/bamboo forest. Can be incredibly crowded during the spring/fall rush.",no,,view review
KH Chan,2017-04-10 09:48:33,5,0,"Wonderful park, with beautiful sakura.


",yes,,view review
Rie Kromodisono,2017-04-23 11:53:43,5,0,"Definitely should visit this park while you are in Kyoto for Cerry Blossom

",yes,,view review
BY Ang,2017-04-24 14:30:56,3,0,"A peaceful place to enjoy the river view and to grab some snack from the stalls here for the journey ahead. Sakura trees line the river bank.
",yes,,view review
Aya Murakami,2017-06-17 02:23:23,4,2,"Probably one of the most popular/crowded spots in Kyoto, especially during spring and autumn seasons. But it's always nice to sit on the riverside, enjoy drinking or chatting with friends. You can enjoy the view as it is surrounded by the river and mountains, and you will find yourself at peace.


",yes,,view review
Brent Tan,2017-08-15 09:54:32,5,0,"Lovely area!. A must go to place. Nice & quiet ambience







",yes,,view review
