Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Taro Yamada,2013-05-05 10:57:24,4,0,"My most favorite place in Kyoto. At any season, you can feel the serene atmosphere.",no,,view review
Sam Marginson,2014-04-20 04:01:25,5,0,"such a beautiful, relaxing place.  The nicest place I found during my admittedly very short stay in Kyoto",no,,view review
Lek Bangbon,2014-11-26 06:11:50,5,0,very beauty.,no,,view review
Teri Tai,2015-11-13 06:43:04,5,0,Small but very elegant!!!,no,,view review
Vincent BOUCHIAT,2016-07-10 08:51:30,5,0,Beautiful view from the wooden platform  in May when azalea blooms on top of Nicely groomed bubble like trees,no,,view review
Trans-word plus TGM,2016-07-25 10:24:21,4,0,Shisenso Temple  詩仙堂  Neat Garden can be viewed in here.,no,,view review
Komsith D,2017-03-11 03:07:21,5,0,"Goodd

",yes,,view review
Ceci W,2017-07-04 03:51:52,5,0,"Tiny but so relaxing.
",yes,,view review
Hellyeah_999,2017-08-29 07:23:31,5,0,"Atmosphere, atmosphere and atmosphere! Visit here once during autumn, the maple trees are amazingly beautiful. Unlike other famous place in Kyoto, Shisen -do has its own unique atmosphere.",no,,view review
Thomas Brisco,2017-10-30 23:12:57,4,3,"A little tough to get to, and the quiet entrance is easy to miss; the persistent traveler will be rewarded with one of Kyoto's most serene gardens. Good weather will allow you to walk around the garden, and contemplate to the sounds of trickling water or the wind in the bamboo. No interior photography is allowed, but the real highlights are outside (where photography is allowed)",no,,view review
dutsadee Israngkura,2018-01-10 14:18:00,5,0,Peaceful mind,no,,view review
Yosuke Suzuki,2018-05-01 10:28:27,5,0,Very quiet and cozy little temple in the north east of Kyoto. Highly recommended for those who love the zen feeling in serene atmosphere.,no,,view review
Jon Molle,2018-10-16 04:00:23,5,2,"Such a peaceful place, worth the price of admission any season I'm sure. We stumbled across it on our way to another temple and were so happy to have found it. I only wish they had larger slippers for the garden.",no,,view review
An-Rong Syue,2018-12-01 08:04:51,5,0,"Love this beautiful place, the view, and the well-maintained garden. It’s my second visit.
",yes,,view review
cary chong,2018-12-07 13:26:33,5,1,"Beautiful place to sit and be still, enjoyed the peaceful place and took some beautiful pictures.



",yes,,view review
Maple Tree,2019-03-06 00:31:53,5,0,Worth going,no,,view review
Mike Salter,2019-03-23 19:30:39,5,1,"A beautiful, elegant and very peaceful temple.













",yes,,view review
Spenser Williams,2019-05-07 02:35:35,5,1,"Forget going to all of the temples near the city center. If you truly want to get away and experience a temple away from the crowds, this is one of the best places to go. It's peaceful and has a beautiful garden to walk through. It's worth the extra time!",no,,view review
Leonardo Crespim,2019-06-27 10:44:14,5,0,"Peacefully temple, with a beautiful small garden. Great for meditation and refreshing body and mind.",no,,view review
Mark LaRoux,2019-07-09 21:26:11,5,0,Beautiful,no,,view review
