Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
miyako tabi,2015-12-04 05:03:29,5,0," Autumn leaf viewing I thought I wouldn't be able to do it this year. I came here by chance. It was beautiful. Beautiful enough to forget the way home. It is also recommended to sit in the garden slowly.

",no,Japanese,view review
Kan Kankan,2016-09-20 14:17:13,4,2," The autumn leaves are so beautiful that it makes you cry.
It's a small temple, but I definitely want to visit it in autumn.
I would like to remember that Ashikaga Yoshiakira, the second shogun of Ashikaga, and Konanko, Masatsura Kusunoki, are buried side by side, transcending the mercy of both sides.

",no,Japanese,view review
Wa Hou Tai,2016-12-08 00:21:15,4,0," A beautiful red leaf garden, small and exquisite.

",yes,Chinese,view review
酒井久幸,2017-04-20 06:24:52,5,0,"If you want to calm down and watch the autumn leaves, houkyouin temple is the best.
",yes,,view review
Haruna Kimura,2017-04-30 00:51:02,4,0," When I opened the small door, I was impressed by the very large garden. It was a very nice garden with few people and a relaxing time!

",yes,Japanese,view review
Srong Hsu,2017-12-09 17:23:26,5,0," Red maple love. So beautiful!

",yes,Chinese,view review
Jeff Lin,2017-12-16 14:05:52,4,0," There is the first mound of Kokusao (Kuzuki Masahiro) and the tomb of Ashikaga Yoshikan, the second generation general of the Muromachi shogunate

",yes,Chinese,view review
Shimao M,2018-12-28 02:49:46,5,0," A miniature garden of the beauty of autumn leaves in Kyoto
The brightly colored autumn leaves of more than 3 colors on a narrow path seem to spread the autumn in the sky when you look up. Cameras and tripods are kept at the entrance.
No matter how many times you go around, you can't miss this place for autumn leaves viewing
I recommend bringing a compact camera with camera shake correction that has a mode that allows you to capture people's faces well even if you take a picture of a person facing the autumn leaves that can be seen in the back from a dark room, but nowadays everything is possible including smartphones
If you don't practice, you may have to wait in line to shoot, so it's better to call it a preview.

",no,Japanese,view review
Sakura M.Y,2019-01-14 08:09:18,4,0," A hidden autumnal spot in Arashiyama. The rickshaw man will guide you here. The circuit garden is lovely.

I was surprised that the red stamp was a stamp. I wanted you to tell me when I deposited it. Is it because it's busy season?

If you are particular about writing with a brush, it is better to check in advance whether it is a stamp or not.

",yes,Japanese,view review
yuki yoroshi,2019-03-05 01:12:27,5,4," A temple of the Rinzai sect in Sagano, Kyoto.
This temple, which has a reputation for the beauty of autumn leaves, has been introduced many times in media such as TV, magazines, and books. Pictures of gardens are often used in jigsaw puzzles and calendars. In addition, even outside the fall foliage season, seasonal flowers bloom and you can enjoy the tasteful garden.
Hokyo-in Temple was built during the Heian period as an imperial temple of Emperor Shirakawa (1053-1129). Chokuganji refers to temples built by imperial decree to protect the nation and provide peace of the body, such as Todaiji, Daianji, and Yakushiji.

Hokyo-in was not called 'Hokyo-in' from the time it was built, but was originally called 'Zenyu-ji.' From the end of the Heian period to the Kamakura period, several generations of members of the imperial family entered the temple and became chief priests.

During the period of the Northern and Southern Courts (1345-1350), Mokuan Shuyu Zenji, a high-ranking disciple of Muso Kokushi, joined the temple and restored the declining temple. At this Zennyu-ji Temple, he actively educated his disciples, and since then it has become a temple of the Rinzai sect.

Yoshiakira Ashikaga, the second shogun of the Muromachi Shogunate, lost his mother in 1365. At the memorial service, he listened to a lecture on the scriptures from Mokuan, and after participating in Zen meditation, he converted to Mokuan. Then, for his teacher's sake, he devoted himself to the maintenance of the monastery of Zennyu-ji Temple.

At that time, the main gate, temple gate, and Buddhist hall were built in a straight line from east to west. rice field. The location of the temple has not changed from its current location according to the ""Oei Kyunmeizu"" (a layout map of temples in the Saga area in the early Muromachi period).

In 1367, Yoshiakira died at the age of 38, and Zennyu-ji Temple became his family temple. In the era of Yoshimasa, the eighth shogun, the name of the temple was changed to Hokyo-in, after Yoshiakira's name, Hokyo-in. There were temple territories in Bitchu and Suo, and the temples were also prosperous thanks to the protection of successive generations of the Ashikaga shogunate. However, after the Onin War, temples declined along with the decline of the shogunate. This is because the temple estate was also embezzled, and it became economically difficult.

During the Edo period, Hokyo-in became a sub-temple of Tenryu-ji Temple, and the gate was located facing south, unlike today.
The temple was abandoned at the end of the Edo period, but was rebuilt after fifty years.

Mokuan became acquainted with Kusunoki Masatsura, a military commander of the Southern Court in Kawachi Province, and entrusted him with his affairs.

In the first month of 1348 (1348), Masayuki fought against a large army of the Northern Court led by Moronao Ko at the Battle of Shijonawate and died (at the age of 23). rice field. Later, when Yoshiakira heard this story from Mokuan, he praised Masayuki's character and asked him to be buried next to him.

In 1891 (Meiji 24), the governor of Kyoto, Kunimichi Kitagaki, regretted that the ruins of Konan (Masatsuyuki Kusunoki) were buried in secret, and in order to inform the world about this, he created a stone monument ""Kinchuhi"", which describes the origin of the burial mound for heads. ’ was built.

In order to protect the ruins related to Kusunoki Masayuki, Hokyo-in Temple was rebuilt as a temple to mourn for Kusunoki Masayuki's soul, by Takagi Ryuen Tenryu-ji Temple head chief and Kobe businessman Yoshitaro Kawasaki.

The old precincts were repurchased, and the temple was refurbished by building new buildings and relocating old buildings.

The construction was completed in 1916, and the wooden standing statue of the eleven-faced, thousand-armed Kanzeon Bodhisattva (left photo) was welcomed as the principal object of worship. After that, the tea room was relocated and the current main hall was newly built.

",yes,Japanese,view review
