Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Santosh Shrestha,2022-02-05 23:51:55,5,2,"Visited on 2019.
One of the most viewed photos while searching for Japans sight seeing.
The iconic building,shrines,Tori Gates are beautiful architectured.
It takes about 30-45min by walk to reach the top of the mountain.
Due to its tremendous history, Fushimi Inari Taisha is always crowded.











",yes,,view review
Alando Chia,2022-02-23 00:01:57,5,11,"This is a regal and exquisite  shrine. It should be called an Imperial Shrine due to the grandeur of its architectural. The tori gates are simply breathtaking. It winds and winds and you get the feeling while in the tori gates  tunnels  that you are heading toward an encounter  with the gods! Simply Wow!







",yes,,view review
Morgan Bayrasli,2022-04-09 13:26:42,5,59,"It lives up to thy hype!
Fushimi Inari Taisha is one of the most iconic spots in Japan and for good reason. This temple and hike is beautiful. Photos don’t do it justice.

The hike took my family about 80 minutes total. We had a 6 year old and a two year old with us and both did well with all the stairs. My two year old did need to be carried from time to time, but mostly going downhill. I would say this is definitely a child friendly activity.

The crowd levels were astonishingly lower than I expected. This lead to more time on the path alone and a more peaceful climb. **

I recommend bringing yen on the climb as there are plenty of places to buy bottle water, tea, and even ice cream at the view point.

This temple is easily assessable by train and is located just outside of the station.

**Disclaimer* My family and I went in spring of 2022 where Japan was still closed to tourist. If you are coming when the county is reopened be prepared for bigger crowds than I experienced



",yes,,view review
Anthony Michalski,2022-07-31 03:52:47,5,2,"Very cool shrine leading to the Tori gate area. Nice pictures and area to walk around. A few different gift shops in the area too. Train station right outside the shrine which is very convenient.

















































",yes,,view review
Van W.,2022-10-25 09:18:00,5,7,"This place is amazingly beautiful and shows how much Japanese people respect this shrine by looking at those thousands of gates. It's so cool. If you come to kyoto, this place is a must! I tried hiking up there just half way (the first loop). Let's say, it requires some good health to do so as it's up and down the hill. It was a good hike for the first loop taking around 1 hour and a half to do so. Good exercise!










































",yes,,view review
Arash Khosravi,2022-11-03 01:05:58,5,1,"The shrine gates are really a site to behold - the sheer number of them leading you up the mountain, each inscribed and with their distinct colouring.

The start of the trail is very busy and there are lots of people taking photos and selfies which is why I'd recommend heading a bit further up and if you have the energy, reaching the very top! It is a bit of work but probably about 40 mins to get to the top but there are different routes you can take to shorten the trip and stop at other points. We went at about 9:30 in the morning on a weekday and it was fairly busy but not too bad (no people traffic jams - only a rogue car as shown in my photos !)

The higher you get, the less people you encounter and the more views you'll see so lots of opportunities for pictures.

There are also lots of shrines, big and small, on the way which are well worth visiting on your journey. The stalls selling trinkets and food/drink are also worth stopping in, even if it's just to have a bit of a break!








",yes,,view review
Mads Petersen,2022-11-08 11:23:02,5,3,"Quite the experience and well worth it! The trek around the mountain is around 6km and goes up to 233m in height. Whenever going upwards, there’s usually stairs.
Not so many possibilities for views over the city, but there’s plenty to see and experience.
Also wild but cuddly cats. Warnings about wild boars and monkeys (don’t pet them!), but I didn’t see any.











",yes,,view review
Choverine,2022-11-10 01:12:16,5,1,"Amazing human achievement in building these throughout history. Come early as the crowd builds quickly. It’s almost impossible to find secluded areas to take pictures. People are nice and understand you want to take pictures though which is a great aspect of Japanese culture. Many tourists like myself to ask directions if you get lost.




















",yes,,view review
Ro Newcombe,2022-11-20 11:52:12,5,2,"Beautiful~ It is quite busy at the very beginning but the further you get up, the less and less people there are~ You can get all the photos you want further on. If you want to avoid the crowds, as with most places you have to go early. Also be aware that there are places you cannot take photos or videos. I saw a few tourists being asked to delete photos they took of on going ceremonies. Please be respectful~



",yes,,view review
Rohatash Chaudhary,2022-11-27 02:13:59,4,13,"The walk up the mountain through the Tori gates is wonderful, and getting up early to beat the crowds is definitely worthwhile. There are lots of brilliant photo opportunities, and getting there early lets you get the best photos of the iconic gates. There are a few different routes to take, so you can make your visit as long or short as you'd like. Getting to the top in the heat can get uncomfortable though.
Due to its tremendous history, this is mostly crowded place .
The colourful atmosphere here is so amazing looking attractive.









",yes,,view review
Taylor Miles,2022-12-11 03:36:34,5,1,"What a wonderful experience this was! I had read many blogs about how crowded Mount Inari gets which is also very true now that Japan is opening back up.
My recommendation is to get there when the sun rises (I arrived around 0700 on a Sunday) before the subway becomes congested. It also becomes quieter and less crowded as you ascend up the mountain.
There are plenty of photo opportunities along the way and the scenery is so peaceful. The entire hike took about 2.5 hours as I walk slowly and stop to see many sights.



",yes,,view review
Jesus-Daniel Gutierrez (JD),2022-12-13 18:17:29,5,3,"The shrine area is quite large and could take several hours to visit the most popular sites. It’s crowded most of the year. The best opportunities for pictures are very early during the day. This site is quite popular even with locals. Admission is free and the area is always open, although it could be difficult to hike the mountain trails after sunset. A must visit in Kyoto.














",yes,,view review
Maayan Dahan,2022-12-21 12:47:20,5,1,"Probably one of the reasons a tourist will visit Japan would be this place. With the countless red gate-like artifacts creating a maze, you can easily get lost both physically and emotionally as it is getting to you deep.

If it's too crowded you'll find it hard to take pictures but here's a trick- most people stop at the first points of the maze to take dozens of pictures (or more), just keep walking another few minutes and you'll find better spots less crowded and way quieter ^^

This is easily a spot for all types of tourists, from families and groups to hikers and backpackers ~ good for your social media and your experience ^^










",yes,,view review
Osama Baig,2022-12-22 15:34:04,5,11,"Such a surreal experience getting the chance to walk through the thousand gates. It fascinated me how well maintained these gates are! Walking and climbing up the stairs was quite the hike! So be sure to have a comfortable pair of shoes on you. it was also nice to enjoy snacks in the front side of the temple. Overall surreal experience walking through these gates in a Forrest, I would describe the experience as magical!



",yes,,view review
Tanuki,2022-12-23 12:33:07,5,2,"Nice in the day, creepy but still nice at night. I’ve been here 3 times and it’s still beautiful. Take a nice stroll up the hill as you walk past the torii gates. You can get better photos in the day but it’s cooler and emptier at night.

Free entry 24/7

Note: there are wild boars at night so be careful.


",yes,,view review
Karen Lapniten-Bosaing (karenkariana),2022-12-23 12:43:47,5,1,"Visited this place two days before Christmas.

We walked until Mt. Inari summit following the torii gates. You gotta follow the signs so you can maximize your hike up the mountain. There are several rest stops along the way and some souvenir shops, too.

This place is truly captivating!







",yes,,view review
Rifqi Riyanto,2022-12-29 12:54:45,5,1,"The Japanese shrine with lots of red gates. The complex has various attraction. Souvenirs, local street food, and shrine things can be found in many stalls around here. When you decided to go uphill for about hour, you can be rewarded with a view of Kyoto city from above. Be prepared for tourists, the more you go upstairs, the less people you may find.





",yes,,view review
Wee Khim Lee,2022-12-30 03:07:26,5,0,"Impressive even with the throngs of tourists. Definitely worth the full 2 hour hike through the entire shrine. Fascinating cultural and religious context be sure to read up before heading there and taking note of all the different sights. Was able to catch sight of people who were in temple in serious prayers with white robes priests at their sides. Street leading to main entrance was lined with stalls of food and souvenir.


",yes,,view review
Tracy Hang,2022-12-31 11:27:47,3,0,"Visited 12/31/22, and it was busy especially it being NYE. Crowded walking up to the top. Didn't stay long, we cut through the path where it had split and gone down the other route going back down. It would've been approx 40min of walking going all the way up with the flow of the crowd. Although most people don't actually go to the top according to my sister who has done the route before.






",yes,,view review
Mari,2023-01-07 11:26:21,5,0,"I visited the beautiful Fushimi Inari on Saturday morning (7am). There were some people around, but it was very quiet still. I could enjoy a slowly and peaceful walk to the top. Two hours later, when I was leaving, the main shrine was getting crowded and noisy.










",yes,,view review
Christopher Frey,2023-01-19 21:54:58,5,1,"It is a beautiful expansive complex. Luckily we went early right when Japan reopened and it was pretty empty. The shrine buildings themselves were nice but the trails make for a mystical hike. There are some nice views along the way. A must do for the tourist visiting Kyoto.



",yes,,view review
Foodtraveler _theworld,2023-01-26 01:55:58,5,7,"One of the top sightseeing/shrine in Japan where you should plan to visit. Best time would be April or November to enjoy spring or autumn leaves. Walk inside to see signature thousands of shrines dedicated to Inari, the Shinto god of rice and have some photos along this walkway.

The shrine can also be reached in a short walk from Fushimi Inari Station along the Keihan Main Line.






",yes,,view review
Cecilia Chung,2023-01-28 00:53:09,5,2,"If you could only see 1 thing in Kyoto, I'd recommend the Fushimi Inari Taisha. It is famous for its thousands of red gates that have been donated by believers, lined up as you go up the mountain.

There will be many other tourists trying to take nice photos on the gates. If you have time, hike up to the crossroads (about mid-way or 2/3 of the way), where there will be so few people, it will be much easier to take nice shots.

We went in January after a big snow period, and it was even more beautiful than when I went in the spring time. Snow adds a layer of magic to the place.

The shrine has 13 cats, apparently. We saw 3 of them, and they're friendly enough to be pet, but please respect them and their environment.

Before entering the mountain, there are a lot of stands for traditional snacks, and on the mountain you'll still find some from time to time.





",yes,,view review
Ronald Ewert,2023-02-03 08:38:13,5,1,"This is a must do while in Kyoto. If you like to hike go all the way up and make the circle. We aren’t temple people, but still a great experience and amazing city views!










",yes,,view review
セノウエプリンセス,2023-02-11 15:05:24,5,1,"Fushimi Inari Shrine is famous for it’s 10,000 gates but really there are over 32,000 gates and sub-gates called torii in Japanese. It is one of the most must visit sites in Kyoto.

It is very accessible if you will come by train. There are nearby coin parking as well. You can park for free on the main parking if you are going to worship.

It gets crowded even in weekdays. It’s difficult to take a good photo in the entrance because there are lots of people taking pictures as well.

There is a pond and rest area where you can have some tea time.

If you want to go to the mountain, you need to wear comfy shoes. There’s no rest room on top so you better empty your bladder before going up.

Unlike Kyoto’s other tourist attractions, there is no entrance fee.

It will be difficult if you have baby car so it is better to have a baby carrier instead.

Overall, it was a great experience going here.

























",yes,,view review
Angsophea Eng,2023-02-12 13:23:31,5,1,"Definitely one of the best exploration mysterious shrine I've ever been to. Upon entering, you'd have 1000 gods you can visit and pray to all around the mountain 🏔️. Beautiful temples and shrines everywhere along with friendly CATS everywhere on this mountain. Walking up the mountain through thousands of red gate is so beautiful and make the hiking much more fulfilling. You'd have alot of split ways to more shrine or ancient castle 🏯 up the mountain and the further you go, the more beautiful sacred lakes, scenery, forest and shrine you'd see and explore. You can go to the top of the mountain through 3 or so different ways and going down could also be done through a different way which is what made the mountain so masterious and enjoyable. They still open at night and the road will be escorted with night lights so it'll still be beautiful at night, just less crowded whereas in the morning and after, it'll be super full. 10/10 will come again to the very top and stay for the beautiful sunset or beautiful city light from atop.

























",yes,,view review
Sunny Ghosh,2023-02-13 20:41:47,5,0,"The best place to visit in Kyoto according to me. One needs a whole day to experience this place slowly and properly. It remains crowded. It’s a very long walk to the top of the hill. There are many local food stalls available. If you have a JR pass, then you can use it to travel by train but it depends in which hotel you are staying. Please wear a comfortable shoe to reach the top of the hill.













",yes,,view review
Gloria Coromandel,2023-02-21 06:18:19,5,3,"An easy place to get on the main bus route. We tried to leave early but didn't leave early enough 8.30am. We stopped for a coffee... Bad move coffee wise and crowd wise.
We ended up taking the side track up but came down the main track. The main track up was ridiculous with lots of people wanting to take photos on an already busy track. There was hardly anyone on the side track and we got to see some very traditional and unstaged shrines. I don't mean that to sound disrespectful,  they were just really raw and we got to feel the sacredness of them because there weren't herds of people. On the way down the crowds had evened out so you can see by the pics we managed to get some alone shots.














",yes,,view review
Arief Rahman Hasyim,2023-02-22 01:26:37,5,0,"The temple is very near to Inari station. If you want to go there, just take Nara line, only 2 stations from Kyoto station. And the location is perfectly in front of Inari station. It is a perfect spot to one of favorite landmark in Kyoto. And if you want to have a light trek, just follow the path. The gates is so many, that's why they call it Torii thousands gates.













",yes,,view review
