Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
John Liew,2015-11-11 07:50:53,5,0,This is a very amazing place to visit and you will be amazed with the beauty of autumn leaves in this place. Definitely worth a visit if you are visiting Kyoto.,no,,view review
Michael Smith,2016-07-09 09:37:56,5,0,Large groudns that easy to spend a couple of hours here. Peaceful and has the cute little creatures carved into the rocks.,no,,view review
Andrew Robbins,2016-08-02 10:41:22,5,0,"A little remote, but well worth the visit!  Also a few degrees cooler than Kyoto proper -- perfect for summer.",no,,view review
Richard Smittenaar,2016-09-03 13:11:28,5,2,"Prettiest temple garden of the many I've seen around Kyoto and, with visitors allowed to sit on the temple veranda, also actually able to appreciate the garden as it was intended. Very pleasantly surprised.",no,,view review
David Bekhor,2016-11-08 17:25:13,5,0,Beautiful temple just outside Kyoto a bus ride away. The gardens are stunning. Truly zen as not many tourist out there so you can really enjoy how peaceful it is. Definitely worth the trip.,no,,view review
Kevin Chen,2017-01-08 01:48:23,5,1,"A place full of history and quietness.


",yes,,view review
Kei Izawa,2017-01-21 04:42:07,5,0,"The road less traveled in terms of visiting Japanese temples.Away from the city center in Ohara you can find a very authentic peaceful temple. Meditate there and enjoy the moss covered gardens.




",yes,,view review
Gavin Zau,2017-02-04 06:32:33,5,0,Nice temple. They have small Buddha's statues that believes donate and place. The are over 10000 of them,no,,view review
KuanYu Huang,2017-02-16 02:36:09,5,0,"Beautiful place, feel peace .",no,,view review
Allen Wang,2017-07-30 08:23:17,5,1,"Although it takes a hour to reach. It is worthy. Such a quiet and nice place, I will come here in  fall.",no,,view review
Yawen Yu,2017-11-12 13:36:27,5,0,"A calm and beautiful place. It is not a very crowded sightseeing spot so that people can slow down their paces and relax here.









",yes,,view review
Paulus Lee,2018-04-16 09:06:21,5,0,"It is a very beautiful garden you shall not in Ohara.  It gives you a sense of chilling throughout the walk.




",yes,,view review
Jinsup Lim,2018-04-21 00:43:24,5,0,"The place is amazing to enjoy the nature. Not that much tourists are here, so you can enjoy the peacefulness. When you go there don't forget to try the tea with the pretty garden view! (Tea picture is attached.)




",yes,,view review
Yosuke Suzuki,2018-05-01 10:23:16,5,0,Nice and quiet temple nestled in mountains north of Kyoto. Really good getaway from crowds if you are bored with too many tourist in Kyoto city. Worth taking a bus for 30 minutes from the city I think.,no,,view review
chen tom (tom chen toys),2018-05-01 13:45:30,5,1,"Nice place is beautiful
",yes,,view review
Zen Mind Kyoto,2018-05-06 03:12:21,4,1,It was a special exhibition of Golden Fudo. Green moss also shone with glowing light.,no,,view review
Viola Lei,2018-05-30 01:43:24,5,1,"If you visit there in the morning, you could enjoy a basically crowd-free sanzen-in.


",yes,,view review
Joki W,2018-06-06 11:54:32,5,0,"Surreal garden, so beautiful.",no,,view review
Coffeesaxophonne,2018-07-01 14:59:55,5,0,"Easily accessible from Central Kyoto, serene and not crowded in June. The Hydrangea festival is a sight too see",no,,view review
