Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Yves Lehmann,2013-07-28 01:39:58,4,0,Actual English name is Jakko-in,no,,view review
piere Seo,2015-08-26 09:02:41,5,0,"It take 25~30 minute from Jakko in Temple to Ohara bus stop.
BUt, the temple is very silence. You find it cross the farm, and  village. Ohara's town is very kindful.
I was buy 'UME BO SI' in shop front the Jakko in Temple.
The gran mother is very kind.
Im happy so
i will go to the jakko in Temple",no,,view review
Michael Smith,2016-07-09 09:42:12,5,0,Great little temple and a pleasant walk through a small japanese village before you get here. Whilst not as spectacular as Sanzen on the West but still well worth the trip.,no,,view review
Gwendolyn Wong,2017-03-13 14:16:58,5,0,"Friendly staff, quiet surroundings, important Buddhist treasures on display in the little museum. Although the main architecture of the temple (including an ancient tree) was sadly destroyed by fire, a deep sense of reverence to the ""impermanence of life"" permeates throughout the complex. Worth the walk (a pastoral stroll) if you can afford the time.",no,,view review
Paulus Lee,2018-04-17 12:18:45,5,0,"If you are planning for a trip to Ohara, you shall have a stay to enjoy the tranquility of this garden.















",yes,,view review
chen tom (tom chen toys),2018-04-26 00:48:36,5,1,"Ok

",yes,,view review
Trans-word plus TGM,2018-09-11 15:06:09,5,2,"Jakko-in Temple is located in the north of Sanzen-in Temple across the other side of the river. The temple belongs to Tendai sect of Buddhism with a history of over 1600 years. It was developed as a temple served by nuns ( nunnery ). The origin of the establishment of the temple is the time when the very 1st emperor of Japan ( Shotoku Taishi ) decided to place a statue of Bosatsu to appease the spirit of his father in this place. The main object of worship in this temple is Rokumantai Jizo ( Jizo stature holding spirits of 60,000 ). Unfortunately the original form of this statue could not be remained after the fire accident in 2005. It is suspected that an arsonist set fire to the main hall of the temple. The entire structure of the main hall burned down to the ground. The statue was burned but it still remains its shape after the renovation with lacquer paint cover on its surface. The statue will be displayed just twice a year when they open their treasure hall to the public. The current statue is replication of Rokumantai Jizo. The temple also holds a historical connection with Heike Clan as it was depicted in the story of Heike. A woman serving at the temple kindly offers explanation at the main hall.

( Trans-word+ : TGM Kyoto Guide )",no,,view review
J Y,2018-11-08 14:58:38,5,3," It was a very quiet temple, and the atmosphere of the surrounding shops was also very good.
I like Jakko-in, which has a lot of maple trees and a refreshing feeling, and the atmosphere around it feels more like Kyoto than temples and shrines in Kyoto city (^-^)

A book of the Tale of the Heike that was in the treasure hall of Jakkoin Temple.
Being ignorant, I wondered if it was the real thing, so I asked the people at the temple, and they said it was a manuscript from the Edo period. That's right.
Still, it has remained beautiful since the Edo period.
Japanese paper? I felt the greatness of this in many ways.

It is a relatively small temple, but I think there are many highlights such as the bell of impermanence.
Above all, the atmosphere of Satoyama up to Jakko-in Temple was irresistible, and I was excited to take a walk.

I think it is really recommended for those who are tired of visiting temples and shrines because there are many tourists in Kyoto city (^-^)

",yes,Japanese,view review
Kitty Kitty,2018-11-13 08:48:38,4,0,"Small, cozy temple with a lovely garden. The remain of the 1000 year old tree reminded visitors the history of the temple. Too bad the shops down the slope outside the temple were all closed as I visited late in the afternoon. Had wanted to try the ice-cream with miso flavor.

",yes,,view review
Sandra Derouiche,2018-11-14 07:28:16,4,0,"Small temple with a peaceful atmosphere







",yes,,view review
