Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
T H,2015-02-07 23:46:33,4,0,This temple was crowded but I enjoyed. The priest talks only in Japanese.,no,,view review
Niels Abels,2016-05-25 14:39:33,5,2,"Visiting this temple was one of my highlights in Kyoto. When you get in, there's a lecture on Buddhism and the way of the cricket, which this temple is known for. It is only in Japanese, but I was still captivated by the way the monk delivered the story. Quite off the beaten path, they don't seem to get many foreigners, but it was definitely worth the visit. The garden outside is also a little gem.",no,,view review
Trans-word plus TGM,2016-07-17 03:21:19,4,1,"Suzumushi Temple was built in 1723 by Saint Hotan. Its official name is Myotokuzan Kegon-ji. Suzumushi means crickets in English. Hotan was famous as a hard-working Buddhist monk. There is one sect of Buddhism called “Kegon,” but because of its strictness, the number of monks undertaking Kegon was decreasing and the religion was dying out. The situation prompted Hotan to try and revive Kegon. He studied Buddhism and philosophy widely and tried to spread Kegon to monks. It is also said that he was the first to make a world map which put India (the origin of Buddhism) at the center of the world. When he saw the map that Europeans brought to Japan, he just was compelled to create a new type of map. The map is very valuable historically.  Why don't you visit Matsuo Taisha Shrine on your way back to Katura station? It is only about 15 min walk. You will probably enjoy the rural atmosphere of this area. ( TGM Kyoto )",no,,view review
robert newton,2016-08-29 08:18:49,5,1,beautiful scenery and peaceful,no,,view review
Doctor Nicole Watterson,2017-08-19 14:46:36,5,0,An interesting temple with a lively talkative monk. It was really enjoyable.,no,,view review
Jake Youl,2017-09-08 04:56:08,5,0,"Beautiful place, definitely a must see.",no,,view review
Shaun,2018-01-16 13:15:12,4,1,"Formaly named a Kegon-ji Temple but commonly known as Suzumushi-dera Temple named after the thousands of bell crickets (suzumushi) that are reared all year round. It costs 500 JPY as admission fee but worth of it. You can enter the Suzumushi room, hear the preach(in Japanese thou) and have some green tea.















",yes,,view review
conics net,2018-01-27 03:53:30,5,0,Cold,no,,view review
At M,2018-02-07 10:11:01,5,1,Lot's of people but beautiful place,no,,view review
wipob leng,2018-10-03 03:52:32,3,0,"this is not the place for foreigner that can't understand japanese language the zen monk will only edify in japan you will waste the time about 30 minute if you can't not understand
and the admission free is 500 yen",no,,view review
Nicolas Ballian,2018-11-05 05:13:57,1,4,Forbidden to foreigners...,no,,view review
Eugen Safin,2019-04-08 12:24:26,5,2,Quiet place to meditate in a beautiful environment. Monks are very friendly here.,no,,view review
はわいきたよ,2019-05-10 04:53:29,4,1,"This is one of best temple. All season, you can enjoy sounds of bell-ringing cricket. There are more than 3000 of them and making beautiful sounds. Best part is monk’s preach. He makes preach really enjoyable yet meaningful. Even kids can enjoy. They serve tea and Japanese snack. You may need someone to translate.",no,,view review
Agata Balinska,2019-08-25 05:39:23,5,2,"Really interesting place. The monk giving a presentation on the temple, grass hoppers and the philosophy of how to be a better person and lead a good life was really interesting. I liked the manzai style of his lecture. It was in Japanese only but an intermediate learner will get the most important facts and jokes. The temple is beautifully located. The line was long but worth the wait.",no,,view review
alyssa lin,2019-09-17 14:19:42,5,0,It is not easy to arrive there,no,,view review
Yuri Okada,2019-09-24 23:35:01,5,3,One of the most beautiful temples in Kyoto! The monks are so kind and friendly and explain zen and Buddhist philosophy to those who are interested. I will visit again!,no,,view review
Tobias “Tobi” S.,2019-10-10 02:46:19,4,0,"300pp to see the garden which is very beautiful. Ceremonies take place every hour but are for and in Japanese only.


",yes,,view review
Poy Janiola,2019-10-12 20:29:44,5,0,Very funny monk,no,,view review
Hiro O,2020-02-23 12:16:02,3,1,"This temple is the famous as ""Suzumushi dera"". The priest talk good doing for the visitors with serving green tea and small japanese cake. But u have to wait half an hour in front of the stairs. Finally u ask to only one your wish to small Budda.



",yes,,view review
Yumika Nishizawa,2020-08-24 06:42:06,5,0,I'm happy,no,,view review
Peter B.,2020-08-24 09:49:30,4,0,Temple and garden,no,,view review
Zakkuro Forest,2020-11-04 16:34:54,1,14,"Just another business-oriented temple with some clever ideas to make money. Very bad attitude to the visitors. You don’t feel the spirits and depth of a Buddhist temple there. Rude, arrogant, impatient and no compassion. The monk who gives the talk (preach) is repeating the same content to every group of visitors as if he were just a voice recorder.

I’m also skeptical about the way they breed the crickets. Why would a Buddhist temple do something like this that against the nature?

Do not go there if you do not understand Japanese - as it is compulsory to sit in the hall  to listen to the monk’s 30-minute talk first. It is the main part of the visit and what you are paying for, as there is nothing else to see in the temple (even the garden is just a small ordinary garden).  You are also NOT allowed to stroll around by yourself in the garden freely without listening to the talk first. And the talk is mainly advertisement about their talismans and also confectionery etc (as souvenirs) which their main purpose is to lure you to buy them after the talk (the talk itself is shallow and has nothing related to Buddha’s teaching unfortunately - which you can simply tell by the attitude of the monks there). Whenever you go or no matter how many times you visit, the content of the talk is the same.",no,,view review
Phuong Nguyen,2020-12-30 08:39:25,1,4,This place is pretty small. Not worth paying a visit for the fee of ¥500.,no,,view review
Shane Repz,2021-02-21 08:36:36,5,0,"Very beautiful place. There’s a 500¥ Entrance fee when you go inside. If you buy omamori or amulet it will cost 300¥. If you want to pray for something then you should buy omamori. Omamori is a color yellow with Kanji writing on it.





",yes,,view review
