Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Daniel Jacobson,2015-05-16 04:18:40,5,0,Awesome area and interesting history,no,,view review
CX C,2016-06-06 04:57:50,4,0,good,no,,view review
Takami Kakuta,2016-12-23 08:15:19,4,3," I visited the Jakuchu exhibition
Large grounds.
Kyoto is amazing

",yes,Japanese,view review
Lebong Andalaluna,2017-06-21 04:27:21,4,0,"Serene and scenic. Several other shrines located nearby, a museum as well.",no,,view review
なお,2017-11-14 22:37:11,5,2," The specially released Banryu-zu was the best. I will give you power. The dry landscape garden was also very beautiful with autumn leaves.

",yes,Japanese,view review
十六夜[苺],2017-12-04 23:50:46,4,0," (17/12/03)
""Fearless Hall""
I received a red stamp.
(15/10/08)
""Fearless Hall""
I received a red stamp.
I bought an original goshuin book (dragon drawing).

There is an original stamp book.

A temple belonging to the Shokokuji branch of the Rinzai sect
The sanctuary (Musai-do) was donated by Toyotomi Hideyori, and the dragon painting on the ceiling was made by Mitsunobu Kano and depicts a crying dragon glaring in all directions.
*Only available during special visits
2017 autumn special visit (2017/09/25-12/15): Admission fee 800 yen

Subway Karasuma Line: 500m from Imadegawa Station.
Subway Karasuma Line: 650m from Kuramaguchi Station.
There is a parking space within the precincts.

",yes,Japanese,view review
Yonton Kormar,2017-12-05 13:07:00,4,3," The scenery outside is beautiful, and there are paid worship inside. You can look at the Panlong picture inside the hall, but remember to clap your hands in the hall, and there will be an echo!
The person who charged the fee was very incompetent, cold and not friendly at all.

",yes,Chinese,view review
酒は大関心意気,2017-12-09 01:12:47,3,0," I couldn't see the museum. There is a ceiling painting of a dragon in the dharma hall (Banryu-zu). Some of the photos posted by other people show the inside of the hall, but photography is prohibited inside Shokokuji Temple. Appearance is fine. If you notice it, I think it's desirable to delete it.

",yes,Japanese,view review
K UZ,2018-04-30 04:52:37,5,1," As a special visit, we visited the Hatto Hall and the Hojo Garden.

There was a picture that was all drawn with letters, but even if you look at the enlarged drawing, you can't see it.
It was a picture.

",yes,Japanese,view review
金小婷,2018-06-20 11:54:57,3,2,"It was closed temporarily.


",yes,,view review
Vastonik,2018-08-30 09:09:08,5,0,Beautiful temple.,no,,view review
Miron Ranjitkar,2018-10-05 17:11:34,4,4,This place awoke a very calm and serene atmosphere with the temple of lord Buddha as its main highlight. The temple grounds also had a very relaxing garden that was well maintained and kept in a Japanese style with rocks and deciduous trees and the Japanese pine tree. The temple had a large main building with beautiful architecture and a long hall. The small details such as washing fountains were also given good amount of attention as they were very beautifully made. Overall the temple was a peaxefull and beautiful place,no,,view review
R Evergreen,2018-11-03 12:36:12,4,0," I don't know about the past, but now it feels like it's inside Doshisha University. When I visited, it was disappointing that damage from the autumn typhoon was still visible throughout the precincts. Just looking at the dragon on the ceiling was impressive. Hojo was enjoyable from both sides and felt interesting.

",yes,Japanese,view review
黄緑・緑・青緑,2018-11-09 13:09:28,5,8," It has become my favorite temple since I visited the Jotenkaku Museum many years ago. Located in the depths of Doshisha, this temple is easily overlooked unless you visit it with a purpose in mind. (That being said, I was one of them.)
Even if you visit by car, the parking lot is free, and above all, it is within walking distance from the subway station, so there is no need to take a crowded city bus, so there is no stress about access.
The pine trees in the precincts are very beautiful, and their various forms are pleasing to the eye. Even though it is located in the city of Kyoto, it is quiet, and there are few tourists, so you can take a leisurely stroll. We are looking forward to the special openings in spring and autumn, but you can also visit the Jotenkaku Museum in other seasons! Then, stroll around the precincts to see the pine trees.
(*As is the case here, even though photography is prohibited inside the building, there are still some people who cannot follow the rules of visiting the temple to take pictures just because no one is looking. I once came across a scene where the driver recommended that I take a picture because no one was looking at it in a place where photography was prohibited.
People talk about the guides, but in my case, they are always kind to me. Just like other people are like mirrors, at any temple, if you first say hello when visiting and confirm exactly where to take pictures, the people who will respond are uniformly kind. Still, if there is a great deal, I will post a review!

",yes,Japanese,view review
代田俊雄,2018-11-24 05:25:15,5,0," There are too many famous shrines and temples in the city—hidden in their shadows? Shadows are thin! I revised it considerably. Starting with the wonderful temple ✨ Above all, the museum is amazing ❗ This time
Wakaoki Ito, a collection of 55 ink paintings on partitions owned by Kinkakuji. surprised.

",yes,Japanese,view review
akihime,2018-12-02 16:43:32,5,2," 12/1 The autumn leaves were very beautiful. The carefully manicured garden is very beautiful.

",yes,Japanese,view review
Camry 2104,2018-12-20 13:27:10,5,3," It is a great temple with Kinkakuji and Ginkakuji as sub-temples, but Shokokuji, the main temple, is not so conspicuous in Kyoto today. However, you can feel the afterglow of the time when Yoshimitsu Ashikaga built it at the height of the Muromachi Shogunate and had a seven-storied pagoda with a height of 109 meters.
Personally, I recommend starting from the north wall of the imperial palace, passing through the Imadegawa gate, reaching the main gate of Shokokuji with Doshisha's stylish brick campus on either side, and going straight from the north of Hojoike. Then, Toyotomi Hideyori's rebuilt Buddhist temple, which is said to be the largest in existence, rises majestically in front of you. It is spectacular with the feeling of a true hit appearance. I don't think you can experience the strangeness of this landscape change anywhere else.
The Banryu-zu drawn by Mitsunobu Kano, who is known for the cry of the dragon, is also splendid. The reverberation that resonates with a snap is also wonderful, and I feel like my body is tightened.
I think the Jotenkaku Museum is the best museum of its kind, and if you visit here too, you can spend half a day at your leisure.

",yes,Japanese,view review
yukiyoshi watanabe,2019-01-20 04:46:03,4,1," Visit during special opening hours. The crying dragon here was also powerful.

",yes,Japanese,view review
Dhiraphong Srifuengfung,2019-02-10 05:13:39,5,0,very nice place,no,,view review
