Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Nur Mufidatul Ula,2013-03-13 06:41:21,4,1,really wanna go to this university..,no,,view review
Ferro Syumarna,2013-03-13 09:02:05,4,0,my next destinattention ...,no,,view review
Mondheera Pituxcoosuvarn,2013-10-23 08:11:49,4,1,"A good university but should be more international ;)
I have just been enrolled.",no,,view review
Evelyne,2014-02-10 10:05:17,3,0,I want study in here,no,,view review
Hara Alwi,2014-07-05 03:10:40,5,0,"I like university kyoto, I want to Graduate College at the University of kyoto ^^ ..",no,,view review
Patrick KalonjiTV,2014-08-09 03:54:44,5,0,Wow,no,,view review
Tú NguyễnNgoc,2015-02-26 11:18:57,5,0,My Dream,no,,view review
agni family,2015-04-16 16:45:02,5,1,I hope i can graduation in kyoto university 🙏,no,,view review
datyukianesa,2015-06-12 02:22:23,5,0,Next university target,no,,view review
Kim Phuoc Lam Hoang,2015-07-11 16:07:45,4,0,One of my choice for PhD candidature,no,,view review
JinYeong Bak,2015-09-05 03:32:56,5,1,Nice place to attend the MLSS 2015.,no,,view review
Manu Mohan,2015-11-20 00:31:31,3,15,Not a bad university . The professors are almost an expert in their field. But they lack the ability to transfer the knowledge to the students.  Kyoto university expects you to learn anything and everything by yourself and seek the professors only for doubts. It depends on each individual's style of learning . I wish the university puts in more effort and money in training all the professors to improve their teaching skills .,no,,view review
Chen Wang,2016-02-02 14:00:46,5,2,Nice university. The professor shows us the academic freedom of Ukyoto.,no,,view review
Binh Trinh,2016-03-16 14:24:45,5,1,The university in my dream in Japan <3,no,,view review
Aivy Kawase,2016-03-29 07:42:42,5,6,I was here for an exchange program years ago and really had a great time. Courses are so so but Kyoto is a great place to be at!,no,,view review
Irma Wahyuningtyas,2016-04-08 15:36:09,5,0,Wanna study there,no,,view review
Masasa Nts'ibane,2016-05-08 12:32:07,5,0,My destiny!,no,,view review
Vera Slvnlvt,2016-08-28 14:53:11,5,0,My hope 😍,no,,view review
뿡핑룡아빠,2016-09-19 17:46:11,4,2,"Good place to walk for a tourist. ^_^
Especially night time.",no,,view review
ë Chen,2016-09-22 13:24:36,5,0,"lovely ,yummy, good!!",no,,view review
Sanzhar Naizabekov,2016-09-30 14:06:02,5,6,"Excellent university, one of the best in the world. This especially applies for Centre for iPS Cell Research and Application.",no,,view review
Master Chief Tshepiso “Olwamie” R,2016-11-05 22:29:59,5,0,amazing,no,,view review
Ahmad Subekhi,2016-12-17 02:40:31,5,0,I want to join here,no,,view review
Isanka Wijerathne,2017-01-04 09:40:46,5,1,"Kyoto University is Japan's second-oldest university, and its second-highest ranked university.
",yes,,view review
Brilliant Asmit,2017-05-13 13:06:49,5,3,"Been here to attend international seminar about Indonesian Oil Palm Plantations!

",yes,,view review
kah ning,2017-06-03 14:16:31,5,3,"I love this place,so quite,hav a nice restaurant,n hav a good taste chocolate tiramisu n mocha cake😁",no,,view review
Bleh Bleh,2017-10-03 10:32:40,5,4,"Owww ,I have a dream to go to Japan and study in Kyoto  with muh friends ,hopefully waiting ..🙏🙏🙏🙏🙏🙏🙏",no,,view review
Tiger Xu,2017-11-23 03:01:06,5,3,One of the best university in Japan.,no,,view review
Nicolás Espinoza,2017-12-12 15:27:25,4,0,LOTS of bycicles.,no,,view review
Chhuong OUCH,2017-12-13 18:02:00,5,6,"One among the public universities in Japan. Really famous in Science field of research. Moreover, very good environment.",no,,view review
Rutul Thorat,2018-05-05 07:40:53,5,2,"Is Polymer chemistry course offered in english. Please answer i am from Pune,India and I want to study in kyoto.",no,,view review
Kevin A,2018-06-01 02:28:57,5,3,Absolutely amazing university to walk through. The tree in front of the main building was beautiful. Kyoto Uni is a top university and you can tell just from the atmosphere and students at the school. Greetings from Canada!,no,,view review
Nelson Leesong,2018-06-14 12:42:12,5,2,"I only visited for a couple of hours, but the way everyone was riding bicycles was awe-inspiring.",no,,view review
DSY-TECH Karawang,2018-07-31 14:22:01,5,1,Nice...,no,,view review
Rynk,2018-08-17 05:49:53,1,5,"Too conservative and old fashion, especially public health department.
And also, poor English level",no,,view review
masahira mizukusa,2018-09-23 04:38:30,4,20," I stopped by on my way home from Arima Onsen.

I have never been to the university I graduated from, but at the suggestion of my daughter and her husband, I stopped by for lunch.

The premises, including the auditorium with the clock tower in front, felt the depth of history and nostalgia.

The lunch we had at the cafe terrace near the entrance was 600 yen, which was a great value.

I took my grandson by the hand and visited the Kyoto University Museum.

I didn't know college was so open.

",yes,Japanese,view review
ちーぴょんのぽっぷんJaZz,2018-10-02 11:47:58,4,25," Since I came to Kyoto,

I didn't mean to go
I went to Kyoto University. .

Are you excited about the Nobel Prize? I thought

I walked from Kawaramachi.

Yoshida dormitory exists normally,

Yoshida's library is still normal,

The clock tower was very quiet. .
＿|￣|○
I was alone. .

Even so,
Very quiet on campus. .
There are far fewer people than there used to be.
And they're smart people. .

The building will not change
Something's going on.
Rene also tried going, but
Quiet. .

The Faculty of Letters has hijacked the Chemical Engineering Department! !

If you think
The Faculty of Engineering was kicked out of the Yoshida (Headquarters) Campus,
Because I became Katsura Institute of Technology? ?

In front of Rene
Oddly enough, there was an event by Nobel laureate Kenichi Fukui (even though it was 1:20 p.m., the museum was already closed.)

The Yoshida Campus looks like this
I'm kind of disappointed. . .

",yes,Japanese,view review
Shawonur Rahman,2018-10-12 21:59:18,5,3,"Hi all, my name is Shawonur Rahman.
I am from Bangladesh. I completed my course in Textile engineering in deploma under Bangladesh Technical Education Board.
Now a days i want to complete my Bsc course in Textile engineering. And i wish that i done my Bsc from Japan..
.
.
Is there a subject about textile engineering in Kyoto University??????
.
Please give me some information about that. I am afraid for my studying life. Please help me anyone about this, please.",no,,view review
Jongkwan Won,2018-10-13 11:32:27,4,3,"Calm kyoto walking around

",yes,,view review
"M, FAROOQ",2018-10-22 08:09:45,5,1,Hello to everyone  i am farooq from pakistan   and i want to study in engnerring field in japan so plz guide to me    how can i apply fir this university,no,,view review
fino cladi,2019-01-31 19:17:24,5,0,Lots of memories,no,,view review
