Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Peter Kontogeorgis,2016-12-09 00:39:50,5,1,"Amazing gardens. We cam in autumn, with no expectations as it wasn't mentioned in any of the ""must see"" lists. We were blown away by the autumn foliage. Best we saw whilst on our trip.Very reasonable admission price also.



",yes,,view review
Robin Lenogue,2017-03-21 16:39:29,5,4,"Amazing 200 yen place. Really worth it. I highly recommend, whether for a picnic, a long half-day hike or a small walk around one of the areas, gardens or themed parts of them. 2 entrance, north and south, a cafe available in the middle, and more garden awesomeness in the covered place... But I'll keep that one for next time. Enjoy Sakura there!! 🤗




















",yes,,view review
Simon Jutras,2017-03-29 14:40:18,4,0,"Nice place! A little bit small compare to other botanical garden I visited but really nice place and cheap too








",yes,,view review
Chaz Pup,2017-06-14 16:34:08,5,2,"One of the best gardens I have been to in the world. Sprawling acres of meticulously maintained grounds with one of the larger conservatories. The conservatory itself houses multiple distinct climate regions with many unusual plants whose care is forefront. The day I was there they were having a Bonsai exhibition with one of the trees being over 500 years old.


",yes,,view review
Oswald M.,2017-07-28 07:35:10,5,2,"If you want a Kids friendly half day excursion, the botanical garden is a good place to go.  Ask for the ""bloom of the week map"" to know where to see seasonal flower.  If you want a good inexpensive coffee, make a stop at the lawn cafetaria to enjoy a real terrace.










",yes,,view review
Jane Pryce,2017-08-02 02:21:18,5,0,"As everyone else says, this is a great spot, away from the crowds in downtown Kyoto or many of the other popular spots!  And apart from the beautiful gardens, there's a great little cafe to sit and ponder quietly!  Simple fare, but a cool setting!


",yes,,view review
John C,2017-12-28 15:15:24,5,2,"It's a huge park so it's a perfect place to take a relaxed stroll. They have a rose garden, a green huge greenhouse, and a Japanese garden. Wide selection of beautiful flowers. The whole park is nicely maintained. Highly recommended.











",yes,,view review
Maximilian Håkansson,2018-02-21 17:08:26,4,0,"Beautiful rose garden, cheep entrance. Many interesting plants and trees. Only small minus was limited places to eat.








",yes,,view review
Kitty Kitty,2018-03-28 05:42:30,5,0,"Mostly visited by locals, it is good to avoid the crowd of  tourists. There is a visitor centre near the rose garden, where freshly made coffee is only 100yen from the vending machine. There is also ice-cream selling there, if you are taking children. A cafe serving meals is on the Kitayama Station side. Various species of cherry trees are blooming this cherry blossom season. Good for a leisurely walk and it is great to spend a lazy afternoon on the benches.



",yes,,view review
Josephus Premkumar,2018-04-14 16:31:42,5,0,"Beautiful during Sakura season. The tulips are beautiful too. Good place for kids as there's a playground (seems like playgrounds are kind of rare in Japan?), a small lake with ducks, cranes and fishes.




",yes,,view review
