Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
The Matadore,2018-04-14 11:37:00,5,0,"We went there as the sky was getting dark, and it was lightly raining, which in my opinion is the time to be there. I really appreciated this area especially under those circumstances. There were restaurants, beautiful buildings, trees on hills, and the lights along the path were lit, so the experience was quite magical. The shrine with the lanterns lighting everything around was beautiful. It was definitely a highlight for me.





",yes,,view review
Andre Sianipar,2019-04-12 16:15:04,5,2,"I love every temple and shrine in Japan, everything like zen, this one is one of the beautiful shrine and if i think again this shrine is not far from Kyoto station, only use one time Bus with number 206 if im not mistaken.
walk in the evening you will see dazzling sunset from the gate of the shrine...
aah memorable place, will back again for sure...

























",yes,,view review
David P,2019-05-11 11:02:51,5,0,"The Yasaka Shrine area had the most beautiful, elaborate, and massive temples and shrines we saw throughout our entire visit to Japan. Some of the structures are simply breathtaking. Beautiful to behold. I highly recommend that you visit here. there are monks that actively pray here, and we heard many of them chanting and praying in the background during our visit.
























",yes,,view review
Big Red Zed,2019-09-26 06:37:05,5,2,"I enjoyed a magic day here in early autumn. The shrine is great to walk around, however I encourage you to take on the small hike to the summit of the nearby hill. The views from the top were magnificent. Also bonus, found a four leaf clover!





",yes,,view review
Zephyriousity Ph,2020-03-12 04:26:27,5,0,"It was beautiful even at night. Or during night. This shrine shines so bright, it seem so magical. It is big and you will enjoy roaming around inside.
It was close a night, the souvenir stores to get your charms. However, your prayers can be said quietly. This place should really be on someone's itinerary.





























",yes,,view review
gradhito,2020-09-14 09:22:17,5,2,"A brightly colored shrine right next to the relaxing Maruyama Koen.Only around 10-15 minutes walk also from the famous Kiyomizu-dera. I was there when the Miko were doing some praying/dancing routine inside the shrine, it was very nice to see. It is said to be the main shrine for Gion festival.






",yes,,view review
Tim,2020-12-29 11:45:25,5,4,"Beautiful Shrine located at the very end of the traditional Gion district. Although not big, the atmosphere and appearance rivals that of the other bigger shrines in Kyoto. I highly recommend a visit at night when there are less people around and the shrine is lit up.




",yes,,view review
Justin Benko,2021-02-07 04:38:50,3,0,"This shrine is right in the centre of gion district in Kyoto. It’s quite popular and big, but it doesn’t have some of the same character as the other smaller shrines. I also felt like the temple staff were a little rude . They seemed almost annoyed that I was buying things from them















",yes,,view review
Shingo Sae-Lim,2021-12-01 14:09:10,4,1,"(Trip was made back then on 1 Dec 2019, 2 years before the Covid-19 Pandemic hit)

Yasaka Shrine is one of Kyoto’s most iconic landmarks, with it’s beautifully elaborate main gate greeting you upon entering, to it’s distinctive central stage that looks even more amazing at night with the gentle glow of the lanterns.

Being one of the most famous shrines in Kyoto, they play host to the the Gion Matsuri during the summer festival, which is said to be the most famous festival for the whole country.

Though we weren’t able to experience it, we were still able to appreciate the temple’s beauty during our autumn trip to Kansai regions 2 years ago.

It’s conveniently located needy to Maruyamacho Park, Chionin Temple and Shorenin Temple which can be covered within the same day since they are in the same area and are worth a visit.






























",yes,,view review
Poulami das,2022-05-27 02:44:11,5,0,"A must visit place in Kyoto. The place is very peaceful. The hike to the top is doable. After overcoming the initial rush of crowd, the rest of the trail is mostly devoid of tourist. Must must visit this if you are in Kyoto.



",yes,,view review
Shu Yee,2022-09-18 18:36:23,5,0,"Nice place to visit. It’s open even at night. Most of the temple close at 4-5pm. This one is 24/7.











",yes,,view review
Martin Jarc,2022-10-11 10:48:51,5,2,"Lovely forest temple. The temple is at the end of the bamboo forest so we decided to check it out. It was a really good decision. Moss fairytale with lovely shrines woven into it. It looked amazing and felt really peaceful. Will return to it. I liked this part of Kyoto very much.






",yes,,view review
randall,2022-10-27 15:35:11,4,3,"Walked past this shrine on my way to Gion and it was pretty nice. There are many smaller shrines along the side and the whole place is within a park. Saw visitors ringing the bell which is for you to make a wish if I'm not wrong.

The gardens outside the main shrine smell really nice too by the way. Think they planted jasmine or something.







",yes,,view review
Jason Camorlinga,2022-11-23 23:41:08,5,1,"This small shrine is the perfect gateway to the Gion district. There are sometimes food vendors selling various treats and at night the lanterns make it a great place to take a stroll. There is no admission fee to this area.






",yes,,view review
Thanh diệp,2022-11-25 14:02:25,5,2,"Yasaka Shrine is a beautiful Shrine, you can visit here day and night, with great view














",yes,,view review
Harsh Parekh,2022-11-30 07:29:45,5,1,"Absolutely gorgeous place! Highly recommended visiting and spend a good few hours enjoying the nature.

Should make sure to try out Amazake while you're here.



",yes,,view review
Wilson Yap,2022-12-05 12:48:54,5,0,"Beautiful Shinto shrine that is quiet.
Look out for the lanterns where people donated money to the temple in the middle at night.
And best thing is there’s no fee to roam the premise.




",yes,,view review
Julian Gorman,2022-12-06 06:12:30,4,1,"Traditional shrine with plenty of great photo spots but mind the crowds. Dress up to make it a little special.
",yes,,view review
Tom Liu,2022-12-21 08:07:53,5,0,"Free entry and you can ring the bells in the shrine. Do remember to pay respects by bowing though


",yes,,view review
Doc Rock,2022-12-25 10:48:04,5,1,"This place is beautiful and we went at about 1330 had a nice stroll,prayed at the temples and had a goshuin signed. We left for lunch and came back about 1700 at dusk and it’s even prettier as the lights come on.



",yes,,view review
Aulia Andini,2022-12-27 01:31:42,5,1,"You must visit this shrine👍🏻

The thing i love the most bout traveling in Japan is most of their tourist-must-visit places = free-entrance👌🏻

And yeah ofc, the shrine is so beautiful😍
",yes,,view review
Anze Hao,2022-12-30 05:43:08,5,0,"Super nice and must visit shrine within walking distance of Gion







",yes,,view review
ArmRatch,2023-01-02 09:47:17,4,1,"Nice shrine where you can visit at night. I went to make a wish at here when I went to Kyoto.







",yes,,view review
Ivan Yu,2023-01-02 12:20:05,5,0,"Nice place there. A night festival take place there during new year's eve to Japan New Year.

",yes,,view review
