Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
ann tsai,2013-06-17 15:09:49,5,0,Good,no,,view review
Lee Lim,2014-11-18 04:07:26,4,2,"A peaceful small shrine without many tourists. Most of the visitors are local people. The legends of Abe no Seimei is interesting. He's a historical figure who is portrayed as a very powerful magician (or necromancer, please correct me if I am wrong, as I'm not expert of Japanese culture) in books, manga, and movies. Must visit if you like omamori (お守り／おまもり). The shrine sells some special ones.",no,,view review
Mathieu Marleix,2015-11-17 09:31:46,4,0,A small shrine hidden in kyoto where only local and Chinese people go. It a calm place and with a different atmosphere from the habitual tourist place.,no,,view review
Arseny Tolmachev,2016-01-23 15:28:41,3,0,A bit unusual jinja. Related to onmyoji.,no,,view review
Claudia Li-Ting You,2016-03-22 02:16:04,4,0,A great little temple.,no,,view review
Evgeniy Makarov,2016-06-06 20:29:11,5,0,If you know who Seimei was - you must visit this place 😃,no,,view review
Max Ferretti,2016-06-28 01:53:26,5,0,Quiet shrine nestled near the end of a little walkway beside a run of water. The journey to find it is very peaceful,no,,view review
Rey,2016-07-05 04:07:38,5,0,"We stopped by here on our way to the restaurant we had booked.

Really cool Shinto temple!",no,,view review
sato yuki,2016-10-18 07:05:28,3,1,"Not bad for Japanese
The reason why i gave this review is this shrine is not big ... Take 1 min is enough to look around all there",no,,view review
فارس النهدي,2016-10-18 17:36:51,5,0,Very nice,no,,view review
joyce jones,2017-01-12 06:48:56,5,0,"“Unusual”
This shrine has some interesting attractions - objects to touch that bring you good luck. You'll see people stroking a peach, or a stone or hugging a huge tree. Really funny!",no,,view review
長澤堅太,2017-02-08 08:10:20,5,0,This is awesome,no,,view review
Kevin Hu,2017-03-04 05:01:59,5,0,Nice small place.,no,,view review
Ruby Han,2017-03-04 06:55:15,5,0,"My favorite shrine in Kyoto, it's small ,but beautiful!
",yes,,view review
キツネうどん,2017-03-11 09:49:23,5,0,"SSR!

",yes,,view review
Ziva Zhihua LI,2017-05-13 09:47:44,5,3,"It is worthy to go if you know the background story.


",yes,,view review
K T,2017-08-05 03:12:16,5,0,Great place to visit,no,,view review
PING SHENG OOI,2017-09-30 02:16:28,5,0,A small shrine. People who like animation.May like to come have a visit,no,,view review
HINAKO _,2017-12-14 04:12:49,5,0,"good design




",yes,,view review
Theodore Sharpe,2018-03-07 01:57:09,5,0,The dream is real.,no,,view review
陳佑宸,2018-04-21 18:56:51,5,0,"Sakura


",yes,,view review
Nita Gurung,2018-06-21 08:07:44,5,0,Small quite shrine but definitely one my favourites.  Mostly locals visit here.,no,,view review
Garrick Chou (GK),2018-06-21 08:27:12,5,0,"Every time to Kyoto , every time to visit!

",yes,,view review
Alexia An,2018-07-17 09:24:29,5,0,Such an amazing place if you are a fan of Hanyu Yuzuru! This place will be small and boring if you are not.,no,,view review
Meru,2018-10-03 16:44:22,5,0,"This place where i can get energy.




",yes,,view review
Richard Uzzell,2018-11-22 09:33:55,5,0,"Not a large shrine, but a very good one. Discreet and an incredible amount of detail. Worth a look if you are in the area.",no,,view review
Neo Song,2018-12-24 14:34:45,5,0,Lovely little shrine with a great Japanese garden. During Autumn the Japanese maples are just amazing to sight to see.,no,,view review
Ian Gore,2019-02-21 06:33:33,5,0,"Very well kept but was kind of hard to find on bike. I don't know much about the figure skater but the shrine was quite nice and I even got a little clear folder with my shuin seal!



",yes,,view review
Karina Edelweiss,2019-04-14 09:39:45,5,0,"Not big, but cosy and well-kept. When we prayed and rang the bell, it rained) Seemingly the old fox played a joke on us.",no,,view review
Gonçalo Cardoso,2019-05-18 19:19:30,5,0,Beautiful place,no,,view review
Scott Leech,2019-05-20 04:51:35,5,0,Strong Exorcism shrine.,no,,view review
Michelle Ngo,2019-05-20 15:00:15,3,0,"Very busy place since entrance is free on majority of the area. There's plenty of kimonos for rent on the way up to the shrine, so you'll see a lot of people in costume/kimono. For me, there's nothing special about the shrine (since there's no one explaining)and there's just too many people",no,,view review
BUS TC,2019-05-27 10:22:32,4,0,"momo takes your bad luck away
",yes,,view review
Meng Yeow Gan,2019-06-13 09:59:25,5,1,The shrine you have to go if you are a huge fan of Abe No Seimei legends. The Merlin of Japan. Loved the two films especially!,no,,view review
손민혁,2019-06-27 06:16:24,3,0,"Small sin-sa praying seimei, expert of ying-yang. nothing special",no,,view review
Wang tzu-han,2019-07-15 07:24:08,5,0,"Kyoto’s protector!




",yes,,view review
Thomas James,2019-07-26 14:03:25,4,0,Tucked away in Kyoto's business area but this Shrine is actually very very interesting.,no,,view review
E-How Chou,2019-09-23 06:04:26,5,0,Small but solemn,no,,view review
Sean Suskind,2019-10-05 03:31:04,5,0,"A must see in Tokyo. Not just a tourist stop but an active temple


",yes,,view review
Robert Bordoloi,2019-10-14 00:58:42,4,0,Never to miss Shrines when you're in Kyoto,no,,view review
Xiaoqing Chu,2019-12-04 06:27:34,5,0,Like the serenity here.,no,,view review
Teerapat Permprayoon,2020-02-03 14:43:11,5,1,Good place to pray and get the lucky charms,no,,view review
fish fish,2020-06-29 03:47:03,5,1,ＧＯＯＤ,no,,view review
Henry Hung,2020-11-03 14:42:18,5,0,I wanna go back again after pandemic ~~~,no,,view review
Burger Burger,2021-03-13 13:05:56,5,1,"If u know Abe no seimei, u need to come here. The shrine is not big but it’s v unique. Where do u see a tori gate w a star on it...
",yes,,view review
Samurai Shonan,2021-09-19 12:01:59,5,0,Fabulous,no,,view review
rena,2021-11-26 11:20:02,5,2," It is a shrine related to Abe no Seimei, and was built on the site of Seimei's mansion by order of Emperor Ichijo. (Emperor's life is amazing, isn't it?)
Although it is a small shrine, it has a very miraculous atmosphere.
I really wanted to go there, so I'm glad I was able to visit.
There were many single female customers.
There was also an ema of a famous person, and I couldn't help but take a picture of Mr. Hanyu's.

",yes,Japanese,view review
Kei Funaki,2021-12-04 09:06:02,4,7," It is located not far from the center of Seimei Shrine, which is related to Abe no Seimei. It's not that big of a shrine, so you might miss it if you're driving. In recent years, the figure skating figure skater Hanyu Yuzuru has used the song SEIMEI, and it seems that it has become a place related to Hanyu's fans. It may be thanks to Abe no Seimei that we can still live safely in Kyoto. There are many people who get traffic safety charms at Seimei Shrine for cars etc.

",yes,Japanese,view review
Santosh Shrestha,2022-02-10 22:55:13,5,0,"Kyoto the old capital of Japan where numerous Shrines and Temple is located.
One of shrine of kyoto with small are but with beautiful architecture.












",yes,,view review
H K,2022-02-13 01:44:27,3,6," Onmyoji A shrine dedicated to Abe no Seimei.
small shrine.
There is a bus stop in front. Parking is nearby.
The best way to get around Kyoto is by bus and subway.
When I visited a few years ago, there weren't many people, but now it seems to be a popular shrine.
The goshuin book is 3000 with a bellows type goshuin.

",yes,Japanese,view review
Cumulo nimbus,2022-02-24 06:27:49,4,23," It is one of the shrines related to Abe no Seimei in the city along Horikawa Street.
It's not a very big shrine, and there aren't many highlights, so I think the main thing is to visit and pray. You can enjoy bellflower flowers from around June.
Official goods such as amulets are sold at the Emasha near the main shrine.
Near the Ichijo Modori Bridge, there is also a certified goods shop selling souvenirs. If you want to buy key chains and stickers casually, this is a reasonable price.

",yes,Japanese,view review
士心,2022-03-15 12:31:45,3,5," than I imagined.
small.

But!!
Despite the feeling that they are doing their best in sales!
You can feel the light even in the new statue.

If you go with a light feeling
You may notice a sense of business, but
if you go seriously
You can feel the power from the image.

By the way, it is said that Seimei-sama was born
Abeno is an old-fashioned shrine
There is too much local feeling (lol)

It is said to be enshrined rather than buried
There are surprisingly many orbs in the grave.

across history
what people get
I think there is too much difference.

as an interesting episode
A man I don't know is rushing to me when I'm taking a picture of the entrance to go home
Go straight!

Then he asked me, 'Did you take a picture of the stars? ' and suddenly came to visit
""???""
Come here! It's only now! and (laughs)

As I was told, when I headed
A star that appears only when conditions overlap.

as soon as you tell me
disappeared. . .

(smile)

funny (laughs)

Thank you☆☆☆

",yes,Japanese,view review
傍根千尋,2022-05-09 08:43:03,5,3," I like the atmosphere and visit with my family.
My daughter likes the star-shaped omikuji.

It is a mysterious shrine where there are many fans of Abe no Seimei, both those who have inspiration and those who do not.

I always take the bus from Seimei Shrine to Yasaka Shrine.

Near Seimei Shrine, there are Nishijin Textile Center, Modoribashi Bridge, Shiramine Jingu Shrine, Tsuruya Yoshinobu Cafe, etc.
If you travel by bus, it is convenient to go to Kyoto Kanda Myojin Shrine, department stores, Yasaka Shrine, etc.

",yes,Japanese,view review
みゆき,2022-05-19 12:22:09,5,1," I have always wanted to visit Seimei Shrine, which is famous for Onmyoji. It's not so big and it's in a house, but when I passed through the torii, I felt like the atmosphere had changed in an instant✡️Many celebrities were visiting.

",yes,Japanese,view review
kaze nekono,2022-06-06 12:47:12,4,4," Pentagram torii, water that springs up on the premises by telekinesis (maybe because of the coronavirus, it stopped. The spring is facing the lucky direction of the year), etc. Sacred tree that gives you power
This is my cousin who I would like to take a closer look at, such as the picture scrolls of Nishijin textiles. There is also a replica of the return bridge. It seems that it was made from the old bridge pillar, and there is also a shikigami.

",yes,Japanese,view review
North K,2022-06-15 05:57:57,3,0," A shrine dedicated to Abe no Seimei on Horikawa Street in Kyoto.
It's not big, but it has atmosphere.
It's close to Nijo Castle, so why not stop by when you're in the area?
We also sell amulets.

",yes,Japanese,view review
北廣真希,2022-06-18 14:46:56,5,36," Coin parking is available nearby.
The bus stop is right next to the shrine. It is a very convenient place.
Every time I visit Seimei Shrine, it feels like I'm in another world.
When I visited, the bellflowers were also blooming and beautiful.
Since the bellflowers were blooming, amulets were also sold.
Also, there is a Tanabata charm, so I was able to visit at a really good time.
It is a shrine that I definitely want to visit again.

",yes,Japanese,view review
相原輝夫,2022-07-15 08:58:10,5,9," A shrine that enshrines the Onmyouji Abe no Seimei, and is enshrined in the ruins of Abe no Seimei's mansion.
It is a shrine that wards off evil, and there is a yakuyoke peach in the precincts. Peach is said to be a fruit that wards off evil. It is said that by rubbing the peach against the misfortune that you have in yourself, you will be able to ward off misfortune.
It's a small shrine, but it became popular after a novel that was made into a manga and a movie became a hit, and it seems that many young people especially visit the shrine.
My hobby is taking pictures of flowers (I live in Osaka Prefecture).
On this day (July 13, 2022), I visited to take pictures of bellflowers.
Seimei Shrine's crest is a five-pointed star, which is said to ward off evil spirits. It is said that it is also called ""Seimei Kikyo"", which is a design of the flower of the bellflower.
From the origin of such a company crest, it seems that bellflowers are planted in the precincts. I think it's a perfect shrine for the noble and beautiful image of the bellflower.
In addition, there was an omikuji (fortune slip) for this time (corona wreck), so I will introduce it (photo attached). It is a non-contact omikuji, and when you wave your hand toward the sensor, the Shikigami tells you the number from the screen (computer). It may be my lack of knowledge, but this is the first time I've seen an omikuji like this.

",yes,Japanese,view review
Tatsuya Odani,2022-07-18 22:11:05,5,0," I am always visiting!
Every year from the rainy season to early summer, the bellflowers bloom beautifully, so I look forward to it.

""Seimei bellflower"" which is also a company crest. It has been meticulously cared for and looks beautiful year after year.

",yes,Japanese,view review
K K,2022-07-23 18:09:29,5,2," It is one of the ⛩ shrines related to Onmyouji Abe no Seimei 🙏🏻 There is a ""yakuyoke peach"" in the precincts of the shrine to ward off evil. 🍑Peach is said to be a fruit that wards off evil. It is said that you can ward off evil by stroking the peach with water.
Figure ⛸It is also famous that Yuzuru Hanyu performed in skating 🤩You can also see the ema handwritten by Yuzuru Hanyu ⛸

",yes,Japanese,view review
さん,2022-08-06 07:09:46,5,10," It is a small shrine located in the ruins of Seimei's mansion at the foot of Ichijo Modori Bridge (northwest)⛩, but Seimei Abe was the founder of the Tsuchimikado family of the Abe clan, who oversaw the Onmyoryo, and held the title of Onmyoji Astronomer. It is said that. A shrine dedicated to Abe no Seimei.
Amulet: It seems to be effective in warding off evil.
It is also famous for being played by Yuzuru Hanyu in skating.
I stroked the peach and felt refreshed with the power of the sacred tree.
You can also see an ema handwritten by Yuzuru Hanyu.

",yes,Japanese,view review
