Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Nicola Dorin,2015-11-07 04:01:14,4,0,"Very nice temples and area, better to go when the maple tree turns red in Autumn.",no,,view review
R S,2016-10-20 04:09:44,5,0,A great mountain temple founded in 824 and where Kukai resided after he came back from China.,no,,view review
marco lee,2016-12-13 13:18:38,5,0,"Must have a one day tour here if you visit Kyoto. Very nice place  to experience another Kyoto-style life




",yes,,view review
Jeremy Perrott,2017-04-27 06:31:55,2,1,"Beautiful area, but ruined by an old man with a leaf blower spoiling the silence and birdsong. I came here specifically for peace and quiet. He was at it for nearly 3 hours and still going when I left. I can see they're probably necessary at times, but staff should pick their times to do it, and not do it for such a long time. Visit ruined and at ¥600 it's not cheap.",no,,view review
Kam C,2017-05-02 12:06:12,4,2,"Loved seeing the traditional temples, was able to have a good wander around but you are limited to only being able to go into one of the temples there. Serene and quiet, I enjoyed it, it was nice to see older structures and new ones as well as statues. Climb up the stairs is quite long, so walking shoes are a must. You can throw away bad luck with ceramic plates off the cliff 200jpy for a pair. Toilet facilities available. Scenery is beautiful here. When we went in MidMarch many of the local stores were closed, but they're open in summer if you visit then :)",no,,view review
Jens Barthel,2017-05-30 07:35:25,5,0,"Beautiful.Breathtaking.
",yes,,view review
Jacob Griswold,2018-02-18 02:20:34,5,0,"Cherry blossom season and fall is the best time to visit this temple. It is outside of Kyoto city and you get to take a bus through the beautiful mountain range. It is quite a walk to get from the bus stop to the entrance so bring comfortable shoes. You can easily lose track of time exploring all of the trails that line the temple. Last time I visited they were filming scenes for a television show, so never know what you can see when visiting. At the very end of the temple you can purchase tiny clay plates that you can through off the side of a cliff. You are trying to hit the river at the bottom. If you are able to splash down it is considered  extremely lucky.",no,,view review
Kiel Johnson,2018-04-05 09:00:22,5,0,"Peaceful and Beautiful!

",yes,,view review
JOHN NG,2018-04-15 05:33:47,5,0,"this is a nice place to view 紅葉,  you can have a nice walk in the area, and also relax & great temple in Kyoto...


























",yes,,view review
Przemek Ś.,2018-06-09 07:23:51,5,0,not so many people so you can enjoy your time in a peace,no,,view review
The Doo,2018-10-23 05:51:47,5,0,Located in takao-San which made it may be hard to reach and located in sparsely populated area far from human touch really gives a different vibe of the location which is really classic and great.,no,,view review
Simon,2018-10-30 05:26:31,5,3,"Lonely Planet....you finally delivered. This made my whole trip to Kyoto worthwhile. I felt such calm here. Truly magical experience. Great to get away from the insanity of the popular temples in Kyoto. Oh...and I threw some clay discs into the valley!







",yes,,view review
Vu Long Tran,2018-11-15 12:23:21,4,1,"Nice temple. In a further away place but nice nature and scenary around. The river and beautiful trees and surroundings is amazing. Temple is dark inside with Buddhist shrines and idols inside and looks pretty around the outside.

I found the temple behind this main temple to be quite interesting, being red and matching the autumn leaves during my time of visit.",no,,view review
Mr Dilly,2018-11-20 08:45:07,5,0,A really nice place located at countryside with beautiful views and fresh atmosphere.,no,,view review
Trans-word plus TGM,2018-11-29 15:50:14,5,1,Jingoji Temple was established on the top of Mt. Takao by Wakano Kiyomaro in 824 as a merger of two other grand temples in the same region ( Kozanji Temple and Saimyoji Temple ). Mt. Takao is a part of mountainous chain of Mt. Atago located in the north-east of Ayashiyama along Kiyotaki River. The temple belongs to Koyasan Shingon sect of Buddhism. The main object of worship in Jingoji is Yakushi Nyorai statue which is believed to have a healing power. The temple also holds 15 other National Treasures of Japan including a sacred writing of Saint Kukai. This temple covers a massive area upon the mountainous ground for you to walk around in its precincts. The temple is very popular among visitors in early Autumn.  ( Trans-word+ TGM Kyoto Guide ),no,,view review
Maple Tree,2018-11-30 23:54:01,5,0,"A temple up in the mountain, fresh air, tall trees, beautiful.






















",yes,,view review
Ross Neilson,2019-03-28 05:51:32,5,0,"Very remote but amazing shrine in Kyoto that feels much more like Kyoto than lines of people. At the start of a very nice hiking trail a good opportunity to throw some clay discs into a valley, which is surprisingly fun. A fair trek up to the top however😂",no,,view review
Andres Roberto Gomez Vargas,2019-04-29 15:42:51,4,0,"Some areas where closed, maybe because it is off season but I was charged full anyway (600 yen). Must be incredibly beautiful in autumn.









",yes,,view review
