Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Michael Brown,2013-04-23 16:45:37,5,0,"It was a beautiful place. The entrance fee was not too expensive. The grounds were beautiful. The pond and the Japanese gardens up top were really cool. If I were in Kyoto again I would definitely go back, and plan to spend more time there than I did the first time.

We saw a dozen or more shrines and temples during our week there, and this was the best one for us.",no,,view review
jong jiang,2016-04-13 10:10:09,5,0,The night sakura scenes are hard to forget.,no,,view review
Xiaozhou YANG,2016-07-07 09:55:27,4,0,Amazing views during sakura blossom season.,no,,view review
Gonzalo Gossweiler,2016-07-25 16:16:22,5,0,Bentendo Hall is beautiful. A must go temple in Kyoto,no,,view review
Gourmet “The grumpy customer” Customer,2016-08-29 14:24:33,5,0,"Hidden temple is in perfect conditions and has a small restaurant at the top where u can enjoy a good meal while relax.

",yes,,view review
Richard Smittenaar,2016-09-09 07:32:01,3,1,"Has a temple (800y) and garden (600y) area. Came here for the mixed strolling and dry rock garden, which sounded interesting. There's nothing part of the garden area (more a small park) which I recognised as such. Might be part of the temple, then, but by the time I'd finished the garden that was closed (4:30). The ostensible garden is not worth a visit. The temple itself, i don't know.",no,,view review
Peter Effendy,2016-10-15 16:09:06,5,0,"Lovely garden and Pavilion
",yes,,view review
Diego Garcia,2016-10-15 18:41:56,5,0,"Probably one of the best photos you can take in Japan. The temples are empty (even in August) and you can feel the country in a different way. It'd nice if they preserve the place better, because it looks and feels old, but at the same time it's one of the charming parts of the place.",no,,view review
JaeHee Park,2016-10-21 17:55:17,4,0,There is museum and UNESCO heritage garden.,no,,view review
Dickson Ng,2016-11-21 05:52:14,4,1,"Best place to release. The place is full of Mable leaf in Nov. Peaceful and not so cloud. You can spend half day to walk around.
",yes,,view review
David Shin,2017-02-08 01:26:34,5,2,"Came here on a Wednesday morning in February and it was deserted. You can go into the temple and walk on the tatami mats. Worth the 800JPY entry fee.

The museum has some amazing Buddhist statues that are not to be missed.















",yes,,view review
うなぎもんじゅ,2017-03-17 22:22:16,5,1,I love The Seated Maitreya,no,,view review
Susi,2017-03-29 07:34:38,1,6,"The Kansai thru pass guide book says this place cost 600 JPY. By the time we got there, it says 1500 JPY for combination price to visit 3 temples inside it, with discount it gets to 1300 JPY, and we HAVE to get the combination ticket even we only want to visit the garden. I think it's a total rip off. Even a spectacular place as fushimi inari cost you nothing to visit. Most other shrines or temples in Kyoto cost up to 500 JPY only. So I we're quite unhappy with this surprise.",no,,view review
Pathanee Opaskornkul,2017-03-31 09:20:44,4,1,"I ve been here today ,not so many people but rainny all day , the flowers wasn't fully bloom yet . there are few of them blooming but still beautiful .





",yes,,view review
邱悠悠,2017-04-03 12:13:44,5,0,"Cherry blossoms with wonderful sightings
",yes,,view review
Ren Asano,2017-04-09 16:14:56,4,11,"めっちゃ綺麗やよー❢❢
(*｀ω´)b 『COOOOL💓❤』











",yes,,view review
Chris Tredoux,2017-07-20 14:02:45,5,0,"A real hidden gem and few tourists.


",yes,,view review
Giulia Brunetti,2017-08-02 08:15:21,5,2,"I preferred this one instead of Kiyomizu-dera or Golden Shrine because it was a peaceful place without tourists. If you go to Kyoto, consider the idea in choosing alternative places to see like this, because the most famous ones are too messy and chaotic.",no,,view review
Janine Barthel,2018-01-16 14:22:17,5,0,The most beautiful temple ever in autumn. I'm so happy I finally came here. It's absolutely stunning and getting there by bus is fun.,no,,view review
