Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Benedict Uy,2017-02-16 01:32:14,5,2,"This temple is known for its 1000 Kannon statues. The wooden sculptures were all carved by hand and each one looks slightly different even though they all had the same items in each of their hands. There is also the main larger statue in the middle of all the smaller ones. Apart from the Kannon there were also statues of the other deities with English descriptions.
You need to take off your shoes but they provide bags for you to carry it around.
The grounds outside is quite nice, with a pond and shrine around the ground.
It is a bit out of the way but you can catch a bus to get here and it is quite a sight to behold.











",yes,,view review
Edward T,2017-03-04 10:20:23,5,2,"Magnificent. Easy access from Kyoto station by bus. Purchase a day pass of ¥500 and you can visit a few places in Kyoto. Bus 100, 206, 208 from Kyoto station will take you there. Alight at Shichi-jo dori and follow the sign board to the entrance of Sanjusangen-do.

Sanjusangen-do is a Buddhist temple at Higashiyama district of Kyoto. Officially known as 'Rengeo-in', it means hall of lotus king. The name of the temple refers to Hall with thirty three space between columns, reflects the architectural construction. It houses thousand armed Kannon Statues made of Japanese cypress clad with gold leaf.

A must-see temple when you are in Kyoto.

From the same bus stop you may continue to take the bus to Kiyomizu-dera.










",yes,,view review
Don Vittorio,2017-03-29 00:35:19,4,2,"This shrine is a smaller area and the outside ground is not so impressive. But it is a large open area and good for taking photos. There are sakura trees and if you are lucky they are in bloom when you visit.
The main beauty of this shrine is inside the main building. It is one of the most impressive and striking displays I've seen. Thousands of golden Buddha statues. It is such a peaceful and powerful place to visit and experience. You can feel the history. They have English descriptions of the different deities on display. Unfortunately photography inside the building is prohibited. But you must visit here.



",yes,,view review
Rob Mohr,2017-04-04 06:32:35,5,1,"Great history and story from this temple. One of my favorites in Kyoto! You can't take photos inside, but it's amazing.

",yes,,view review
Luke Phang,2017-04-10 12:31:24,4,1,"I didn't know why we decided to visit this place, but I guess it's because they have 1001 statues of Buddha in this long hall. Other than that there's nothing much, but staring into 1001 statues of Buddha can be quite an experience. I felt awed at the sheer number of the statues but if you're not someone who can appreciate works of art and labour then you might want to skip this place. It's not that easy to reach and there's are not many other attractions around this place.
",yes,,view review
KIRAN SAWANT,2018-01-08 13:38:39,3,0,"iconic buddhist temple. saw lot of Indian god/ goddess name like  Vishnu deva, Laxmi devta, Indra







",yes,,view review
J Momoko,2018-06-12 13:12:28,5,0,"I don't know how to describe this place. Just a must see spot in Kyoto or Japan.
You may find your favorite one out of 1001 statues there.






",yes,,view review
Momo Tsukino,2018-07-19 07:57:56,5,0,"This is one of the best places I have visited in Japan. Photos are not allowed to be taken once inside as the Buddhas are very sacred. You will notice that the faces of the statues are different from each other which means they were carved by different people.



",yes,,view review
Joanie,2018-08-05 09:09:26,4,0,"It's very beautiful and unique and quite underrated. The only downside is that you have to pay ¥600 yet you can't take any photos. But I guess we have to respect that. Really recommended.


",yes,,view review
Kevin Zhao,2018-09-01 09:37:27,5,0,"Beautiful Budda statues but we can't take photos. There are 1001 of them. There is a little descriptions for couple main statues. Good place to worship, pray, and clear your mind.


",yes,,view review
