Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Trans-word plus TGM,2016-07-25 10:40:22,5,0,Very impressive structure with pretty garden space in its front up on the hill.,no,,view review
Gwendolyn Wong,2017-03-09 07:18:27,2,0,"Photography is not allowed everywhere. Little display with explanation, even in Japanese. Flooring can become so cold. Entrance fee 600 yen. Tea house (architecture) is closed, need to pay 1000 yen extra for viewing.",no,,view review
Jack Poon,2017-10-26 01:17:38,2,0,Nice and harmonious place. Photography is not allowed. This place is like a museum with many Japanese paintings and art pieces. Good visit if you run out of places to go.,no,,view review
Adrian J. Lee,2017-11-25 05:15:01,3,0,Outside was impressed but Nothing special inside.,no,,view review
岡山厚夫,2017-11-30 13:29:27,5,0," I went to see the last autumn leaves🍁 of the year on November 30th. Some trees were still in full bloom, but they were scattered. Valuable materials of historical monzeki temples were also exhibited! informative.

",yes,Japanese,view review
黄緑・緑・青緑,2018-01-03 12:26:30,4,3," After the autumn tourist season ended, I visited the quiet Manshuin Temple, but unfortunately the weather was cold and the roof was still being dubbed, so it was a pity that I could not see the entire garden. (If you can't see the whole garden, shouldn't the admission fee be a little lower?)
However, the pine branches in the garden withered in winter, which can be seen from the Daishoin, are wonderful and worth seeing.
(I wrote a little more about my impressions in ""Secret Pleasure. Part 3"". If you are interested, please check it out.)

",yes,Japanese,view review
Yosuke Suzuki,2018-03-23 06:27:24,5,0,Serene temple with beautiful garden far from tourist crowd.,no,,view review
Alexander,2018-04-08 10:04:09,5,0,"Unlike central Kyōto, this place looks quite and peaceful. The temple has many little details and the garden looks fantastic. The sign says that photography isn’t allowed, but I guess you’re not allowed to take photos of old items. Anyway, I freely took photos of the garden and walkways and nobody told me anything.",no,,view review
zaucats,2018-04-29 08:37:13,5,1," Introducing the fresh green Manshuin. The path from the Imperial Envoy Gate to this approach is all green. The number of worshipers is rather small. This is because the number of tourists from overseas, who are now very large, does not reach Manju-in Temple. In the first place, because the road on the way is narrow, large buses for groups cannot enter the gate.
You can see this famous garden from the wet veranda covered with a red carpet as much as you want without being disturbed by other people. It's neither hot nor cold, it's a really nice season.

",yes,Japanese,view review
ミカエル小栗の讃美歌と癒やし,2018-07-20 09:08:09,4,1," A calm temple with a beautiful garden. Azaleas and autumn leaves are also beautiful. It is close to the Shugakuin Imperial Villa, and the rural scenery on the way there is also wonderful. A temple associated with the imperial family. There is also a ghost hanging scroll・

",yes,Japanese,view review
Mindy Lin,2019-01-02 13:48:19,4,0,Beautiful garden with colorful maples.,no,,view review
Camry 2104,2019-01-21 11:16:28,5,1," It is located in a contrasting position with Shugakuin Imperial Villa across the Otowa River that flows from Mt. Hiei. Manshu-in Temple is one of the five monzeki temples of the Tendai sect of Buddhism. It is said to be a small Katsura Imperial Villa because it is related to the Hachijonomiya family who built the Katsura Imperial Villa. Quite different from the impression. I especially liked the combination of the moss-covered earthen walls in front of the Imperial Envoy Gate and the autumn foliage.

",yes,Japanese,view review
Vincent Chen,2019-03-02 09:46:16,5,0,Small but beautiful,no,,view review
大師,2019-03-05 13:18:16,5,0,"so beautyful
",yes,,view review
西島三郎,2019-03-17 12:46:13,5,3," Manshu-in Temple is located further back from Sagimori Shrine, which enshrines Susanoo-no-Mikoto, when you go Kitashirakawa-dori Shugakuin towards the foot of Hiei. There was a time when he concurrently served as a manager (betto) of Kitano Tenmangu Shrine, one of the temples of the Tendai sect. Kitashirakawa Betto-cho remains as the name of the place. It is a famous temple that is also called a small Katsura Imperial Villa. The photos are basically 🆖, but only the garden is 🆗, so check it out! There are many valuable cultural assets such as Amida Nyorai, the principal image of worship, and Fudo Myo-o, a national treasure. Normally, the entrance is used as a kitchen, but here it's very rare that there is a kitchen in the middle for entertaining guests, so check it out! Finally, many decades ago, there was a hanging scroll of a ghost entrusted to me by a temple in Maibara City, Shiga Prefecture, and many people visited it to see scary things! It's already been returned, but it's not here now, but there were two other ghost hanging scrolls! You'll meet him at the end of the route, so be prepared!

",yes,Japanese,view review
