Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Avi Steinberg,2014-11-23 09:48:24,5,0,Good.,no,,view review
Mbuh Plus,2015-09-25 02:12:18,4,0,Clean. Free. What do you need anymore?,no,,view review
Iwoulddoit Allagain,2016-07-20 00:33:50,4,0,"Not the best, but still a Beautiful temple :)",no,,view review
Trans-word plus TGM,2016-07-29 01:19:47,4,2,"Toyokuni Shrine is a Shinto shrine located in Higashiyama-ku. It was built in 1599 to commemorate Toyotomi Hideyoshi who was one of the 3 greatest unifiers of Warring States Period of Japan. It is the location of the first tamaya ( a Shinto altar for ancestor worship ) ever constructed, which was later destroyed by the Tokugawa clan to forbid the worship of Toyotomi.

This shrine is the official tomb and shrine of Toyotomi Hideyoshi, who died in 1598 in Kyoto.

Nobles, priests, warriors, and townspeople gathered at the shrine to celebrate the anniversary of Hideyoshi's apotheosis  神として祀ること　with banquets, musical recitals, and boisterous festivity. The shrine was closed by Tokugawa Ieyasu in June 1615 ""to discourage these unseemly displays of loyalty to a man he had eclipsed.""

The Meiji Emperor directed that the shrine be restored in 1868. In 1897, the tercentenary  ３００年記念  of Hideyoshi was celebrated at this site.

( Trans-word+ TGM )",no,,view review
aaron meldahl,2017-01-14 13:49:15,4,3,"A shrine dedicated to Hideyoshi Toyotomi, who started out as a lowly assistant and ended up as the reunifier of Japan and its most powerful ruler at the time. It's nothing to go out of your way for, but might as well stop by if you're in the area. Good views to the west and you can get a strap with little golden sandals to wish for promotion or advancement.",no,,view review
Rui Gomes,2017-07-16 14:59:44,3,0,"Yet another shrine.


",yes,,view review
David Schmidt,2017-09-12 03:59:44,4,0,Pretty but not much to see on a regular day.,no,,view review
amano jaku,2017-09-20 11:34:20,5,0,"A very nice small temple. they have a garden around the temple . They offer fourtune draw,  wish plates and ammulets also cheap parking for cars 150 yen per half hour. they have a bathroom here.





",yes,,view review
Kayla Axen,2018-04-08 02:26:23,5,1,Lovely shrine. Not busy. Got a beautiful goshuin,no,,view review
RichS,2018-06-28 08:57:13,4,2,"Small place not really worth going out of your way for but a definitely visit if you're nearby. We stayed only a block away and visited a few times in our week here. Nice peaceful place.  Huge beautiful bell next door.



",yes,,view review
Ronn B Herat,2018-06-28 11:19:46,4,2,Small and beautiful shrine. Nice to visit there,no,,view review
TAKAYUKI SAKAI,2019-01-02 07:37:39,5,1,Good place.,no,,view review
Matthew Sherren,2019-01-26 11:01:47,5,1,A beautiful sightseeing temple in kyoto,no,,view review
Ian Gore,2019-02-22 23:43:46,3,0,"Small shrine here, but if you happen to be going this way why not stop by?



",yes,,view review
Michal Ujda,2019-04-08 08:09:01,5,0,Gorgeous bell with intricate ceiling paintings,no,,view review
Brenda Y,2019-04-22 01:23:48,4,1,"Quiet and comfortable envirnoment for spending time with friends and enjoy the yummy breakfast here 😋



",yes,,view review
v. lim,2019-04-24 06:56:11,5,0,"Beautiful shrine, main building was adorned with intricate carvings and gold details. Went via public bus and entered via a side entrance, which had a sign that allowed entry via a small walkway.

For fans of Touken Ranbu, this is the home shrine for Honebami. You may get character-related memorabilia from the shrine office, which is partially decorated with Honebami merchandise and artwork.




",yes,,view review
