Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
まきまき,2016-05-03 08:11:14,3,0,Bp,no,,view review
Thomas Schmitz,2017-04-12 04:56:01,5,2,They display soccer balls and other sports untensils. I never came across a shrine like this before. A nice experience I made by chance. :),no,,view review
十六夜[苺],2017-12-04 21:02:05,4,5," (17/12/03)
I received a red stamp.
It is only for horizontal writing.
(15/10/08)
I received a red stamp.

There is an original goshuin book (a picture of Kemari being played on a white background).

Main enshrined deity
Emperor Sutoku (75th Emperor)
Emperor Junnin (47th Emperor)
Former company status: Kanpei Taisha
Formerly known as Shiramine Shrine
main festival
Emperor Junnin Festival: April 14
Emperor Sutoku Festival: September 21st

The site of the mansion of the Asukai family, the court nobles who were the head families of kemari.
The Seidaimyojin of Sessha is the guardian deity of kemari, ball games in general, and sports.

Subway Karasuma Line: 700m from Imadegawa Station.
Municipal Bus: 250m from Horikawa-Imadegawa bus stop.
There is a parking space in the precincts that entered from the torii of Imadegawa-dori.

",yes,Japanese,view review
Yonton Kormar,2017-12-05 12:54:50,5,2," The football-based shrine is very interesting, the clergy will also play football with the students, and football can also be turned into a tribute!

",yes,Chinese,view review
NISEN ROUTE,2017-12-29 00:56:11,5,3," It's not a big shrine, but you can enjoy it quite a lot because the kemari court is recreated and there are a lot of soccer balls. The guy at the shop is also kind.
The shrine is full of things related to soccer.
Worth a visit.

",yes,Japanese,view review
Vicky Huang,2018-01-12 11:33:25,4,3," It is a very special and interesting shrine dedicated to praying for various ball games. The origin is the ancient Cuju.

",yes,Chinese,view review
Aldo,2018-01-17 22:29:20,5,1,"Beaitiful little Shrine in the middle of modern buildings, the white little stones in the floor looks like a Zen garden and you can find a special place with signed sports balls.",no,,view review
北幸代,2018-01-21 06:18:23,3,2," A shrine built in 1868 on the site of the mansion of the Asukai family, the head family of kemari. Seidaimyojin is revered as the god of Kemari. It is famous for the kemari monument where you can make a wish while going around the stone ball.

",yes,Japanese,view review
大納言はぴ子,2018-04-20 06:39:31,5,2," It seems to be a shrine deeply related to Kemari,
Now it is said that there are benefits to ball games and sports in general,
It seems that many athletes are visiting.
There is a Kemari monument, and the bus guide said that if you circle the ball once, you will receive good luck.

There are many kinds of amulets in the shrine office.
Next to it was like a washroom
When borrowing, be sure to call out to the shrine office! There was a poster saying.
The people who work here are also sports people and have a strict image of courtesy.

You can purchase a map of the precincts for 100 yen.

",yes,Japanese,view review
Yasuyuki Kashimoto,2018-10-14 08:46:04,4,2," Are you practicing Kemari at the shrine? was done. I was healed with a peaceful feeling.

",yes,Japanese,view review
Hikaru Suzuo,2018-11-08 02:08:20,5,3," I came to worship at Senryusha to break bad relationships and bring good ones.
Senryusha also has sacred water, so my friend brought me an empty plastic bottle, so I will return with the sacred water in hopes of good luck.
This Shiramine Jingu seems to have a goshuin, but it seems that you will be handed the paper that has already been completed instead of entering it in the goshuin book. By the way, the stamp fee is 500 yen.

May new good luck come your way😁

",yes,Japanese,view review
Takahiro Matsumoto,2019-03-10 12:34:18,5,3," It seems that many people involved in soccer, volleyball, basketball, etc., are visiting the god of sports. It was interesting just looking at the colored paper and the balls that were dedicated. The bus stop was right next to it, so it was very convenient.

",yes,Japanese,view review
ショコラスペシャル,2019-03-31 00:06:21,4,1," It seems to be famous for the god of Kemari, and various athletes from all over the country, including the Japanese national soccer team SAMURAI BLUE and Nadeshiko Japan, visit here. I also bought an amulet for my favorite soccer player!

",yes,Japanese,view review
Larry La Raia,2019-04-20 13:30:40,5,1,Peaceful and serene.,no,,view review
のんたむ,2019-04-29 11:42:07,5,3," It is a shrine that benefits the improvement of ball games such as soccer. Although it faces Imadegawa-dori, the grounds have a quiet and solemn atmosphere. When I visited, the double cherry blossoms in the precincts were in full bloom.

",yes,Japanese,view review
Chloe Lomas,2019-06-02 01:42:29,5,0,"Simply stunning! So peaceful too, none of the signs are in English though so if you want to learn something use Google translate to select the text and translate to English.",no,,view review
Do Cong Thuan,2019-06-06 04:35:53,5,0,Ok,no,,view review
Андрей Жуков,2019-06-28 12:52:00,5,1,Nice place,no,,view review
角木美穂,2019-07-01 07:32:50,4,2," It is a place associated with the imperial family, and is a famous shrine for praying for progress in sports and performing arts.
It is characterized by the balls and autographs that the players put in here and there.

",yes,Japanese,view review
