Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
JaeHee Park,2016-09-01 16:41:57,5,0,"Kuhune shrine is the most pretty shrine in the mountain i think. The lights are so beautiful and the place is cool cause of small river.
















",yes,,view review
Dennis G,2017-06-27 05:29:32,5,0,"Heaven here...onstream dining...time to put away smart phone and wash life stresses downstream...bliss
",yes,,view review
Makoto Nakagawa,2017-12-12 20:56:09,5,2,"Kibine shrine is one of the most famous five shrines in Kyoto. It stands on deep mountain sight Kurama. Very beautiful place to visit all through the year. And it is generally said that the god of the shrine provides good husband or wife for you. We can enjoy seeing nice sights in four seasons.














",yes,,view review
Vita Vita,2017-12-14 05:55:49,5,0,"i might go there again to explore more.. this place might take half day to explore...










",yes,,view review
John C,2017-12-24 16:31:11,5,0,"Beautiful temple. Highly recommended.





",yes,,view review
Colleen Chong,2018-01-14 04:18:49,5,0,"A must visit Shrine in Kyoto. Personally, i highly recommended! One thing special about this Shrine is the Omikuji , where your fortune will reveal from the blessing of the Water God. Moreover, this place is peaceful and less crowded compared to other Shrines.



",yes,,view review
Peter Tuffin,2018-05-21 12:25:02,5,1,"We started in Kibune getting lunch from the soba place first (I had mountain vegetables and it was delicious).  The hike is enough to make you breathe hard but rewarding with many shrines along the way.  The temple itself is lovely,  perched in the trees,  Vermillion on green. I would really highly recommend the Karuma Onsen around the corner afterwards, a geothermally heated outdoor (or indoor if you like) bath.  Seperate for men and women as you enter in your birthday suit!",no,,view review
Aya Murakami,2018-06-21 09:29:06,5,1,"One of my favourite shrines in Kyoto.
The photo was taken on the New Year’s day of 2018.
It’s located slightly in a remote area, in the mountain north of the city. The way to the shrine is also so peaceful and quiet and I love the atmosphere in the area.
If I were a tourist and staying in Kyoto for a couple of days, I would definitely choose here for a visit than other super touristic areas in the city.





",yes,,view review
Liu Ven,2018-06-22 15:43:28,4,1,"Amazing beautiful traditional Japanese temple but a little bit far from center of Kyoto city! Still worthy take time to here😍😍😍















































",yes,,view review
Anna Truffet,2018-07-15 09:12:11,4,0,"Would recommend, especially if you walk from my kurama. Really quiet, relaxing but difficult hike. But definitely worth it.


",yes,,view review
Edison Chan,2018-07-23 15:19:45,5,0,"A very peaceful and humble temple. It is famous for fortune telling with water and wishing for relationship.




",yes,,view review
Joanie,2018-08-05 08:54:26,5,3,"Very very beautiful and unique! I don't regret coming here, no matter how far it is from the city center. You must definitely buy the mizu omikuji here which is unique, unlike the usual omikujis. There are 3 gates, if i'm not mistaken, and the gate nearest to the train station is where they sell the omikuji. It may be difficult for elderly and as you have to climb up so many stairs, but for tourists or backpackers, it is a must go! Definitely coming back here again!


",yes,,view review
P.Thanataon Golf,2019-01-09 10:50:56,5,0,I love the scenery and very excited to omiguchi which you have to float in the water and the fortune will appear they even have QR for English and other several languages translation. I recommend you to go early for avoiding the crowd but it is quite far for walking. Early in the morning there are still no bus but you can catch the bus back to the station at about 10am which you will meet a lot of people waiting for the bus to go to the shrine.,no,,view review
Dai Didor,2019-02-20 04:10:33,5,0,"Peaceful cute shrine in the mountain. Water fortune telling paper was fun and authentic, don’t need to worry if you can’t understand Japanese, there’s English and Chinese translation if you scan the QR code. The couple trees are amazing too.


",yes,,view review
Pierre & Ju Haye,2019-03-31 02:07:48,5,0,Delightful and peaceful shrine! The stairway to the shrine is stunning and the area lovely. We also enjoyed a walk in the small town; this is really atmospheric. The walk from the train station is not great; planned for small change if you want to take the bus,no,,view review
Jean (Kyoto Local),2019-04-03 14:11:21,5,0,"Beautiful during the snow time! Would love to visit again in the summer to go on the trail :)
















",yes,,view review
Troy Huang,2019-04-05 12:54:33,5,0,"it's a MUST MUST MUST visit place in Kyoto.
beautiful view, and delicious food.








",yes,,view review
N. Berger,2019-04-06 07:47:19,5,0,"Historical place. Country side! But near to Kyoto




",yes,,view review
Gary Collins,2019-04-19 09:21:55,4,0,"KIFUNE JINJA SHRINE
Kifune (close to Kurama)

A SPECIAL ANCIENT SHRINE

As we were walking through the village of Hifune we noticed a lovely stairway going up to the shrine on both sides which is very picturesque and makes you feel like your in a tail from ancient Japanese story.

The shrine itself is obviously an important symbol for the village so please ensure you show the same respect for the shrine as the locals do and not like typical tourists pushing locals out of the way to take a snapshot which we regularly see.

Enjoy the peace and tranquility the shrine offers spending time to contemplate and summarise your visit to Kifune.

Recommendations
If your in Kifune take a moment to see the shrine, its quite relaxing and offers a break on your route back to the station.

#garystribe #letsguide #localguides #travelblogger #travelideas #japan #japantravel

















",yes,,view review
Dan “Danny” T,2019-05-16 04:12:45,5,0,"We hiked from Kamakura to Kifune, and while the former is nice, the latter's picturesque beauty made for an amazing experience :)




",yes,,view review
Brightscales,2019-05-18 21:38:14,3,0,"It's a nice but small shrine. The water fortune is fun. You put it in the water and your fortune appears, there is a QR code to translate it to English. The little street it's very charming but busy. I preferred the kurama shrine on the other side of the hill.",no,,view review
