Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Radhiyatam Mardhiyah,2016-11-13 02:25:44,5,2,"Beautiful temple! We went there on a weekday around 10am, although the place was a little bit crowded, the atmosphere was still nice and peaceful. On the rock garden which is viewed from the veranda of the Abbot's Residence, you can see the white sand that covers the garden (25 meters in width and 10 meters deep), with 15 rocks scattered in five locations in a simple yet beautiful design. It is said that no matter your location on the veranda, you cannot see all of the rocks!

",yes,,view review
Jamie Matthews,2017-04-06 15:16:59,3,0,"Nice temple with the famous rock garden. We really enjoyed the walking around the pond which is actually free. The admission to the rock garden is pricy and I don't think is that interesting in my opinion.










",yes,,view review
天羽亮,2017-12-03 07:16:31,5,1,"One of the most famous rock gardens in the world. There are 15 stones, but one cannot see all 15 from any position in the temple.  Just amazing! One can sit there for hours and enjoy the scenery. Outside, the gardens in autumn are amazing with a rainbow of colors to enjoy. The more time I spend here, the more I love it.



",yes,,view review
Collin M,2017-12-03 15:44:06,5,0,"Very lovely, small sitting meditation temple. Serene beauty. We went when it first opened to avoid the crowd and be able to enjoy the rocks, and the beauty of the place combined with the sunrise made it easy to be peacefully mindful.

",yes,,view review
Abhishek Ghosh,2017-12-16 16:38:31,5,0,"I would say this is not for everyone. Highly recommended if you enjoy nature and peace. The zen Buddhist has created an orthogonal design of nature which appears more marvelous the longer you look at it. I would recommend to sit down at the stone garden and pondering over the structures. Again, not for everyone!









",yes,,view review
Marc-Olivier Lelièvre,2018-04-14 17:20:53,4,0,"I visited the temple and gardens on a Wednesday around midday, and was pleasantly surprised to see how few tourists there were (I'm not sure if it was because it was windy/cloudy with chances of rain). The temple's location isn't directly on a JR line or subway line, but it was not too difficult to find. Take the JR to Uzumasa station, walk a few hundred metres to the Satsueisho-mae trolley station, and take the trolley headed towards Ryoanji. There were clear directions provided in English from Uzumasa station, and once at Satsueisho-mae, there are also clear directives in English (including fare structure and which direction you need to head in depending on where you need to go). Get off the trolley at Ryoanji station and walk through the streets until you reach the temple area. I was so impressed to see clear signs in English marking the way through the streets towards the temple. The area seems to be very tourist friendly.
The temple itself costs 500 yen, and includes access to the temple and UNESCO rock garden, as well as other gardens on the property and the trail leading around the pond. The rock garden is quite bare and simplistic, so don't go expecting anything too crazy. Also, although there were not too many tourists, there were still enough to take away from the ""zen"" feel of the garden. You will not be able to sit peacefully and meditate unless you come early and before the masses.
There was a beautiful garden after the temple/rock garden but not much else. If you're not that into temples and gardens, it may not be the most exciting spot to visit.





",yes,,view review
K E.,2018-07-28 13:26:11,5,0,"This place is good for people who seeks meditation. The main area is a “no speak area”. I visited Ryōan-ji on Mid December, the place is not crowded around 9am - noon.











",yes,,view review
Simón Vega,2018-12-02 13:21:36,5,2,"Beautiful, serene. Zen rock garden is amazing but because the sitting area is not that big it felt crowded, with all the  people it’s hard to really get to experience it as one should. Despite that amazing and the gardens around didn’t feel as crowded at all. Loved it.




",yes,,view review
Abel Gray,2018-12-16 13:53:23,5,5,"Beautiful grounds with a nice walk through to see everything. The rock garden itself is amazing. After dealing with crazy crowds at other places it was refreshing to see people here being quiet and respectful. Everyone had a chance to sit at the front to take pictures and contemplate the garden.

We came about one hour before closing and it was the perfect time. The large tour busses were gone so it was not crowded at all. Your milage may vary depending on when you arrive.





",yes,,view review
Adams_coffee,2019-01-06 00:21:13,5,0,"An incredible place and I would say a must if you’re in the city for the first time. The rock garden and its surrounding gardens and ponds are simply incredible.




",yes,,view review
