Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Markus Hoffmann,2015-08-19 04:48:01,5,0,Most silent place in town!,no,,view review
Matt Short,2016-10-28 09:03:45,4,0,"This temple is a little off the tourist track which meant that it was far less busy than others that we visited. There was still plenty to see at this temple.

",yes,,view review
sahithya baskaran,2017-02-22 05:40:56,5,0,"Chanced upon this while walking towards daikakuji. So glad we went in, very quiet temple frequented mainly by locals and away from the crowds. Next to koyasan, this was the only temple where I found peace during the popular autumn tourist season. The Buddha statue here is also historically significant. Not sure why this is so understated.",no,,view review
Mimi Jin,2017-04-26 11:45:51,5,2,"I visited this temple today @11:00am, sat in front of temple for a break, then head to next temple, totally forgot about the purse left behind me. Half hour later I realize the loss of purse and rushed back to this temple. Blessings by Holy Buddha, with the help of staff in temple, they returned me my purse with passport in it. But a decent amount of money missed. This is a bitter sweet experience. I should be so grateful to recover the passport, but I really want to tell the person who took the money as following: if you are in this temple, you are already in path of searching spiritual peace. Money present big temptation for weak soul, and by taking away the money that does not belong to you, you add burden to your life. Today is a raining day, I learned big lesson here.",no,,view review
yuelin li,2017-09-29 00:54:18,5,0,"It's a very quiet place to stay for hours





",yes,,view review
Fernando Paes Martin,2017-10-16 12:44:17,5,0,"Peaceful and quite temple with beautiful gardens and exteriors. We didn't come inside but still worth the visit. While Tenryū-ji Temple was overcrowded and we couldnt enjoy it, Seiryo was almost empty.






",yes,,view review
Jack Poon,2017-10-27 05:19:52,4,1,This turns out to be a great photo place. It’s on the path from Gion-ji to Dakuki-ji. Make sure you drop by your instead of walking thru the road.,no,,view review
Trans-word plus TGM,2018-08-30 22:35:07,5,0,"Very nice and quiet here




",yes,,view review
Andy Kang,2018-11-10 01:50:23,3,0,Pretty big temple. Nothing special but good walk for a free entrance,no,,view review
John Leonard,2018-11-28 09:49:50,5,0,"Far from the crowds. You may be alone here!
That is reason enough to visit. It's beautiful. Nice garden. Great wooden walkway. An a unique gallery of artifacts. Been to over 30 kyoto temples, that gallery was a first.",no,,view review
gerardo espinosa,2019-01-11 00:24:41,5,0,"Beautiful spot





",yes,,view review
Julien Chabe,2019-04-21 03:07:37,2,0,Just passed by and didn't find it awesome. There are better temples. It was also crowded as the bamboo alley is nearby.,no,,view review
OYETAYO OYEBODE,2019-04-23 10:10:55,5,0,Nice place to be,no,,view review
Thom Werthman,2019-05-05 18:34:20,5,0,"Lovely site, enjoy the tranquility of the grounds",no,,view review
kimberly Christian,2019-05-10 01:32:04,5,0,Beautiful!! Such a wonderful experience. Note that you are not able to take pictures in the temples and must remove shoes. Its about 400 yen per adult,no,,view review
SDM,2019-05-11 07:28:58,4,0,"Gets better and more peaceful the higher up the mountain you go.


",yes,,view review
Naresh Sharma,2019-05-25 13:58:57,5,0,Meditative Temple,no,,view review
