Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Mr Bob,2016-05-10 09:48:34,5,0,This quiet little temple complex would be easy to overlook but you would find the short walk getting here well worth the effort. I visited many temples during Golden Week but I was most impressed with the simplicity and natural beauty of this place. The surrounding gardens are well laid out and not over tended. So many places have swarms of workers really overdoing the groundskeeping. This garden is in great condition but not overdone and very natural looking.,no,,view review
Hsing Fan,2016-11-13 16:17:52,5,1,"The best place for maple leaves watching.
It's quiet, peaceful and when you walk to the top you can actually overlook the whole Kyoto city.
Entrance fee is ¥400 per person. Totally worthy.",no,,view review
Erin Noxon,2017-06-03 06:21:43,5,2,"What a gorgeous hidden gem! Called the Green Maple, there are so many colors of green that you can't name them all. The Moss is so gorgeous and I can't wait to go in the fall to see the maples when they change color! Such a beautiful place, just off the beaten path. I can't believe I left the super crowded main street and there was hardly anyone here. Perfect place to feel at peace... And what a great view!",no,,view review
J Teoh,2017-09-05 06:44:54,4,0,Jojakko-ji Temple is a quaint temple on the main Arashiyama tourist route that offers a chance to escape the crowds that swarms the area. A good little enclave to explore before heading to the forest.,no,,view review
Joffrey F,2017-09-18 03:26:23,5,0,"Serene, off the beaten path. A nice break from the crowd


",yes,,view review
Jack Poon,2017-10-27 04:20:31,4,0,Very nice and harmonious garden with plenty of photographic subjects. The red maple leaves would have been gorgeous here. Be prepare to do some climbing.,no,,view review
Xiangchuan Kong,2017-10-30 12:04:05,5,0,"To me probably the best place I visited in Kyoto. The temple is quite, no mass tourists, a place you can really enjoy yourself and find peace.





",yes,,view review
Luca Cortese,2017-11-12 22:24:29,5,0,"Amazing temple in Arashiyama, one of the best in the area, in my humble opinion. And it’s very close to bamboo grove and Okochi Sanso Villa Gardens. These pictures have been taken in late October 2017, too early for Autumn foliage sadly.




",yes,,view review
Thomas C,2017-11-26 14:16:23,4,0,"A very picturesque shrine with good foliage. The stairs leading up to the temple are one of its most photographed scenes. The main drawback here is it's highly trafficked -- in fact the most of the dozens I've been to in Kyoto. It was very difficult to take any kind of photos here without people obstructing you.




",yes,,view review
Daniel Lim,2017-11-29 08:38:08,4,1,"Way Better than expected. The highlight here is small section of bamboo with autumn color background. I don’t think one can get photos with such setting elsewhere! Plenty of fall colors that would put you in awe. Not many people, may be it was rain. Love it!",no,,view review
Kristy,2017-12-02 01:18:52,5,1,"What a treat to go during the fall! Easily the best place to view Kyoto's fall foliage, yet this temple isn't well cited in many travel guides. Easily our favorite place we visited in Arashiyama district. You can get a great view of the city by climbing up to the vista point.

",yes,,view review
赤玉,2017-12-04 08:41:15,5,0,"About 15min to Hankyu Arashiyama station







",yes,,view review
Jun Zh,2018-02-01 05:24:21,5,0,"A place to settle down our busy mind♥️





",yes,,view review
Tom Ashworth,2018-04-08 03:58:18,5,0,"Beautiful! Much more peaceful than Tenryu-ji.




",yes,,view review
lex,2018-05-08 02:49:39,5,0,"Definitely underated attraction spot. Its still beautiful eventhough the period i went cherry blossom period already end. By far the most beautiful temple i went in Japan, if u like natural, thn this is place for u",no,,view review
Bart Claeys,2018-05-26 05:46:39,5,0,"Peaceful area with a temple on top from which you get a nice view over Kyoto (walk beyond the temple, a bit higher). Great stop to escape the crowds, enjoy the silence, hear the birds and frogs. Cost: 500 yen. Plus, there is free Wi-Fi 😀 and convenient free bike parking.",no,,view review
Xian Jie Lee (XJ),2018-06-10 03:05:45,5,0,"Jojakko-in is a good place to get away from the crowds at the bamboo forest. Its gardens are brilliant-green with moss in the summer and there are toads croaking in the tiny pond at the top. It’s well worth the admission fee of ¥500.


",yes,,view review
YJ C,2018-09-10 11:14:15,5,1,"If you only do one temple in Kyoto, this is the one to go to.
On a rainy September morning at 10am, I was nearly the only person wandering the grounds, so I had the viewpoint at the top all to myself. This is probably closer to how temples are meant to be experienced, than as part of a never ending crowd.
Incredible greens on the mossy hills and so many trees sprawling over the stone steps - how can anyone not find this beautiful?",no,,view review
Ben Hsu,2018-10-31 11:31:15,5,1,"The temple has beautiful garden and moss on the ground. The maple leaf season of the temple is around late October to mid November, and it is very crowded especially in weekend.  Temple is not extraordinarily large, but its garden is extraordinarily excellent and has high reputation among local Japanese and Japanese garden designers for its moss, tree garden, and fall maple leave beauty.

While temple has very beautiful garden, the temple does not have much religious worship or chatting practice.  It appears that the temple is selling its garden as a tour attraction, and visitors can enjoy garden beauty with serenity.

It takes about 20 minutes of walking distance from Arashiyama Randen train station to the temple, and most popular route is to walk through famous Arashiyama Bamboo Gloves trails.

The temple does not have handicapped access or parking, because the temple was built on mountain slope and requires moderate mountain steps climbing.  However, visitors have options to climb up mountain steps straight line directly or go up on ""Z"" shape step climbing, which is more suitable for the seniors.

The temple does have toilets, but no vending machine or gift shop selling any drink.  Although there's a coffee shop near the temple, it does not open on some weekdays. Thus, visitors should prepare for or bring their own drinking water, especially in summer and other hot days.",no,,view review
Muhammad Hazmi Anas,2018-11-15 03:03:38,5,1,No word to describe. Too beautiful. With only 500Yen you can enjoy the amazing view. Just 10 min from the tourist place bamboo path.,no,,view review
Roanna K,2018-12-19 10:48:43,5,0,"Amazingly quiet, peaceful, not crowded (currently) temple where you can sit and experience the Japanese sense of wabi-sabi beauty. Also has a nice view of Kyoto through the trees!
",yes,,view review
Jaess Chin,2018-12-25 13:39:41,5,0,"Beautiful place!!! Especially during autumn period. Nice place for those who love the maple leaf.


",yes,,view review
Nick Beckers,2019-01-11 07:36:28,5,0,"Nice temple grounds, I really recommend to go to the top for a beautiful view of Kyoto.









",yes,,view review
fairus rahim,2019-02-14 03:27:37,5,0,Beautiful temple. Especially during fall/autumn. A perfect place to snap a photo. Also its near the arashiyama bamboo forest. My top list of the most beautiful temple when i was in kyoto. Hope the gov or people there can preserve and look after the places for many generation to come.,no,,view review
Darshan Karkar,2019-03-26 02:06:59,5,0,"There's a small entrance fee (500 yen), but it's totally worth the price. It's a beautiful Temple where you can easily spend an hour going down different paths to see different buildings.",no,,view review
Trinh Le,2019-03-31 22:48:49,5,0,"Yesterday we visited Jojakkoji Temple in Arashiyama and was blown away by its serene beauty. The temple was not far from the Bamboo Grove, but you could hardly see any big group of tourists. Even though it’s a popular autumn foliage watching spot, the sakura trees in the temple ground are just as gorgeous, and if you climb all the way to the hilltop, you’ll have a very good view of the city.





",yes,,view review
Herry Dai,2019-04-07 02:18:53,4,1,"Quite beautiful temple. Need close to an hour to fully explore. Some climbing required. Definitely appreciate the quietness compared to other busy tourist spots.





",yes,,view review
Julian Bharadwaj,2019-04-10 23:52:12,2,1,"Nice and small temple - I paid 1000 yen per adult. Ended up spending 20 minutes in here checking out the grounds and meditating for a bit. It does get crowded as the day goes by - so, the earlier you can come in (after they open of course), the better. Some nice views.",no,,view review
Kyla Hewson,2019-04-12 14:36:06,5,0,"Found this place unexpectedly, but it was worth the entry fee and very beautiful
",yes,,view review
Chris Hewson,2019-04-12 21:43:31,5,0,"A wonderfully quiet spot past the arashiyama bamboo grove. The admittance fee of 500¥ is worth it for everything you get to see. It doesn't take too long to walk around all the temple grounds but it is a very peaceful place if you wanted to sit and relax. There are bathrooms here as well.




",yes,,view review
Radames Cintra,2019-04-21 02:07:18,4,0,"The place is very beautiful and peaceful. Ideally try to get there by the time it opens around 9am. It is a good extension to the bamboo forest walk. There are a few steps to get to the top, but it is a very mild exercise. At the top of the temple there is a lookout in which you can see the city. It costs 500 Yen's for adults, 200 for children.",no,,view review
Marika,2019-04-29 04:34:05,5,0,"Amazing place ...I don't have words to describe it....you must go and see it

",yes,,view review
ロボ蘿蔔,2019-05-02 06:57:34,5,1,Perfect Temple with perfect scenic that you can see all of Arashiyama region when walking the highest point. The plantscaping here is also great when visiting in different seasons.,no,,view review
Andrea L,2019-05-03 11:42:29,5,0,My favorite temple in the area. Beautiful grounds and Japanese maples that probably look incredible in the autumn. I hear there is a black cat that wanders the property but it was sleeping at the entrance booth the day I visited,no,,view review
RJ Hill,2019-05-04 01:59:18,5,0,"A true paradise worth visiting. Be sure to walk to the highest point to get one of the best views of Kyoto. It is tranquil and serene and the garden has some very interesting flowers in spring/summer.
",yes,,view review
P K,2019-05-20 06:46:28,4,1,"Quiet, peaceful, beautiful, I wouldn’t mind walking around more. Some stairs but it’s an easy climb. Best viewed in the fall, when the leaves changes color.
Travel Date: Mid May, Monday at 12-1pm
Popularity: Few people",no,,view review
Dr. Anthony J. “Quantum Minister” Toledo,2019-05-22 07:07:17,4,0,"Beautiful temple with a nice view of the city.








",yes,,view review
Y P,2019-07-02 07:40:16,5,0,"Small and peaceful temple with beautiful garden. There are few steps to the top where you can have a nice view of the town.









",yes,,view review
Tee F Kay,2019-07-10 02:08:54,5,6,"A very beautiful temple embedded in a wonderfully made and maintained park landscape. When you get the winding ways up to the top you will have a nice view over the green Arashiyama.



",yes,,view review
ping yong,2019-07-15 03:08:43,5,0,"not main attraction of Arashiyama area, the name of the temple means ""always quiet"", very serenity & tranquil. great place to enjoy autumn red maple tree..
",yes,,view review
Kelvin Morrison,2019-08-12 11:24:48,4,2,"Very pretty place and great exercise.   The middle of summer might not be the best time to visit but it is very pretty and historic.   Please note that there is no food or drinking there so make sure you are plenty refreshed before you start having a wander through.






",yes,,view review
kitz kirti,2019-08-22 10:18:46,5,0,"It was a full of adventure as well as history involved in it....nuce time spent there...lots of buddhist learning...huge temples....very well maintained cleanliness slient meditation place highly recommended for people who are religious ....great garden great view...

",yes,,view review
Luke North,2019-09-05 02:16:22,4,0,"Great view at the top! Its very peaceful.


",yes,,view review
Marjorie Lasson,2019-09-19 15:16:17,5,0,"Off the tourist roads, a peaceful and very pleasant place. The view from their observatory is amazing. We were alone to enjoy the whole place!

",yes,,view review
Yuri Okada,2019-09-24 23:36:45,5,0,Beautiful and serene! It’s one of the most popular (and best) spots to capture the autumn foliage and admire the colourful leafs so it can get busy but it’s still worth a visit,no,,view review
Mel N,2019-09-29 23:32:53,5,1,"My absolute favourite temple so far. So serene, shady and such beautiful foliage. I went when everything was so lush and green. Make sure you get to the top for views over the city and mountains in the distance. The temple also has wifi and a resident cat.











",yes,,view review
Matěj Melichar,2019-10-21 13:29:46,5,0,"Beautiful walk through the garden of the temple located in forest in the hillside.


",yes,,view review
Josephine E.,2019-10-21 18:20:04,5,0,"Stunning temple with a wonderful view over Arashiyama. Very beautiful, especially in autumn when the maple leaves change colour.",no,,view review
Sunchai N,2019-10-22 11:55:41,5,0,"Nice temple in Asashirama area. Must visit.


",yes,,view review
Green Lining,2019-10-23 13:26:47,5,1,"Peaceful place to stroll through, away from the crowds of the bamboo forest (which is made underwhelming purely because of the hordes of western tourists). It's a welcome break to enter the serenity of this temple. The walk up to the top is more than worth it for a breathtaking view of Kyoto.",no,,view review
Rebecca,2019-10-28 10:37:56,5,0,"This is by far the best temple visit I've made in my entire Kyoto trip. I was a bit hesitant going in at first coz it didn't look very grand, as compared to the bigger temples, but I'm so glad I went. Everything here is covered with moss, and it looks so green and beautiful. There is this blanket of silence and tranquility the moment you step inside. It was incredibly relaxing and it felt like I was in another world. The city seems so far away. If you climb all the way to the top of the steps, you have this bird's-eye view of Arashiyama. The toilet is clean and also has WiFi, lol.",no,,view review
Dhaval Jani,2019-11-02 11:46:54,5,0,"Felt really good and beautiful place to visit






















",yes,,view review
Gino Pascual,2019-11-10 03:16:23,5,0,A nice place to visit during the fall part of the year when the leaves are changing and a good place to see the bamboo forest. Be sure to have shoes that are slightly suited for hiking so it makes it easier to walk around.,no,,view review
Stacey Roseman,2019-11-12 19:13:07,5,0,"This Temple was amazing! Beautiful view and so peaceful. Worth a visit if you are in Kyoto.





",yes,,view review
Eva Brännström,2019-11-15 23:44:06,5,0,"Gorgeous, green and a lot calmer than some of the other shrines in the area. There's a lovely view of Kyoto at the top of the area.",no,,view review
Alison Bernezat,2019-11-16 11:46:13,5,0,"Peaceful with lots of little spots to rest and enjoy the scenery.
Bonus kitty : Kurobe-chan 😻
",yes,,view review
Emily Luckett,2019-11-22 01:53:26,5,0,"Incredible fall colors right now. Very crowded at 10am.




",yes,,view review
Ralph Manning,2019-11-24 11:18:58,3,1,"Stunningly beautiful but incredibly busy. Don't expect to get any zen atmosphere when the whole world is there taking selfies, but if you can look past that its a worthwhile trip.",no,,view review
Eric Woo,2019-11-26 03:15:09,5,1,"Amazing during late November - the colours are nothing I have ever seen before. I had to turn the saturation on my photos for the first time.
",yes,,view review
Jocelyn Chiao,2019-11-28 01:45:13,4,0,"Beautiful red leaves season


",yes,,view review
Rattikorn Pinta,2019-11-29 16:25:03,5,0,"This is my favorite top 1 temple in Arashiyama. I would recommend everyone to come here rather than Tenryuji temple which is very crowded and small.



",yes,,view review
Brian Lin,2019-12-25 06:27:48,5,0,"Great temple for Autumn leaves. There were quite some people here, but still manageable. The line was not super long, maybe a 10-minute of wait before you are in.






",yes,,view review
Camaris Faircloth,2020-01-20 06:47:33,5,0,"This temple is really cool, there are actually like 6 buildings onsite. One of my favorites of my trip so far. Not accessible for impaired as it is all up hill, but it’s honestly not very far, maybe 5 minutes walk to the top if you didn’t stop. There is moss, towers, gates, temples, and bamboo so it is kind of an all in one

",yes,,view review
Richard E,2020-01-27 23:45:08,4,0,"This Temple is a 15-20 min walk from the more popular Bamboo forest in Kyoto, but is well worth the visit!!

Would be helpful to have a guide or someone with you to explain the history of this very old temple and old grave area, it also has a smaller bamboo forest to see. Small entrance fee, but very worth to visit.",no,,view review
Alex C,2020-01-30 03:54:05,4,0,"Beautiful autumn foliage, koyomi. We didn’t pay to get in but the exterior is beautiful enough. Just a few minutes walk from bamboo forest and Torokko Arashiyama train station (Sagano Line)
















",yes,,view review
Markus Maga,2020-02-12 04:32:20,4,0,"Nice temple on the outskirts of town! Top of the temple area has a nice view over town.

Can be combined with various parks and views nearby, like the bamboo forest.",no,,view review
Cam Kirk,2020-03-11 13:43:07,5,0,"Not another soul in this place when we visited. We wandered around in total silence, it was incredibly peaceful compared to the chaos of the surrounding temples and shrines. Up in the back hills of the temple, it also has a small viewing garden with beautiful views of the Kyoto valley.",no,,view review
Gaudre T,2020-06-24 05:55:00,5,0,"absolutely relaxing place with a wonderful views!






",yes,,view review
Fuyumi Namioka,2020-09-05 17:02:11,5,3,"The silence that reigns this small ""Pure land of wisdom"" temple, a little jewel in the Saga-no, a beautiful countryside of Kyoto, from which you can enjoy a awesome Kyoto view. It's a pure joy stopping and contemplating in it's garden. Although the temple is small, you can walk inside to visit the small pavilions and sutra scattered here and there on its property.





",yes,,view review
Hiroki Kobayashi,2020-11-22 13:45:38,5,0,"Red and Green contrast is magically beautiful owing to here’s chill and hot temperatures. Highly recommended.




















",yes,,view review
