Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Sam Lemieux,2014-01-09 07:24:28,5,0,"Beautiful temple tucked away right near the Imperial Palace. The weekend we were there, there was a festival with actual boars!

I was not able to get a seal for this temple, though, which is a shame.",no,,view review
まきまき,2016-05-03 08:11:49,3,0,Bp,no,,view review
Cathy Corbishley Michel,2016-10-05 23:48:07,4,0,Early morning empty. Butterflies.,no,,view review
Mohammed Hajjaj,2017-07-17 09:29:35,3,0,Nice!,no,,view review
Tommy McColl,2017-10-25 16:27:15,4,0,Nice shrine which was being well attended by a Miko when I visited,no,,view review
Atsushi Wajima,2018-02-11 16:22:23,5,0,"This is a great place to visit.



",yes,,view review
Bennett Friz,2018-04-15 09:43:44,4,0,Great Shrine with many nice eyecatchers. The people there are great.,no,,view review
Kerith Edwards,2018-05-25 23:26:21,5,0,"Lovely shrine, small, devoted to boars, and also featuring dog images and a small shrine for pregnant women. Lovely.


",yes,,view review
Chiung-Wen Hsu,2018-12-13 07:11:33,4,0,Nice and interesting.,no,,view review
SAILING WILSON,2018-12-19 00:36:57,2,0,Just near our hotel.  Nice temple,no,,view review
Benjamin Lawson,2018-12-25 09:12:50,5,1,Neat temple.  Princess Mononoke fans will appreciate it.,no,,view review
fish fish,2019-01-26 22:03:50,5,0,ＧＯＯＤ！！,no,,view review
YS SONG,2019-04-20 03:15:45,5,0,Good place,no,,view review
Steven Joe,2019-05-02 09:31:25,4,0,"A pretty cool little wild boar temple near the palace. Worth a stop if you were already going to the temple



",yes,,view review
Konstantin Gogin,2019-05-10 11:06:53,5,0,"Beautiful place.



",yes,,view review
Silke Jensen,2019-05-17 04:03:50,5,0,A shrine filled with very cute boar statues!!,no,,view review
土井一旦,2019-05-21 02:41:44,4,0,Good,no,,view review
NUPUR,2019-05-23 08:39:04,4,1,Average,no,,view review
Đào Trang,2019-05-24 05:37:34,4,0,Small but neat,no,,view review
jorge escobar,2019-05-26 04:47:03,5,0,Have a beautiful park,no,,view review
B Ng,2019-05-30 07:46:11,5,0,Quiet shrine with no lines or tourists,no,,view review
Caltex Tesco Mergong,2019-06-08 04:24:54,1,0,"Bad part of Japanese history, bad omen",no,,view review
Hiroshin takumi【ひろたく】,2019-06-08 08:34:42,4,1,"Nothing special.

Boring place:(
",yes,,view review
Thanh Tran,2019-06-10 14:00:20,4,0,"The interested place to visit :)









",yes,,view review
Lucrecia E. Choto,2019-06-13 11:36:16,5,2,"If you like pigs or your Chinese zodiac sign is a boar you will love visiting this beautiful shrine. We went in the late afternoon when only a few visitors were there. It was peaceful and calm. I recommend it and hope you enjoy it.



",yes,,view review
Clint Hendricks,2019-07-06 07:02:07,4,0,Best shrine I've seen in Kyoto,no,,view review
Maury Lieberman,2019-07-12 19:40:20,5,0,Beautiful,no,,view review
Ricardo Cárdenas,2019-07-19 03:48:10,5,0,Shrine to Boar,no,,view review
Vikas Anand,2019-08-11 06:52:42,5,0,Spiritual place,no,,view review
Giny Rawwr,2019-09-07 14:28:01,5,0,Beautiful place,no,,view review
kang doosik,2019-09-27 05:22:34,2,0,Nothing to see,no,,view review
Scott Mercier,2019-10-18 13:42:33,4,0,Very cool.,no,,view review
Eugene Tay,2019-10-24 00:20:43,4,1,"Unique shrine with boar guardians. Worth a visit as a side quest.



",yes,,view review
Gareth Davies,2019-10-24 04:53:43,3,0,It's one of the many relics that are worth finding in the Imperial Palace Park.,no,,view review
Vesna Prsic,2019-11-13 03:19:17,4,1,"Interesting to visit after the grandeur of the Kyoto Imperial Palace and it's grounds. It seems lived by the Japanese visitors. Also featuring on Japanese banknotes.





",yes,,view review
Palmiro P. Zavorka,2019-11-14 08:14:53,4,1,"I like a lot this place, it is the temple worshiping inoshishi (ino-ko),  painted on the old 10 yen banknote... you can buy a bottle of quince liquer, made with  japanese Karin fruits, for 1000 yen
",yes,,view review
Jim Smith,2019-12-30 19:35:36,5,0,Cool place at night.,no,,view review
Kyoto Dream Trips,2019-12-31 09:46:47,5,1,"2020 is the ""Year of the Rat"", Large Ema at Various Shrines in Kyoto.
Rat is the first in the 12-year-cycle of Chinese zodiac signs. People born in the year of rat are generally born with the zodiac rat characteristics. They are believed to be very industrious and thrifty, diligent and positive. They love to enshrine and collect. They have a keen intuition and can foretell the danger. They can deal with the money carefully and have a good financial luck. Large Ema depicting the ""Year of the Rat"" at Goō Shrine, across from the Imperial Palace on Karasuma Dori, in Kyoto City-Japan.
",yes,,view review
rayray,2020-01-26 08:29:03,5,0,"A lovely, quiet, relatively tourist-free shrine with some very nice architecture. Especially recommended to those born under the Chinese year of the Pig/Boar, or Inoshishi fans in general!",no,,view review
