Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Adrian Villanueva (Cao),2013-09-30 07:42:46,4,0,Cool.,no,,view review
Nico Hindemith,2013-11-06 04:25:38,5,0,One of the most beautiful temple complexes in the northwestern city of Kyoto for me.,no,,view review
Christopher Hall II,2015-06-13 18:47:05,4,0,Beautiful,no,,view review
Evita Brown,2015-12-02 02:52:34,4,0,This is the main temple within a huge complex of temples. Quite an impressive one.,no,,view review
Andrew Betts,2016-03-04 05:08:13,5,0,The gardens are stunning,no,,view review
Florian Schulz,2016-05-19 08:57:30,5,0,"Huge temple complex...
During my visit, there was the possibility to visit the upper storey of the ""big hall"" (close to the Taizo temple, in the direction of the JR station).

If you are there, during visiting sessions (current one ends at 22 May 2016), go there by all means. Spectacular statues and beautiful ceiling paintings abound.",no,,view review
Trans-word plus TGM,2016-07-15 22:44:36,5,1,"Myōshin-ji is a temple complex in Kyoto, Japan, and head temple of the associated branch of Rinzai Zen Buddhism. The Myōshin-ji school is by far the largest school in Rinzai Zen, approximately as big as the other thirteen branches combined. It is a specific ritual of Myoshinji in Obon season to send out spirits of deceased by lighting up the place in Hanatoro style. In the main hall there will be a group of monks get all together along with some female traditional choir to chant a sutra of Obon. You will also see some festival stalls lining up in the precinct.",no,,view review
Ian Le,2016-08-09 23:38:15,4,0,Big temple complex with many sights to see.,no,,view review
Luke Wang,2016-09-17 05:38:58,5,0,Peaceful place.,no,,view review
adr. so.,2016-12-03 04:38:06,5,0,"The monumental dragon painting is a sight to behold. That alone is worth the 500 yen tour fee (there is no English tour, but they do provide a cursory sheet of English explanations)",no,,view review
Pieter Baeyaert,2017-09-03 08:59:17,5,0,"Great temple complex, go there early as to avoid the crowds!



",yes,,view review
Cheng Liu,2018-03-19 15:22:07,5,0,It is quieter than other temples in Kyoto but it is absolutely worth visiting,no,,view review
Rob H,2018-04-04 16:55:56,4,5,"Nice temple to see if you are in the area.  I wouldn't make a special trip for it however.






















",yes,,view review
Kinitay,2019-02-21 01:38:49,5,0,Beautiful and simple. Not busy at all.,no,,view review
Ian Gore,2019-02-21 09:24:57,5,1,"I decided I had some time and took the premium tour. Good thing I did there was an interesting bathhouse and an awesome unryuu (cloud dragon) painting on the ceiling of the temple. Give the head temple a visit if you have time it is certainly worth a trip.




",yes,,view review
兵頭彦太,2019-04-10 15:10:49,5,0,I am a believer of the Aichi Prefecture branch of Myoshin-Temple. So I want to say that Myoshin-Temple is the best temple. The believers in other temples will also say that their temples are the best.,no,,view review
Sasiru Rasanjana,2019-04-18 07:11:36,5,0,"Nice!







",yes,,view review
Alain BARLIAN,2019-05-25 04:08:43,4,0,"Lot, lot, lot of people",no,,view review
Jonathan Freeman,2019-07-16 08:16:31,5,1,"Loved being in this ancient, peaceful Zen garden and complex.



",yes,,view review
Anouar Errouissi,2019-07-16 16:41:25,5,0,Awesome,no,,view review
Theresa Villeneuve,2019-07-24 23:02:35,5,0,"What is cooler than a zen meditation class in a famous zen temple, followed by a beautifully presented lunch?  You're right.  Nothing.",no,,view review
Bruce Gilchrist,2019-08-13 07:58:49,5,0,"A wonderful, special place.",no,,view review
Richard James,2019-09-23 08:29:48,5,0,Excellent temple.,no,,view review
Xen Gar,2019-09-26 03:12:02,5,1,"Impressive Area, early in the mornig nö tourists quiet and relaxing",no,,view review
Brian Hauser,2019-10-08 07:23:26,5,0,Many of the temples in this temple complex are private.  But it's still an amazing place to walk around to see all the old temples.,no,,view review
Craig Van Der Laan,2019-10-16 07:58:58,5,0,A beautiful Temple and grounds. It took a bit to find this place as it was off the tourist routes but well worth it. It's still a functioning Monk training complex but tourists are allowed to visit.,no,,view review
T H (Sydney4ever),2019-10-16 09:57:28,5,0,"No crowd.
Beautiful garden",no,,view review
jenwin Tc,2019-10-22 04:32:07,5,0,Good,no,,view review
Yu “マユ” Ya,2019-10-31 18:29:00,4,3,Temple in Kyoto.This temple has a powerful dragon painting spread across the ceiling.The picture is a masterpiece.,no,,view review
Tom Alley,2019-11-22 03:00:37,5,0,"Central temple of a larger complex of temples. Authentic, vibrant temples with more locals and monks than tourists.",no,,view review
쿠마군,2019-11-25 07:32:47,5,0,"pretty


",yes,,view review
Se-Gil Feldsott (Louis),2019-11-29 08:23:06,5,0,Free to walk around the outside. Very beautiful grounds. You can can enter the main building and see the dragon ceiling mural for a small fee.,no,,view review
Theresia McLynne,2019-11-30 17:39:05,4,0,"Really enjoyed our night here!  It was actually the largest room we had stayed in in Japan (out of 8 hotels). Commode seperate from the shower, which was very convenient. Zen garden very peaceful - relaxing. Meditation class was good for newbies or ppl. that have been practicing for awhile.  The employees were also very friendly & helpful!  The advertised pics for this place don't do it justice ... I was happily surprised (& will be back!).  🙂",no,,view review
Diego Ferreyra,2019-12-07 17:42:53,5,0,"Very typical Japanese area. Absolutely worth walking though, if you still have an hour. Temples included. The gate is beautifull, including a small front gate and a decorative bridge. Houses are surprisingly nice and old.",no,,view review
Faiz Yakob,2019-12-30 06:01:04,3,0,Quite and serene,no,,view review
Andrew Tyler,2020-01-02 02:28:09,5,0,Great place to stay if you are looking for serenity and peace.,no,,view review
Susanne Jensen,2020-01-03 01:12:27,5,0,We loved it,no,,view review
Lê Thi,2020-01-09 14:26:13,5,1,"ancient and monumental temple.













































",yes,,view review
Al Harlow,2020-01-13 09:40:31,5,0,"We stayed two nights here, and were very comfortable. You will be sleeping on the floor on futons. They lent us bikes which we rode all over, seeing the bamboo forest and ancient imperial palace.



",yes,,view review
Hardian Saputra,2020-02-15 01:47:40,5,0,"Very beautifull historical place
",yes,,view review
Ale Storyboards,2020-02-25 00:45:27,5,0,"Near this temple you can find a vending machine with alcohol, wine etc. haha cool.",no,,view review
patrick mccartney,2020-10-12 22:24:23,3,0,Nice local temple. Quiet.,no,,view review
Matthew Stavros,2020-11-19 15:42:42,5,1,"This is a headquarter temple surrounded by dozens of subtemps associated with the Soto school of Zen.
",yes,,view review
円座厚司,2021-01-29 13:31:25,5,6," I visited in February 2017. I have been here many times. The place of worship is the Buddhist temple and the bathroom. It goes around with an explanation. The ceiling of the hall is painted by Kano Tanyu, and the bathroom is commonly known as the Akechi bath. In addition, I have visited the Kuri, the Kyozo, and the Sanmon, which were specially opened to the public. Also, on November 3rd and 4th every year, there is a Bouryo Exhibition, where many treasures are exhibited. I have only seen this once about 10 years ago. I think that there were more exhibits at this Bouryo exhibition than at the Myoshinji exhibition that was later held at the Kyoto National Museum. Myoshin-ji is said to have the largest number of branch temples among the Rinzai sect temples.
Since 2019, Myoshinji has changed its visit from the hall and bathroom to the hall and the kitchen. Prices are up. I visited in January 2020.

",yes,Japanese,view review
毬乃,2021-05-04 06:19:56,3,3," Myoshinji Taizoin.
I went there because the wisteria flowers were in full bloom.
Because it was a weekday, the precincts of Myoshinji Temple were quiet, but I was able to see the gardens of Taizoin slowly.
Yokoen is amazing with wisteria flowers and a stunning expansive garden.

",yes,Japanese,view review
A M (A),2021-06-17 11:57:28,5,1," It's so big that I was surprised to see cars passing through the precincts! ""There are many things to see and it's fun."" Unryu-zu was dynamic and splendid. Unryu-zu in the main hall cannot be photographed. Unryu-zu was powerful and really cool

",yes,Japanese,view review
yo “TS2121” sakuro,2021-06-18 11:32:31,5,8," Visited on 6/13. Parking is free.

I stopped by during my trip to Kyoto to see the hydrangeas. There were no noticeable flowers in the precincts, but I saw a few hydrangeas in Taizoin. On the other hand, there were no worshipers looking for flowers, so I was able to take my time.

It is free if you just go around the precincts. The entrance fee for the Hatto and Okura is 700 yen. Taizo-in Temple is one of the sub-temples, but it has a splendid garden, and this alone is worthy of being a temple. There is an admission fee of 600 yen, but it is a must-see. Don't forget to listen to the sound of Suikinkutsu.

In the Hatto, you can see the cloud dragon painting on the ceiling. The guard said that it has never been restored since it was written in the Edo period.

Also, there are other temples with cloud dragon paintings, but most of them were written for sightseeing during the Showa era. That's why researchers and other experts said they highly value Myoshinji's Unryu-zu.

No one came in during the viewing, so I was able to monopolize it. It looks like an ascending dragon or a descending dragon depending on the direction you look at it. It seems that there was a long line before Corona, so if you want to take a closer look, now is your chance. Please note that photography is strictly prohibited.

There is a bell designated as a national treasure near the guard room (the bell on the front is the second one). It's cracked so it can't be played, but you can listen to the recording by pressing the button.

",yes,Japanese,view review
lefty 58,2021-07-12 08:44:37,4,3," 2021/7/11
Myoshinji Temple, the head temple of the Myoshinji sect of the Rinzai sect, whose principal image is Shaka Nyorai.
I visited for the first time, but the site is wide anyway. Most of them can be seen for free, but an admission fee is required for the main hall, which houses Tanyu Kano's painting of clouds and dragons, and the Okuuri, which is the kitchen of the temple.
The painting of clouds and dragons was impressive and impressive, but the oldest temple bell in Japan (National Treasure 698), which is displayed in the same room, is the name of the world that was rung at the opening of NHK's New Year's Eve bell for a long time. You can listen to the CD sound source with the bell. It sounded really good!

",yes,Japanese,view review
宅見肇,2021-08-12 00:55:33,5,18," A large temple with 100,000 tsubo (100,000 tsubo) grounds and seven temples of Zen Buddhism (seven buildings that a temple should have). Sengoku warlords also appear, and the highlights are full ✌️
However, there are quite a lot of fees to visit and visit, and there are temples that are not usually open to tourists, so we recommend that you organize what you want to see before entering.

First, from the south gate, go straight on the stone-paved road to the dharma hall. Here, the ceiling painting of the Buddhist temple, ""Unryu-zu"" by Shinrei Kano. The eyes of the dragon seem to be glaring at you from any angle, so it is said to be the ""Dragon of All Directions"". Let's keep this in mind✋Okuri is the place where monks live. If you are not interested, you can just walk. (700 yen)

Taizo-in Temple, where there is a dry landscape garden, ""Motonobu's garden"" by the author, Kano Motonobu, and the Yin-yang garden and the pond spring style garden ""Yokoen"" are the highlights. Of course, the main hall also has a national treasure, Japan's oldest ink painting, and a picture of a sweetfish (Hyonenzu), which is also a must-see (500 yen)✋

Opened Daishin-in and Shoin as lodgings. Auntei in front of the study is a representative garden of the Showa period. The 400-year-old Kirishima azalea tree in the spring is double the appeal for matcha and sweets lovers sitting on the porch (300 yen)✋

Keishun-in was founded by the second son of Nobutada Oda. The four gardens are the Karesansui ""Shinjo no Niwa"", the beautiful moss-covered ""Shinyo no Niwa"", the ""Shinyo no Niwa"" with its beautiful moss, the ""Shii no Niwa"" that turns into a stone, and the ""Wai no Niwa"" that has stepping stones.

All of the above are open to the public all year round, so any time is OK. From here onwards, it is a recommended place for advance research such as special exhibitions. One is online delivery by monks. Recommended for executives of active members of society ✋
If you are a fan of the Sanada family (Masayuki, Nobuyuki), the second is Daihoin. The third one is Tenkyuin if you are interested in fusuma painting. 4 is for flower lovers, Chokei-in for those who like wisteria flowers, Torin-in for Sara Soju, who also appears in the Tale of the Heike.

",yes,Japanese,view review
