Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
章捷涵,2015-05-13 06:17:29,5,0,申餅is really good! both texture and flavor. the black bean tea is also perfect.,no,,view review
Daniel Bridges,2015-07-12 06:36:34,4,0,"Pretty, but hot in May with not much shade at the site. Better if you know Japanese and have spending money for souvenirs.",no,,view review
Martin Reindl,2015-12-09 05:05:08,4,1,Another nice shrine in Kyoto. If you don't know much about Shinto shrines like me this will feel similar to other shrines in the area. But still: a beautiful shrine to visit.,no,,view review
KYOKO MACHIDA,2016-06-06 02:56:16,5,1,"One of the must visit shrines in Kyoto. It would be nice if you are able to experience Mitarashi Matsuri, which you can walk through in the river during this period only. The water is chilly, but it will be fun.",no,,view review
Trans-word plus TGM,2016-07-19 11:09:09,5,2,"You should definitely visit here for Yabusame held in the beginning of May and Mitarai Festival in the late July.

Yabusame ( Samurai Archery ) is a type of mounted archery in traditional Japanese archery. An archer on a running horse shoots three special ""turnip-headed"" arrows successively at three wooden targets.This style of archery has its origins at the beginning of the Kamakura period. Minamoto no Yoritomo became alarmed at the lack of archery skills his samurai had. He organized yabusame as a form of practice.

Mitarai Festival is another way called foot bathing ritual. You wade through a water path flowing through the sharine holding a candle to purify your feet. This area where the water path is flowing is called Mitarashi Pond and you can enter this pond only during this period. It is believed that you will be blessed with protection of god if you take part in this ritual during this period. ( Originally it was held to fight against plague of ancient times.) The charge is 300 yen and you will be given a candle to dedicate to the shrine. The water is very cold and so refreshing during this season of intense heat. After this ritual you will see a Mitarashi Dango ( a type of wagashi with mochi on a stick with soy sause based sause ) stall selling Mitarashi Dango. It might be a great choice before you leave the place. The event starts at 17:30 and finished at 22:00.

( Trans-word+ : TGM Kyoto Guide )",no,,view review
뿡핑룡아빠,2016-08-17 01:04:45,4,0,"It is a special shirine to make good relationship.
In special matsuri(festival) period, you can make a wish with walking in water and fire candle. It was very fun experience.
And then you can drink holy water.
I really enjoyed it. ^^",no,,view review
Julien Ngao,2017-05-15 02:34:05,4,1,"It is a beautiful shrine in a mystic forest. You can imagine how was the life in the past. The shrine is elegant. No entrance fee but I regret that there is no explanation in english.




",yes,,view review
S. H.,2017-07-24 10:52:46,4,0,"I went during the summer festival and it makes the whole shrine an even nicer place. You can experience purifying your feet in the icy waters of the sacred pond, lighting a good fortune candle, reading your omikuji in the water and of course the usual food, drinks and games present at any such shrine festival. Moreover or wasn't too crowded or touristy so I would definitely recommend going there.",no,,view review
Ricco Morelli,2017-09-14 19:14:31,5,0,"Take your time to walk through the gardens, do it in the morning and you'll be ready to move on and walk through wonderful Kyoto",no,,view review
A,2017-11-07 23:45:17,5,0,"Take a bike 🚲 and follow the banks of the Kamo river to the north! Enjoy the nice trip and this beautiful Shinto ⛩ sanctuary.
",yes,,view review
Hugo Matte,2017-11-11 03:54:35,5,2,Amazing great shrine I got there very often since I live next to it! Really love the big park and it’s very quiet given there’s no matsuri or special event! On New Year’s Eve there’s are huge bone fires and it makes it a super place to be,no,,view review
Ali Low,2017-11-11 13:25:27,4,0,"On the most important shinto shrines in Kyoto.  It's a nice shrine, but looks quite like many other that you can see.




",yes,,view review
