Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Tsuneyuki Kosaka,2013-12-02 08:16:38,4,2," Usually, it is closed to the public and there are only a few days when you can enter.
I went there on a Saturday in autumn, but there were few tourists and it was a temple known only to those in the know.

",no,Japanese,view review
Albert Haase,2015-09-27 14:19:01,5,0,Great mix of building a nature set into the mountain slope. Spectacular view of Kyoto.,no,,view review
曹源峰,2016-04-08 04:35:11,4,0,Nice Place for taking a rest.,no,,view review
Ian Le,2016-08-09 23:09:57,4,0,Nice little temple on east side of Kyoto,no,,view review
京都好き,2016-12-04 18:53:37,3,3," The major places I went to visit in the autumn are crowded with people, and it's nice because there are few people and it's quiet.

",yes,Japanese,view review
Xavier Martínez Palau,2017-04-25 05:53:31,5,0,Peaceful and secluded.,no,,view review
koi take,2017-06-14 23:10:02,3,4," Specially open to the public in spring and autumn
It is famous for its thatched roof on the temple gate and the beautiful maple leaves that droop down.

",no,Japanese,view review
達哉,2017-08-10 16:46:39,3,2," It is said that the temple is also called Matsumushi Suzumushi-dera because of the sad story of Princess Matsumushi, who was a lady-in-waiting to Emperor Go-Toba.

",yes,Japanese,view review
Randy Bossaers,2017-11-07 07:54:44,4,0,Nice temple. There is a bar inside if you want to eat or drink something,no,,view review
かさじぞう,2017-11-26 11:37:20,5,4," This temple was built by Honen Shonin for his disciples. Although it is a famous place for autumn leaves, it may be a little-known spot. It's very quiet and calm just off the Philosopher's Path.

",no,Japanese,view review
yenruei wang,2017-12-09 06:03:21,4,3," Very quiet, beautiful place. But the disadvantage is also an advantage. Hesitant opening time is short and uncertain, so there is a possibility of being empty. The place is not big, but the maple leaves are beautiful. If you have free time, you can go around and have a look. The transportation is also convenient. You can get there by Shibus 5 and Shibus 32. It is also close to the road of philosophy, so you can take a walk.

",no,Chinese,view review
iwen hua,2017-12-24 02:41:16,5,0," Although I didn't go inside to visit, the beautiful scenery in front of the door makes people keep pressing the shutter~

",yes,Chinese,view review
TPOkyotojp Local Guide,2018-01-14 03:05:50,4,3," I'm critical of displaying the mountain names for all temple names on Google Maps because of the complexity of the screen, but here, on the contrary, the episode can't be completed unless it's ""Sumirenzan Anrakuji"", so the mountain names are necessary. is not it.
-
(Also, in Kyoto, there are ""Matsumushi Suzumushi Temple"" (here) and ""Suzumushi Temple"" in opposite directions, so don't get confused.)

",no,Japanese,view review
十六夜[苺],2018-04-16 05:34:34,4,2," (18/04/07)
""Honen Shonin Historic Ruins""
I received a red stamp.
I visited the spring special exhibition (18/04/01-18/04/08).

A temple of the Jodo sect.
Principal image: Amida Nyorai
Common name: Matsumushi Suzumushi Temple
Usually not open to the public.
Special opening (Admission fee 500 yen, Saturdays and Sundays (holidays) of cherry blossoms (early April), azaleas (early May), cherry blossoms (late May to early June), maple leaves (November to early December), deer Valley pumpkin memorial service (July 25th))

Municipal Bus: 400m from Honen-in-cho bus stop.
Municipal Bus: 600m from Kinrinshako-mae bus stop.
Municipal bus: 650m from Jodoji bus stop.
Municipal bus: 700m from Shinnyodo-mae bus stop.

",yes,Japanese,view review
taka niwa,2018-07-26 09:02:09,4,1," On July 25th, we will have Shishigaya Pumpkin to protect against the paralysis. It's small for a temple, but I was able to enter the main hall and enjoy delicious pumpkins.

",no,Japanese,view review
石井旭,2018-11-03 08:11:39,4,2," It's always open to the public on the 2nd of every month, but tourists come here without knowing it, so I think it would be good if it was open to the public about 3 times a month!?

",no,Japanese,view review
Hyde503,2018-12-12 11:08:34,4,0," It seems that the crest appears only on the 2nd of every month during Jizobon.

",yes,Japanese,view review
tatsuhiro okadome,2019-04-28 03:58:39,5,3," I stopped by on my way home from Ginkakuji. It's a quiet place with almost no tourists.

",no,Japanese,view review
伊藤雅康,2019-04-30 05:16:35,3,3," The season of autumn leaves used in the commercial photos is good, but the season of fresh green is also the best.
At the main hall, they will explain the origin of various Buddha statues.

",no,Japanese,view review
