Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Ashish Takawale,2021-11-24 03:37:29,5,0,"One of the Oldest temple in Kyoto must visit place. You have to take 400 yen tickets to enter the facility but it will be very relaxed. Autumn is something should not miss.


























",yes,,view review
Shingo Sae-Lim,2021-12-04 03:55:55,3,2,"(Trip was made back then on 3 Dec 2019, 2 years before the Covid-19 Pandemic hit)

Kinkakuji is actually located quite out of the way just north of Kyoto city and would take probably an hour to get to depending from where you’re at.

I admit that it’s a dazzlingly brilliant looking temple, but apart from admiring the picturesque view of the striking golden temple overlooking the pond, there really isn’t much else to see or do here.

You might also have to jostle with the other tourists to just have a good view or snap a decent photo as it’s extremely touristy. You can’t tell from the photos but it’s also very noisy due to the crowd which kinda ruined the ambience.

It’s one of those attractions which you can strike off from your bucket list once you’re done.




























",yes,,view review
Arifa Jannat,2021-12-11 13:57:43,4,8,"One of the most famous spots in Kyoto, temple of the Golden pavilion. Actually, it’s a Buddhist temple which is covered with golden leaf giving an iconic mirror view. Usually, the area is crowded and I recommend you to go there early morning. You can enjoy a relaxing walk through the wayside. The entrance fee is 400 yen.For road direction, both English and Japanese language are indicated. Highly recommended this place for people who like traditional and historical view.










",yes,,view review
Robert T,2022-02-06 01:07:53,3,17,"Well, what can you say that hasn’t already been said about this iconic Japanese landmark? Everyone has to tick it off the Japan ‘to do; ‘ list. Personally, I think it is overrated in terms of both historical significance and the beauty of its surroundings. There are far better gardens to be seen in Japan. It is however striking, and to be seen at least once. The gold has both spiritual meaning (purity) but was probably also a product of the ego of its previous owners. A somewhat ostentatious status symbol, if you like. As with many temples, it has been burnt down and rebuilt a few times, which explains its ‘current newish’ look. The Phoenix atop the roof is believed to be original, and is a symbol of divine favour, virtue, and harmony. Within the complex bit of fun can be had watching people attempting to throw coins into a well hole placed at a distance from the throwing spot. Give it a go – it might bring you luck! Don’t miss the 600 year old pine planted by a previous shogun (ancient ruler of Japan). It is shaped as a boat and is a metaphor for passage to the Pure Land following death. On a cheerier note, I include in the pictures some of the admonishing posters you see around Kyoto giving guidance on appropriate behaviour…






",yes,,view review
Santosh Shrestha,2022-02-10 21:47:19,5,5,"Visited 2yrs ago before the pandemic.
You have buy a ticket of 400yen to enter.
The ticket price is not worth to be have 400yen.
Due to its beauty,historical image, price should be high.
The iconic golden temple of Japan is also one of the oldest temple.
The golden color is very fascinating.
Always crowded so its very difficult to get a good picture.
Located in a very peaceful environment.
One of the masterpiece of Japan's Historical Culture.
Highly Recommended.








",yes,,view review
Shahadat H. Rakib,2022-02-20 12:26:38,5,1,"Kinkakuji is perhaps the most well-known temple in Japan. The pavilion itself is a three-story structure, the top two floors of which are entirely covered in gold leaf and shimmers in front of a pond. Visitors are not allowed to enter the actual building, but can view the pavillion from various angles as they follow the path around from the entrance. I recommend to get there early. We took bus 12 and arrived just before opening at 9am. Due to Covid, there were less visitors so there were plenty of photo opportunities without the crowds. With such a calm, sunny day, the reflection on the water was spectacular. This was a highlight for our trip and a must to see when in Kyoto.







































",yes,,view review
Rahul Bam,2022-06-14 12:43:53,5,6,"Named Golden Temple is worth its Name.
One of the most beautiful temple is Japan. Shinny clean beautifully glowing in sun looks so amazing to watch. Came twice here, must visit place while you are in Kyoto. Easily accessible by one day Kyoto bus pass.










",yes,,view review
Michelle Unos,2022-07-01 22:29:29,5,0,"This place is almost always crowded as it is one of the most popular temples in Kyoto. The Golden Pavilion is truly mesmerizing and worth the visit



",yes,,view review
Richard Wu,2022-08-06 18:56:17,5,0,"One of the most popular spot for everyone. Transportation is not easy and we don’t know how to take the bus and how often the bus is. I guess due to the la huge barrier. Taxi is another option but we chose not to.

We got here and as expected, there are so many people here already. The most iconic gold temple is inside that you cannot see directly from the entrance or outside.

Japanese serenity and garden design is really impressive. The noise comes from visitors, Japanese are still quiet and civilized anywhere they go.

There are so many better photos of this temple and I decided not to take it. My iPhone cannot compete with professional cameras.

You don’t have to be a Buddhist to come. Come and be amazed by Japanese architecture and maintenance. You will be impressed.
",yes,,view review
anika suki (anika_suki),2022-08-12 10:41:32,5,2,"Tourists are being asked to take proper precautions for visiting the place. The golden temple is magnificent as usual. But we visited during hot summer and could not stay for long 🥲oh don't forget to have the kinkakuji special ice cream.




",yes,,view review
Graham Hutchinson,2022-08-13 19:02:40,5,0,"A beautiful temple and a must see visit if you are in Kyoto. Took the bus from Kyoto station which takes about 1 hour. The bus stops close by the temple. Spent a couple of hours walking around and it is well worth visiting. The walk seemed to be one-way due to the large number of visitors. Was there a few years ago before the pandemic.







",yes,,view review
Kay B.,2022-08-30 02:05:45,5,2,"Beautiful. Peaceful. Picturesque.
It’s good leaf surrounding the two top floors.  The grounds are nicely kept.  Wonderful place for pictures.  The entry fee to 400¥ and there’s a walkway throughout the grounds.  There are also two places to buy sovereigns on the grounds and one place outside the exit.
You can ride bus 205 from the Kyoto station directly there.
At Kyoto station, there are English speaking volunteers to give maps and directions







",yes,,view review
Purnima Rai,2022-09-01 02:31:10,4,8,"Kinkaku-ji is a golden shrine. It is very beautiful. It's made up of Gold. It has mesmerizing view. When sunlight drops on it...it shines more and its shadow in the lake.. the view formed can't be explained in words!! It's must visit in one of the tourist attractions in Kyoto. It has a one natural waterfall also and a shrine too. It's view in all of the four season is awesome. The entry inside is  not allowed. It has two floors. It's very beautiful 👌👌


























",yes,,view review
AMY M,2022-09-23 01:02:24,5,1,"I've been to several temples in Korea and Japan and this one was the most memorable one. Stunning with gold! This place is that famous and very crowded with lots of people.









",yes,,view review
Wahyu Hidayat,2022-09-29 14:34:13,4,1,"Known as Golden Pavilion or Temple for its color.  One of the must-visits in Kyoto.
To save time we take a taxi here.
Nice garden around the temple.
A tour here means following predetermined routes (one way) which includes navigating flights of stairs.











",yes,,view review
Paul Summers,2022-10-09 09:12:00,5,2,"First time to visit Kinkakuji in almost 30 years and this time on a bright sunny day with not a cloud in the sky. Also, it was before 11 October 2022 after which visa-free travel for most foreign inbound travel becomes possible so there were very few foreigners like me, mostly groups of young Japanese students. The taxi driver with us was a wealth of knowledge about the temple and let us know the best spots to take photos and some interesting back stories; it’s best enjoyed with a guide. I hope to see it again during winter.





",yes,,view review
