Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Yunkan Sum,2016-01-16 15:13:54,5,3,"Must go even it is your first time to Kyoto, but by reservation only. Recommend to book the early morning session.",no,,view review
AZ-Zakwanul Faiz bin Zakaria (AZZakwan),2016-04-13 13:00:00,4,0,I made a terrible walking route to here when Google maps wasn't available for offline mode. I would avoid coming here during summer.,no,,view review
Andy Lin,2016-04-15 08:01:55,5,1,"Beautiful gardens and ponds along with a few old structures. The tour is by reservation only which can be made in person at a Office of the Imperial Household Agency or online.

The tour given in Japanese but there is an audio tour available in at least English and Chinese. The tour requires a bit of walking but it is well worth it.

Access is easy by taking the number 5 bus to Shugakuin-michi followed by a short walk or taking the Eizan railway to Shugakuin and a moderate walk.",no,,view review
Vincent BOUCHIAT,2016-07-10 08:45:43,5,0,Beautiful imperial gardens. Large perspectives.,no,,view review
Trans-word plus TGM,2016-07-23 11:51:15,5,1,"Shugaku-in Villa is Constructed by the order of the Emperor Gomizunoo in the mid-seventeenth century, Shugakuin Imperial Villa consists of three villas (Lower, Middle, and Upper). Its incorporation of the surrounding natural scenery into the garden design is typical of Japanese architecture. ( TGM Kyoto )",no,,view review
David Schmidt,2016-07-24 11:00:17,3,0,Didn't get in. You need to register beforehand as this is one of the Imperial Palace buildings.,no,,view review
Herman Lubbersen,2016-09-27 09:15:25,4,2,Great to visit the Imperial Villa/gardens. Be sure to make a booking in advance to preventie any disapointments.,no,,view review
Mauro Buonomo,2016-12-16 13:11:40,5,1,"The Imperial Villa is one of my favorite spots I've ever visited, in Japan or elsewhere. The garden's beauty is breathtaking.",no,,view review
Robin Lenogue,2017-03-21 16:49:33,5,1,"Very much worth it and Free, BUT: it can only be visited with a tour. Tours in the morning NEED to be reserved, tours in the afternoon can be joined on the spot. Only 2 afternoon tours available, so check out their schedule online!! Gardens are splendid, and the villas and history totally worth your time.







",yes,,view review
A129,2017-03-28 14:57:54,5,2,"I highly recommend this tour of the breathtaking Shugakuin Imperial Villa. The tour is approximately one hour with a Japanese guide but audio tours are available in English and Chinese. Please be aware that this is a reservation only tour which must be done prior online. Otherwise you can wait for an availability on the spot for the afternoon slots.
",yes,,view review
Eiji Kondou,2017-06-14 15:11:45,5,7," Visited at the end of November 2016.
I lined up from around 9:00 to apply for a visit on the day, and went around with a group at 1:30 pm.
The large site has a difference in elevation, and the required time is about 80 minutes.
You can enjoy the majestic scenery that is spectacular in every season.

",yes,Japanese,view review
Mark Clark,2017-07-28 13:28:26,4,0,Off the beaten track,no,,view review
Trev Thompson,2017-09-08 09:38:37,5,0,Awesome,no,,view review
Al F,2017-10-22 22:50:58,5,0,Historical landmark,no,,view review
Ali Low,2017-11-11 13:42:15,5,4,"One of the best gardens I've visited in Japan!  I've wanted to visit one of the imperial villas in Kyoto for some time but the online bookings are go very quickly.  Thanks to another google reviewer pointing out that there are slots in the afternoon tours (1:30 and 3:00) are available on a first come first served bases I was able to visit.
The tour is in Japanese, but you can borrow an earphone guide for free in several languages and lasts about 1 hour 20 minutes.  In order to apply for the tour you'll need your passport or a residency card.
You visit 3 different areas on the tour with the final area a spectacular walk around a lake.















",yes,,view review
許堂主,2017-12-05 00:25:33,4,0,Beautiful and we'll handled,no,,view review
Tsai Hachi,2017-12-08 08:43:47,5,0,good,no,,view review
nao goto,2017-12-20 15:59:59,2,5," The garden is well maintained and very nice! I wanted to watch it slowly
It's just that the guide was bad.
Every time I say scolding that the security is noisy
I came to look forward to it, but it was ruined by the guide
If it's paid for, I'd like a refund
I wanted to turn back and go home on the way
I didn't want to hear things like the Heisei Emperor never coming, or being unable to drive a car, or being complicated because the terraced rice paddies are being rented to the private sector, or denying the current imperial family (>_< ) The garden of the building I wanted to enjoy looking at the fusuma paintings.

",yes,Japanese,view review
